millis,aX,aY,aZ,gX,gY,gZ
81729,-0.248,0.453,1.350,-3.235,39.978,93.567
81738,-0.219,0.522,1.314,-7.080,42.419,91.309
81747,-0.211,0.585,1.327,-6.470,40.771,84.106
81756,-0.204,0.578,1.252,4.456,39.978,75.806
81764,-0.175,0.591,1.190,17.639,41.138,68.481
81773,-0.164,0.597,1.081,28.625,39.368,61.707
81781,-0.149,0.621,1.016,32.227,36.255,55.176
81790,-0.175,0.604,0.960,29.419,31.372,48.523
81799,-0.140,0.541,0.938,25.146,25.146,41.809
81808,-0.143,0.512,0.950,19.958,19.409,36.560
81817,-0.160,0.453,0.922,17.700,13.062,31.250
81825,-0.159,0.398,0.918,17.395,7.385,26.733
81834,-0.164,0.371,0.930,14.465,1.953,23.010
81843,-0.165,0.348,0.933,10.742,-2.136,19.470
81852,-0.158,0.310,0.947,5.432,-5.554,15.686
81861,-0.145,0.274,0.952,0.488,-8.057,12.329
81869,-0.150,0.240,0.947,-2.991,-8.606,9.888
81878,-0.154,0.224,0.946,-7.141,-9.705,7.996
81887,-0.148,0.191,0.952,-10.498,-10.742,5.981
81896,-0.153,0.149,0.956,-12.085,-11.169,3.845
81905,-0.135,0.120,0.964,-13.306,-11.414,2.502
81913,-0.128,0.097,0.986,-13.000,-11.230,1.648
81922,-0.135,0.058,0.995,-10.315,-9.888,1.160
81931,-0.127,0.016,1.000,-6.897,-7.202,0.793
81940,-0.115,0.004,1.003,-5.371,-5.981,1.282
81948,-0.099,0.041,1.019,-4.639,-5.188,2.319
82632,-0.420,0.680,1.641,-106.812,8.545,122.925
82641,-0.421,0.788,1.730,-97.595,14.160,109.741
82650,-0.391,0.877,1.779,-81.726,27.893,94.543
82659,-0.380,0.930,1.833,-60.364,44.800,77.209
82667,-0.380,0.872,1.783,-35.400,66.345,61.768
82676,-0.414,0.823,1.700,-12.390,88.135,51.453
82685,-0.426,0.806,1.608,5.371,104.980,45.105
82694,-0.432,0.847,1.531,17.822,119.019,41.626
82703,-0.452,0.891,1.458,23.743,131.409,38.757
82711,-0.461,0.904,1.360,25.635,141.235,34.058
82720,-0.477,0.890,1.272,23.621,148.254,29.663
82729,-0.481,0.868,1.209,18.677,151.794,25.696
82737,-0.484,0.852,1.149,15.747,153.015,22.156
82746,-0.470,0.855,1.092,17.944,152.954,18.982
82755,-0.462,0.832,1.027,25.635,151.794,15.503
82764,-0.429,0.843,0.989,35.645,148.804,11.963
82773,-0.393,0.851,0.955,46.143,145.935,8.484
82781,-0.376,0.863,0.914,57.251,144.104,5.798
82790,-0.353,0.924,0.904,66.895,142.456,4.150
82799,-0.323,1.001,0.868,75.684,141.174,2.075
82808,-0.281,1.072,0.834,78.308,140.198,-1.465
82816,-0.243,1.133,0.796,72.632,140.076,-6.226
82825,-0.200,1.176,0.771,62.134,140.747,-13.306
82834,-0.191,1.202,0.720,50.415,141.785,-21.301
82843,-0.163,1.227,0.663,42.236,142.883,-30.640
82852,-0.161,1.196,0.587,34.607,144.043,-40.894
82861,-0.169,1.163,0.510,26.978,143.494,-50.171
82869,-0.165,1.145,0.464,21.973,139.771,-59.387
82878,-0.161,1.116,0.405,23.315,134.521,-68.787
82887,-0.147,1.099,0.347,27.161,128.723,-77.942
82896,-0.135,1.083,0.299,31.616,123.535,-86.914
82904,-0.121,1.046,0.242,36.255,118.469,-95.886
82913,-0.115,1.006,0.186,38.818,113.892,-104.126
82922,-0.107,0.978,0.133,39.856,110.046,-112.061
82931,-0.108,0.943,0.065,41.687,106.262,-119.324
82939,-0.110,0.890,-0.011,44.617,102.173,-126.831
82948,-0.114,0.835,-0.084,44.189,97.290,-133.728
82957,-0.118,0.759,-0.167,43.213,92.163,-140.381
82965,-0.090,0.714,-0.281,43.152,86.792,-147.034
82974,-0.078,0.641,-0.364,44.556,79.651,-153.625
82983,-0.082,0.565,-0.473,47.119,71.899,-158.630
82992,-0.093,0.489,-0.547,47.607,62.378,-161.499
83001,-0.091,0.419,-0.602,47.791,50.659,-163.391
83009,-0.067,0.343,-0.663,49.683,39.307,-164.856
83018,-0.047,0.313,-0.715,53.101,29.358,-166.443
83027,-0.052,0.290,-0.790,55.298,22.156,-169.861
83036,-0.093,0.225,-0.900,52.246,16.602,-174.683
83045,-0.158,0.153,-1.018,43.396,10.193,-179.749
83053,-0.226,0.021,-1.159,33.203,2.930,-185.242
83062,-0.318,-0.145,-1.290,18.494,-6.836,-189.392
83070,-0.379,-0.310,-1.376,0.000,-23.743,-190.918
83079,-0.411,-0.495,-1.409,-15.381,-45.898,-189.148
83088,-0.438,-0.651,-1.394,-26.855,-70.313,-184.082
83097,-0.506,-0.768,-1.334,-35.278,-95.154,-176.208
83106,-0.557,-0.844,-1.230,-42.236,-119.751,-168.396
83115,-0.600,-0.907,-1.049,-49.316,-143.921,-161.438
83123,-0.642,-0.989,-0.830,-57.861,-165.100,-154.907
83132,-0.653,-1.084,-0.587,-67.627,-183.533,-146.362
83141,-0.713,-1.144,-0.260,-76.904,-201.660,-134.888
83150,-0.768,-1.220,0.119,-85.693,-217.468,-121.094
83159,-0.801,-1.292,0.533,-90.881,-227.112,-105.652
83167,-0.815,-1.310,0.930,-86.914,-229.614,-88.989
83176,-0.792,-1.366,1.223,-73.792,-226.807,-74.158
83185,-0.781,-1.416,1.457,-61.584,-218.750,-59.265
83194,-0.769,-1.440,1.668,-57.373,-208.374,-40.344
83202,-0.744,-1.456,1.840,-59.998,-196.960,-19.165
83211,-0.754,-1.496,2.049,-67.322,-183.899,4.150
83220,-0.725,-1.506,2.335,-75.684,-169.739,33.508
83229,-0.656,-1.347,2.684,-74.768,-153.015,62.683
83237,-0.542,-1.061,3.087,-53.101,-127.136,85.205
83246,-0.612,-0.880,2.830,-13.733,-95.032,97.290
83255,-0.220,-0.559,3.110,23.376,-37.903,97.229
83264,-0.506,-0.456,2.380,54.688,-66.467,98.022
83273,-0.386,-0.392,2.347,77.942,-70.251,86.853
83281,-0.297,-0.333,2.180,75.256,-33.813,76.843
83290,-0.325,-0.299,2.093,53.528,-25.269,76.355
83299,-0.325,-0.305,1.982,33.203,-22.949,75.989
83307,-0.304,-0.343,1.920,26.001,-17.090,69.763
83316,-0.353,-0.367,1.813,26.062,-16.846,63.538
83325,-0.322,-0.436,1.789,29.053,-16.479,60.303
83334,-0.305,-0.481,1.740,30.212,-17.090,57.495
83343,-0.293,-0.435,1.699,26.794,-12.512,60.242
83352,-0.310,-0.322,1.636,27.222,-5.005,63.599
83360,-0.274,-0.290,1.537,35.400,2.502,63.049
83369,-0.242,-0.271,1.349,40.527,2.502,57.556
83377,-0.220,-0.242,1.189,40.283,1.343,54.565
83386,-0.207,-0.224,1.087,34.424,1.160,52.490
83395,-0.189,-0.234,1.032,22.278,-0.671,50.476
83404,-0.165,-0.250,1.021,6.470,-3.662,49.377
83413,-0.163,-0.224,1.021,-5.920,-6.042,50.293
83421,-0.178,-0.160,1.002,-9.888,-9.399,50.110
83430,-0.165,-0.127,0.990,-7.263,-13.550,46.875
83439,-0.150,-0.102,0.968,-5.554,-16.541,43.091
83448,-0.136,-0.091,0.950,-7.874,-18.860,39.734
83457,-0.130,-0.075,0.967,-13.489,-20.325,37.292
83465,-0.143,-0.054,0.967,-21.179,-21.362,35.400
83474,-0.146,-0.048,1.005,-29.053,-22.400,33.936
83483,-0.156,-0.038,1.044,-33.447,-23.499,32.410
83492,-0.157,-0.028,1.063,-31.433,-23.804,30.334
83500,-0.159,-0.037,1.078,-26.184,-22.949,28.503
83509,-0.134,-0.036,1.186,-20.264,-20.874,28.015
83518,-0.161,-0.035,1.130,-11.841,-16.724,28.687
83527,-0.158,0.043,1.141,-20.630,-10.925,30.762
83535,-0.161,0.071,1.116,-25.452,-8.118,30.945
83544,-0.171,0.063,1.110,-25.696,-5.920,28.992
83553,-0.170,0.071,1.099,-25.146,-3.784,26.917
83562,-0.177,0.103,1.077,-22.583,-2.075,25.879
83571,-0.171,0.117,1.047,-17.517,-1.709,25.208
83579,-0.162,0.104,1.015,-13.062,-2.441,23.560
83588,-0.155,0.109,1.022,-12.085,-3.906,20.752
83597,-0.148,0.118,1.046,-12.207,-4.944,18.188
83606,-0.144,0.129,1.064,-12.512,-4.272,15.686
83614,-0.147,0.099,1.072,-12.085,-2.441,12.146
83623,-0.147,0.066,1.075,-11.414,-0.549,8.606
83632,-0.150,0.031,1.066,-10.742,1.343,5.676
83641,-0.155,0.018,1.065,-10.498,3.296,3.967
83650,-0.157,0.007,1.046,-10.315,5.127,2.869
83658,-0.163,-0.011,1.027,-10.132,6.592,1.831
83667,-0.170,-0.030,1.000,-10.071,7.996,0.549
84711,-0.406,0.164,2.170,-71.289,55.969,71.472
84720,-0.370,0.323,2.143,-61.340,68.970,76.416
84728,-0.455,0.347,2.136,-49.988,81.787,79.468
84737,-0.445,0.439,2.132,-44.556,92.529,78.918
84746,-0.465,0.499,2.082,-39.612,102.661,78.796
84754,-0.497,0.584,2.051,-35.034,114.075,80.811
84763,-0.517,0.654,2.021,-30.945,121.155,79.956
84772,-0.539,0.720,2.006,-23.071,127.930,78.369
84781,-0.548,0.824,1.995,-12.634,134.583,76.416
84790,-0.541,0.928,1.950,1.587,141.663,71.289
84798,-0.533,0.992,1.852,13.977,151.428,64.392
84807,-0.519,0.997,1.719,18.188,162.292,56.152
84816,-0.503,0.949,1.579,11.658,171.997,48.523
84825,-0.513,0.897,1.443,1.587,180.908,44.067
84833,-0.507,0.918,1.338,-6.836,187.134,41.992
84842,-0.494,0.934,1.226,-6.592,190.796,38.513
84851,-0.456,0.943,1.101,-0.854,193.237,33.447
84860,-0.410,1.010,0.964,5.920,194.885,29.480
84868,-0.351,1.065,0.810,12.939,196.045,25.879
84877,-0.293,1.140,0.647,19.348,196.655,21.973
84886,-0.242,1.220,0.489,24.414,196.350,16.785
84895,-0.166,1.325,0.315,28.381,194.946,9.399
84904,-0.123,1.407,0.149,32.898,191.162,-0.732
84912,-0.078,1.465,-0.016,32.654,184.204,-13.000
84921,-0.046,1.471,-0.151,24.963,174.194,-27.771
84930,-0.036,1.412,-0.267,13.550,161.621,-44.495
84939,-0.020,1.319,-0.344,4.395,145.569,-61.218
84947,-0.027,1.212,-0.390,2.319,128.845,-75.989
84956,-0.025,1.104,-0.405,7.568,113.098,-89.539
84965,-0.020,0.996,-0.415,14.526,97.961,-100.708
84974,-0.015,0.905,-0.405,17.822,85.266,-109.436
84983,-0.017,0.828,-0.415,18.127,75.378,-115.906
84991,-0.034,0.780,-0.449,17.151,67.566,-120.728
85000,-0.038,0.738,-0.505,15.015,60.059,-125.793
85009,-0.037,0.664,-0.587,10.315,53.406,-131.348
85017,-0.031,0.564,-0.682,3.357,46.692,-135.803
85026,-0.027,0.475,-0.755,-4.944,38.025,-138.855
85035,-0.010,0.384,-0.797,-12.817,26.428,-140.442
85044,0.023,0.285,-0.820,-17.700,13.733,-142.334
85053,0.066,0.194,-0.838,-17.822,1.953,-143.005
85062,0.091,0.139,-0.865,-14.526,-7.996,-142.273
85070,0.080,0.149,-0.921,-10.864,-16.724,-140.869
85079,0.036,0.169,-1.012,-9.399,-24.292,-140.137
85088,-0.015,0.156,-1.126,-11.597,-30.945,-141.479
85096,-0.072,0.123,-1.236,-18.250,-39.368,-143.494
85105,-0.145,0.094,-1.322,-29.175,-51.941,-143.982
85114,-0.235,0.087,-1.388,-40.833,-69.824,-144.653
85123,-0.353,0.055,-1.411,-44.189,-91.614,-149.597
85132,-0.490,-0.078,-1.421,-35.645,-117.615,-158.020
85140,-0.635,-0.327,-1.347,-22.644,-147.949,-167.847
85149,-0.760,-0.708,-1.187,-9.888,-179.871,-176.392
85158,-0.848,-1.178,-0.951,0.916,-204.407,-179.504
85167,-0.901,-1.640,-0.731,6.531,-218.628,-172.058
85175,-0.887,-1.868,-0.487,3.662,-225.281,-151.001
85184,-0.891,-1.791,-0.226,-7.690,-226.990,-121.155
85193,-0.936,-1.615,0.062,-26.245,-228.088,-94.238
85202,-0.972,-1.394,0.422,-51.819,-231.201,-73.853
85210,-0.924,-1.238,0.834,-77.759,-234.924,-59.021
85219,-0.861,-1.106,1.236,-98.877,-233.643,-47.729
85228,-0.790,-1.010,1.601,-106.689,-224.609,-36.804
85237,-0.676,-0.967,1.848,-95.520,-208.435,-28.320
85246,-0.706,-0.894,1.971,-70.435,-187.683,-20.630
85254,-0.784,-0.837,2.044,-42.847,-165.466,-13.855
85263,-0.817,-0.838,2.070,-21.362,-154.663,-10.742
85272,-0.797,-0.885,2.167,-8.911,-150.574,-9.583
85281,-0.782,-0.961,2.275,-4.761,-140.930,-5.432
85290,-0.856,-0.991,2.126,-8.362,-129.211,5.310
85298,-0.590,-0.855,2.473,-9.888,-91.370,14.648
85307,-0.761,-0.758,2.177,-10.193,-96.741,31.982
85316,-0.750,-0.635,2.206,7.751,-110.352,46.143
85324,-0.651,-0.404,2.131,31.921,-82.397,47.302
85333,-0.616,-0.351,1.927,56.274,-72.205,48.767
85342,-0.604,-0.256,1.747,65.674,-67.078,47.485
85351,-0.514,-0.244,1.607,62.134,-63.721,45.288
85360,-0.502,-0.283,1.547,46.814,-60.791,43.579
85368,-0.555,-0.323,1.592,23.010,-60.059,44.495
85377,-0.544,-0.351,1.744,1.160,-66.040,45.105
85386,-0.499,-0.372,1.896,-6.836,-64.880,46.509
85395,-0.505,-0.387,1.987,-4.333,-56.274,50.659
85403,-0.515,-0.385,2.025,0.549,-43.457,54.932
85412,-0.557,-0.347,1.877,5.188,-28.503,58.167
85421,-0.457,-0.355,1.912,10.071,-6.348,63.232
85430,-0.540,-0.275,1.723,14.404,4.089,61.768
85439,-0.504,-0.362,1.664,13.672,15.747,61.890
85447,-0.427,-0.350,1.544,1.526,25.208,65.430
85456,-0.456,-0.326,1.377,-12.512,33.813,69.275
85465,-0.460,-0.365,1.234,-25.818,39.429,71.106
85473,-0.389,-0.305,1.382,-37.231,37.231,73.608
85482,-0.440,-0.364,1.043,-30.212,35.461,80.017
85491,-0.343,-0.241,1.110,-38.208,31.189,86.182
85500,-0.353,-0.144,0.977,-35.156,20.264,93.750
85509,-0.287,-0.037,1.025,-33.386,17.883,96.924
85517,-0.310,0.039,1.036,-29.175,12.329,90.942
85526,-0.284,0.179,1.336,-20.996,8.606,85.205
85535,-0.286,0.052,0.871,-14.832,2.502,82.581
85544,-0.254,0.132,0.981,-23.560,7.568,74.158
85552,-0.263,0.134,1.002,-33.142,3.662,69.336
85561,-0.257,0.093,0.962,-37.415,2.258,62.134
85570,-0.187,0.039,0.983,-34.851,5.005,56.091
85579,-0.234,0.090,0.965,-32.776,4.089,49.744
85588,-0.205,0.142,0.990,-30.823,-0.488,51.941
85597,-0.182,0.190,1.042,-28.809,-2.136,52.795
85605,-0.198,0.224,1.076,-24.170,-3.601,48.645
85614,-0.171,0.245,1.122,-15.930,-2.319,43.701
85623,-0.173,0.250,1.140,-10.742,1.648,40.344
85631,-0.184,0.237,1.131,-8.972,5.737,35.889
85640,-0.183,0.224,1.108,-9.949,9.399,31.433
85649,-0.177,0.194,1.098,-13.733,11.475,27.283
85658,-0.180,0.153,1.094,-18.372,13.184,24.597
85666,-0.198,0.125,1.072,-19.104,13.733,22.278
85675,-0.176,0.121,1.076,-14.771,14.099,19.897
85684,-0.170,0.124,1.052,-9.338,13.916,18.433
85693,-0.166,0.124,1.033,-6.165,13.794,17.456
85701,-0.160,0.134,1.027,-4.883,12.634,16.663
85710,-0.152,0.144,1.032,-3.967,11.047,15.442
85719,-0.147,0.141,1.022,-1.709,10.620,13.367
85728,-0.149,0.136,1.007,0.061,10.498,11.536
85737,-0.145,0.113,0.993,0.427,10.071,9.583
85745,-0.146,0.107,0.987,-0.854,9.338,8.301
86692,-0.375,-0.451,2.025,-87.891,-26.978,61.890
86701,-0.428,-0.333,2.315,-88.257,-23.865,70.679
86710,-0.453,-0.254,2.564,-80.200,-14.343,75.989
86719,-0.532,-0.237,2.695,-68.665,0.427,80.261
86728,-0.481,-0.062,2.930,-57.922,28.015,83.191
86736,-0.547,-0.014,2.811,-42.542,51.392,89.539
86745,-0.602,0.109,2.691,-30.640,75.317,95.215
86754,-0.660,0.210,2.478,-22.949,98.450,100.281
86763,-0.691,0.343,2.271,-17.090,114.014,105.164
86772,-0.749,0.554,2.151,-16.541,121.704,109.009
86780,-0.715,0.761,2.121,-14.893,127.136,107.727
86789,-0.741,0.947,2.096,-18.066,127.563,103.760
86798,-0.729,1.086,2.106,-26.917,132.141,96.558
86806,-0.701,1.201,2.055,-32.837,140.198,86.487
86815,-0.665,1.286,1.964,-33.936,156.067,76.233
86824,-0.636,1.409,1.766,-32.227,172.058,67.688
86833,-0.589,1.542,1.580,-31.677,181.946,60.791
86842,-0.471,1.718,1.432,-30.212,195.007,49.927
86851,-0.381,1.872,1.167,-25.818,200.928,37.720
86859,-0.257,1.984,0.925,-19.897,202.820,22.949
86868,-0.139,2.028,0.694,-12.451,202.209,4.761
86876,-0.034,2.025,0.510,-4.272,196.838,-14.404
86885,0.002,1.999,0.335,8.423,189.941,-34.119
86894,-0.014,1.966,0.172,24.048,181.641,-53.101
86903,-0.072,1.875,0.069,39.063,169.434,-72.632
86912,-0.150,1.730,0.025,48.462,156.128,-92.224
86920,-0.225,1.509,0.018,52.612,145.264,-110.840
86929,-0.287,1.262,0.026,53.772,136.719,-126.282
86938,-0.323,1.027,0.022,56.213,129.761,-136.902
86947,-0.342,0.828,-0.020,63.416,125.183,-143.494
86955,-0.344,0.653,-0.108,75.928,122.986,-147.766
86964,-0.348,0.542,-0.226,86.914,122.192,-148.987
86973,-0.347,0.433,-0.392,93.872,123.291,-149.536
86982,-0.345,0.395,-0.499,94.727,124.695,-149.841
86991,-0.335,0.346,-0.637,88.745,122.009,-148.254
86999,-0.323,0.292,-0.754,76.721,113.403,-145.996
87008,-0.288,0.230,-0.857,59.326,99.854,-143.372
87017,-0.229,0.156,-0.933,37.720,82.153,-139.343
87026,-0.182,0.100,-0.949,14.709,65.002,-135.010
87035,-0.141,0.046,-0.946,-3.845,50.293,-131.348
87044,-0.107,-0.023,-0.939,-14.221,37.781,-129.211
87052,-0.066,-0.070,-0.943,-17.700,26.489,-127.991
87061,-0.063,-0.090,-0.917,-19.409,17.883,-127.563
87069,-0.050,-0.132,-0.959,-21.362,9.521,-126.587
87078,-0.052,-0.165,-0.971,-24.414,-1.953,-124.451
87087,-0.052,-0.199,-0.962,-28.687,-12.695,-123.169
87096,-0.067,-0.259,-0.975,-32.715,-24.902,-121.582
87105,-0.100,-0.345,-0.981,-36.194,-38.452,-118.774
87114,-0.154,-0.423,-1.005,-35.767,-52.917,-115.295
87122,-0.224,-0.514,-1.037,-28.564,-68.115,-113.098
87131,-0.292,-0.602,-1.079,-16.846,-84.534,-112.000
87139,-0.356,-0.679,-1.095,-1.404,-103.149,-110.168
87148,-0.400,-0.719,-1.071,13.733,-123.840,-107.727
87157,-0.430,-0.728,-0.987,23.254,-144.287,-105.347
87166,-0.430,-0.779,-0.907,24.780,-162.231,-104.431
87175,-0.421,-0.823,-0.774,15.320,-176.941,-103.455
87184,-0.451,-0.877,-0.667,1.160,-188.538,-100.952
87192,-0.498,-0.916,-0.542,-12.085,-194.031,-99.304
87201,-0.567,-0.999,-0.471,-23.560,-198.181,-97.534
87210,-0.616,-1.096,-0.312,-38.391,-204.407,-94.055
87219,-0.710,-1.190,-0.047,-60.425,-212.219,-86.487
87228,-0.811,-1.260,0.325,-88.806,-220.947,-73.669
87236,-0.941,-1.255,0.767,-112.671,-226.624,-59.448
87245,-1.067,-1.273,1.166,-124.146,-227.173,-48.584
87253,-1.133,-1.471,1.543,-126.770,-225.769,-40.710
87262,-1.194,-1.625,1.953,-128.906,-222.107,-29.236
87271,-1.232,-1.733,2.337,-125.244,-212.769,-10.437
87280,-1.189,-1.792,2.641,-109.558,-199.890,7.996
87289,-1.020,-1.752,3.002,-80.872,-164.429,21.606
87297,-1.083,-1.643,2.806,-62.744,-156.006,48.096
87306,-1.110,-1.477,2.854,-36.621,-149.475,69.885
87315,-1.005,-1.246,2.856,-24.109,-108.215,78.003
87324,-0.983,-1.082,2.798,-23.560,-87.646,92.590
87333,-0.929,-0.874,2.824,-27.649,-71.106,105.103
87342,-0.890,-0.720,2.777,-20.813,-55.969,113.525
87350,-0.800,-0.595,2.768,-3.723,-42.786,118.713
87359,-0.757,-0.485,2.659,20.569,-34.851,121.338
87367,-0.691,-0.332,2.501,47.852,-24.292,125.183
87376,-0.686,-0.146,2.261,66.345,-12.024,128.662
87385,-0.647,0.005,2.144,75.195,-13.550,128.479
87394,-0.565,0.348,2.175,83.069,-3.723,128.479
87403,-0.621,0.147,1.867,103.027,-4.822,119.385
87412,-0.477,0.309,1.778,88.013,-1.343,111.328
87420,-0.459,0.431,1.782,52.734,0.549,108.459
87429,-0.333,0.448,1.988,37.170,4.639,101.990
87438,-0.365,0.357,1.692,22.095,2.625,97.961
87447,-0.334,0.397,1.627,20.447,16.724,86.365
87456,-0.338,0.366,1.479,28.809,25.818,79.712
87464,-0.261,0.286,0.958,37.964,29.541,72.876
87473,-0.264,0.321,1.244,39.490,36.194,65.369
87481,-0.286,0.313,1.105,25.757,38.086,60.364
87490,-0.301,0.278,1.039,13.489,35.645,55.969
87499,-0.248,0.253,1.074,-0.305,34.058,50.903
87508,-0.227,0.281,1.077,-8.667,32.959,47.241
87517,-0.208,0.282,1.029,-10.071,32.715,41.443
87526,-0.193,0.261,0.968,-11.169,32.715,34.729
87534,-0.169,0.250,0.911,-13.977,31.128,29.053
87543,-0.152,0.235,0.883,-17.029,27.649,23.437
87552,-0.134,0.200,0.876,-18.616,23.560,17.517
87561,-0.118,0.153,0.868,-18.555,20.203,11.841
87570,-0.115,0.100,0.854,-20.264,18.433,7.202
87578,-0.108,0.045,0.852,-23.315,17.273,3.662
87587,-0.100,-0.004,0.873,-29.236,16.968,1.770
87596,-0.100,-0.051,0.889,-35.522,18.372,1.404
87604,-0.106,-0.073,0.890,-38.147,20.020,1.343
87613,-0.114,-0.087,0.887,-39.795,20.813,0.793
87622,-0.096,-0.114,0.887,-41.992,20.569,-0.488
87631,-0.094,-0.153,0.884,-42.725,19.409,-1.404
87640,-0.088,-0.177,0.893,-40.710,17.151,-1.587
87649,-0.098,-0.196,0.897,-36.865,14.771,-1.465
87657,-0.102,-0.229,0.901,-30.029,12.024,-1.587
87666,-0.091,-0.243,0.910,-23.010,9.705,-1.343
87674,-0.074,-0.261,0.911,-16.296,8.118,-0.671
87683,-0.058,-0.261,0.929,-11.719,7.690,0.916
87692,-0.051,-0.249,0.954,-7.202,8.911,2.869
87701,-0.041,-0.263,0.958,-1.160,12.268,3.479
87710,-0.056,-0.281,0.954,6.409,16.479,4.517
87718,-0.051,-0.271,0.980,14.893,19.531,6.470
87727,-0.077,-0.253,0.970,26.306,22.034,8.789
88631,-0.126,0.958,1.513,3.906,-36.499,-90.759
88639,-0.210,0.902,1.644,13.550,-26.489,-100.098
88648,-0.293,0.848,1.772,16.479,-22.461,-110.596
88657,-0.371,0.758,1.879,19.226,-20.081,-120.728
88666,-0.445,0.629,2.001,20.935,-16.113,-130.493
88674,-0.512,0.454,2.119,18.555,-12.329,-141.541
88683,-0.599,0.195,2.253,11.902,-10.559,-152.283
88692,-0.702,-0.072,2.396,5.981,-5.798,-160.339
88701,-0.800,-0.362,2.519,5.005,0.671,-164.673
88709,-0.913,-0.590,2.629,10.193,5.066,-166.382
88718,-1.012,-0.865,2.700,23.010,11.169,-169.189
88727,-1.134,-1.167,2.684,35.034,18.555,-172.485
88736,-1.250,-1.565,2.692,36.255,25.879,-173.950
88745,-1.289,-2.096,2.714,22.644,37.598,-165.100
88753,-1.437,-2.580,2.767,-0.305,51.880,-150.330
88762,-1.360,-2.892,2.804,-21.973,72.388,-126.038
88771,-1.330,-3.027,2.775,-27.344,92.102,-93.140
88780,-1.320,-2.917,2.646,-20.081,113.831,-57.861
88788,-1.272,-2.553,2.488,-2.075,130.310,-27.039
88797,-1.085,-2.171,2.320,27.954,146.179,-2.686
88806,-1.071,-1.869,2.023,54.138,169.739,7.629
88815,-1.050,-1.754,1.711,62.561,179.321,15.076
88823,-1.030,-1.711,1.452,52.673,188.293,23.499
88832,-1.026,-1.662,1.218,34.729,198.303,34.607
88841,-1.051,-1.589,0.952,22.156,207.275,47.668
88850,-1.059,-1.498,0.721,17.334,215.027,60.669
88859,-1.042,-1.401,0.488,18.616,216.309,71.594
88867,-1.005,-1.283,0.275,20.996,217.346,81.909
88876,-0.969,-1.154,0.082,19.836,221.008,91.125
88885,-0.896,-1.037,-0.094,16.785,221.436,101.563
88893,-0.866,-0.937,-0.289,12.756,207.581,113.037
88902,-0.822,-0.822,-0.458,8.972,193.604,121.216
88911,-0.760,-0.705,-0.585,9.277,184.692,127.563
88920,-0.680,-0.583,-0.698,12.268,176.636,133.118
88929,-0.598,-0.475,-0.797,15.991,165.588,136.841
88937,-0.523,-0.357,-0.893,20.569,151.245,140.198
88946,-0.440,-0.234,-0.996,25.085,135.498,141.968
88955,-0.361,-0.129,-1.088,25.757,118.530,142.029
88964,-0.278,-0.037,-1.145,23.682,101.135,140.930
88973,-0.199,0.027,-1.175,22.827,83.374,138.794
88982,-0.128,0.070,-1.189,23.865,65.186,135.864
88990,-0.070,0.129,-1.174,23.865,46.021,134.155
88999,-0.031,0.211,-1.140,24.353,26.855,132.080
89007,0.003,0.262,-1.094,25.879,7.935,127.930
89016,0.030,0.304,-1.026,27.161,-10.315,122.925
89025,0.051,0.334,-0.957,29.419,-28.381,117.798
89034,0.059,0.339,-0.896,32.532,-44.800,112.671
89043,0.063,0.340,-0.827,34.912,-59.753,108.154
89052,0.068,0.344,-0.774,37.720,-73.792,104.126
89060,0.080,0.376,-0.722,39.185,-86.670,100.586
89069,0.088,0.415,-0.677,40.527,-98.389,97.473
89078,0.103,0.455,-0.630,41.199,-109.680,94.238
89086,0.109,0.528,-0.557,39.490,-120.972,91.980
89095,0.112,0.600,-0.481,36.194,-131.165,89.111
89104,0.110,0.695,-0.375,33.081,-141.235,85.571
89113,0.106,0.784,-0.274,34.973,-150.513,79.956
89122,0.078,0.892,-0.173,41.382,-157.959,71.472
89131,0.041,0.967,-0.092,47.668,-164.246,60.181
89139,0.004,1.021,0.014,49.377,-172.119,48.157
89148,-0.011,1.076,0.166,47.119,-181.091,35.156
89157,-0.039,1.160,0.374,44.189,-188.599,21.790
89165,-0.050,1.241,0.598,37.109,-192.871,7.324
89174,-0.038,1.214,0.804,20.081,-191.833,-8.606
89183,-0.048,1.119,1.007,-5.310,-184.509,-21.851
89192,-0.095,1.009,1.150,-26.184,-171.570,-29.602
89201,-0.120,0.971,1.243,-33.447,-156.738,-32.532
89209,-0.215,1.001,1.312,-27.771,-147.888,-35.034
89218,-0.300,1.024,1.399,-16.235,-142.578,-38.574
89227,-0.356,1.019,1.488,-5.981,-140.137,-45.837
89236,-0.407,0.944,1.569,4.028,-139.526,-56.335
89244,-0.494,0.835,1.637,8.850,-137.146,-66.895
89253,-0.458,0.630,1.797,6.775,-135.742,-76.355
89262,-0.566,0.526,1.917,-0.244,-131.348,-81.848
89271,-0.738,0.359,2.068,-8.301,-116.333,-84.656
89279,-0.741,0.129,2.322,-13.245,-118.774,-91.614
89288,-0.747,-0.086,2.521,-12.573,-108.948,-91.980
89297,-0.741,-0.272,2.616,-8.118,-92.224,-88.501
89306,-0.730,-0.403,2.594,-0.610,-72.205,-82.642
89315,-0.709,-0.491,2.495,9.644,-51.086,-77.026
89324,-0.704,-0.544,2.339,18.127,-32.898,-71.411
89332,-0.683,-0.553,2.161,19.958,-19.226,-65.308
89341,-0.622,-0.580,2.012,14.221,-10.315,-59.998
89349,-0.552,-0.556,1.920,2.319,-5.371,-52.673
