millis,aX,aY,aZ,gX,gY,gZ
70372,-0.180,-0.070,0.784,12.207,6.775,22.461
70381,-0.180,-0.061,0.793,9.949,5.005,21.301
70390,-0.181,-0.049,0.818,7.874,2.869,20.325
70399,-0.182,-0.059,0.852,7.751,0.488,18.921
70408,-0.180,-0.058,0.878,8.301,-0.916,17.700
70416,-0.172,-0.051,0.904,8.667,-1.465,16.846
70425,-0.172,-0.047,0.923,7.324,-1.404,17.334
70434,-0.175,-0.029,0.950,4.150,-1.221,18.188
70443,-0.171,-0.023,0.969,2.991,-0.793,17.639
70452,-0.162,-0.007,0.987,2.075,-0.061,17.090
70460,-0.162,0.016,1.000,0.916,1.709,16.846
70469,-0.160,0.018,0.994,1.648,3.662,15.808
70478,-0.160,0.016,0.977,1.404,5.188,14.160
70487,-0.156,0.005,0.967,1.221,5.920,12.512
70495,-0.155,-0.001,0.963,1.099,6.348,11.719
72661,-0.415,-0.851,1.633,-27.222,-18.616,58.899
72670,-0.518,-0.810,1.790,-40.405,-25.574,75.073
72679,-0.578,-0.790,2.014,-36.499,-19.104,80.750
72688,-0.609,-0.714,2.299,-27.344,-10.498,84.167
72697,-0.639,-0.601,2.538,-15.503,-5.920,92.468
72705,-0.662,-0.529,2.746,-0.610,-3.357,101.501
72714,-0.679,-0.435,2.973,13.550,6.165,109.985
72723,-0.673,-0.299,3.131,31.006,29.663,117.981
72731,-0.722,-0.173,3.111,47.607,62.256,123.169
72740,-0.767,-0.034,3.039,48.340,92.834,128.296
72749,-0.798,0.122,2.922,37.964,114.380,132.874
72758,-0.817,0.280,2.781,28.687,127.075,137.390
72767,-0.795,0.440,2.649,27.893,136.902,139.282
72775,-0.777,0.580,2.447,36.194,146.790,139.832
72784,-0.727,0.750,2.295,47.546,159.058,135.498
72793,-0.662,0.877,2.104,57.922,166.138,130.310
72802,-0.597,0.982,1.901,63.049,167.053,124.939
72811,-0.551,1.064,1.712,67.871,166.809,117.310
72819,-0.500,1.192,1.614,72.693,165.649,107.361
72828,-0.413,1.258,1.548,73.975,161.316,95.154
72837,-0.356,1.295,1.503,69.580,156.982,82.397
72845,-0.326,1.324,1.456,66.162,152.832,70.129
72854,-0.282,1.326,1.360,67.810,149.414,55.664
72863,-0.246,1.295,1.256,63.904,146.729,40.955
72872,-0.228,1.287,1.178,45.898,143.738,29.419
72881,-0.228,1.243,1.055,22.522,143.433,19.165
72889,-0.250,1.148,0.960,-4.150,147.339,10.376
72898,-0.272,1.084,0.866,-30.884,154.297,2.014
72907,-0.293,1.022,0.748,-43.518,157.715,-6.470
72916,-0.305,0.976,0.612,-43.823,157.837,-16.541
72925,-0.291,0.962,0.478,-38.086,155.579,-28.137
72934,-0.262,0.937,0.336,-31.006,152.710,-39.490
72942,-0.238,0.883,0.184,-29.419,146.912,-48.279
72951,-0.227,0.812,0.031,-36.926,140.381,-56.396
72959,-0.203,0.726,-0.113,-47.668,135.193,-65.491
72968,-0.181,0.638,-0.218,-58.594,129.822,-74.036
72977,-0.168,0.585,-0.284,-68.909,117.920,-78.064
72986,-0.149,0.520,-0.383,-75.989,101.746,-80.261
72995,-0.118,0.438,-0.485,-83.130,83.679,-81.177
73003,-0.050,0.383,-0.598,-93.506,64.148,-80.750
73012,0.049,0.331,-0.688,-100.220,49.438,-81.360
73021,0.107,0.310,-0.788,-98.755,38.269,-81.543
73029,0.123,0.308,-0.909,-96.191,30.518,-81.787
73038,0.140,0.314,-1.003,-100.708,22.949,-81.238
73047,0.161,0.366,-1.040,-110.535,13.123,-81.116
73056,0.129,0.483,-0.991,-118.469,0.854,-83.679
73065,0.095,0.503,-0.944,-118.896,-14.099,-94.849
73074,0.083,0.414,-0.849,-118.347,-29.968,-110.413
73082,-0.033,0.243,-0.772,-119.568,-47.485,-121.399
73091,-0.052,0.060,-0.644,-121.216,-67.078,-128.967
73100,-0.080,-0.110,-0.532,-124.023,-85.754,-129.700
73108,-0.130,-0.237,-0.453,-122.437,-98.022,-125.671
73117,-0.161,-0.358,-0.434,-116.638,-109.802,-119.141
73126,-0.187,-0.436,-0.431,-107.361,-119.873,-115.234
73135,-0.226,-0.501,-0.429,-94.604,-126.465,-112.732
73144,-0.275,-0.646,-0.443,-81.787,-134.277,-110.901
73153,-0.317,-0.800,-0.402,-74.829,-144.043,-105.835
73161,-0.348,-0.919,-0.293,-71.411,-153.076,-98.267
73170,-0.346,-1.055,-0.174,-65.308,-159.302,-89.966
73179,-0.341,-1.155,-0.043,-56.458,-164.185,-78.613
73188,-0.348,-1.224,0.087,-44.739,-167.419,-66.406
73196,-0.345,-1.302,0.174,-30.212,-167.725,-56.274
73205,-0.374,-1.330,0.234,-18.677,-165.771,-47.791
73214,-0.423,-1.395,0.324,-15.259,-162.170,-40.466
73223,-0.454,-1.422,0.488,-22.461,-158.936,-32.837
73231,-0.487,-1.481,0.698,-35.828,-156.311,-23.376
73240,-0.531,-1.539,0.921,-48.523,-152.405,-12.268
73249,-0.570,-1.535,1.132,-50.537,-149.170,2.441
73258,-0.565,-1.504,1.241,-32.898,-148.254,15.991
73267,-0.521,-1.478,1.254,-4.761,-143.372,21.545
73275,-0.487,-1.435,1.234,13.672,-134.888,23.987
73284,-0.598,-1.391,1.268,9.949,-128.052,28.076
73293,-0.755,-1.355,1.550,-18.066,-127.930,34.119
73302,-0.854,-1.365,2.026,-51.819,-135.864,41.931
73310,-0.913,-1.566,2.540,-64.453,-139.832,47.485
73319,-0.963,-1.670,2.859,-51.697,-127.686,58.838
73328,-0.998,-1.605,2.945,-18.127,-105.164,77.759
73337,-1.008,-1.439,2.513,23.071,-82.214,92.590
73345,-0.706,-1.109,2.574,42.480,-43.274,104.553
73354,-0.948,-0.750,2.086,27.405,-55.847,127.502
73363,-0.866,-0.546,2.079,5.249,-46.082,134.277
73372,-0.819,-0.138,2.182,-22.888,-23.804,142.395
73381,-0.760,0.158,2.221,-33.447,-17.761,151.733
73390,-0.705,0.530,2.273,-22.095,-11.658,153.076
73398,-0.405,0.707,2.249,20.081,-2.869,141.418
73407,-0.544,0.696,2.439,68.054,17.029,116.699
73415,-0.479,1.017,2.078,10.681,17.517,122.742
73424,-0.471,1.073,2.234,-11.780,10.193,124.146
73433,-0.300,0.987,2.478,7.996,27.405,95.825
73442,-0.376,1.050,2.285,22.217,28.076,92.163
73451,-0.393,0.863,1.918,52.246,40.222,86.609
73459,-0.324,0.910,1.795,66.284,48.035,79.102
73468,-0.324,0.957,1.650,59.998,53.040,79.468
73477,-0.283,0.966,1.485,56.274,59.387,76.538
73486,-0.272,0.930,1.343,49.438,61.523,69.519
73495,-0.249,0.887,1.161,39.978,60.059,63.660
73504,-0.245,0.858,1.018,24.231,56.763,58.411
73512,-0.217,0.879,0.997,6.775,50.659,53.833
73521,-0.205,0.814,0.919,-6.775,43.091,49.988
73529,-0.198,0.747,0.872,-20.569,40.039,45.837
73538,-0.195,0.716,0.837,-33.203,37.659,43.396
73547,-0.199,0.713,0.828,-37.598,34.729,39.856
73556,-0.212,0.657,0.722,-31.982,31.433,33.630
73565,-0.177,0.612,0.709,-23.865,31.555,24.353
73573,-0.213,0.547,0.626,-18.188,22.156,20.325
73582,-0.204,0.509,0.636,-15.137,16.418,15.564
73591,-0.190,0.459,0.658,-12.146,13.794,8.972
73600,-0.195,0.379,0.664,-8.301,9.399,5.432
73609,-0.202,0.318,0.679,-3.601,4.639,3.296
73618,-0.202,0.280,0.737,0.793,0.427,1.526
73626,-0.187,0.230,0.802,4.272,-2.563,-0.427
73635,-0.190,0.177,0.829,6.714,-3.113,-2.014
73643,-0.195,0.143,0.848,7.568,-2.686,-2.136
73652,-0.187,0.113,0.853,7.324,-1.709,-2.563
73661,-0.175,0.099,0.852,5.493,-0.244,-2.747
73670,-0.166,0.091,0.845,1.404,1.343,-2.686
73679,-0.145,0.098,0.847,-4.395,2.441,-2.869
73687,-0.125,0.087,0.867,-9.338,2.563,-3.723
73696,-0.156,0.047,0.825,-12.817,0.427,-3.967
77002,-0.467,-0.682,1.858,4.883,15.930,-151.245
77011,-0.545,-0.982,1.916,-7.080,30.579,-151.245
77020,-0.627,-1.234,1.984,-19.165,45.959,-146.912
77029,-0.689,-1.429,2.026,-25.757,62.683,-138.916
77038,-0.734,-1.589,2.006,-24.292,78.064,-129.150
77046,-0.779,-1.703,1.967,-19.287,89.966,-118.042
77055,-0.794,-1.795,1.923,-11.169,100.464,-106.628
77064,-0.786,-1.858,1.849,0.488,109.558,-95.093
77072,-0.772,-1.908,1.744,13.062,117.615,-83.069
77081,-0.762,-1.948,1.622,21.545,124.634,-69.031
77090,-0.789,-1.967,1.448,21.851,130.920,-53.345
77099,-0.778,-1.936,1.469,16.602,133.484,-38.208
77108,-0.713,-1.937,1.438,11.169,138.611,-18.250
77116,-0.747,-1.884,1.363,11.902,153.015,-7.935
77125,-0.706,-1.833,1.292,21.667,156.250,2.197
77134,-0.679,-1.748,1.207,32.837,154.846,17.944
77143,-0.681,-1.613,1.101,35.461,153.503,32.532
77151,-0.647,-1.488,0.996,32.837,153.015,44.678
77160,-0.654,-1.391,0.900,26.123,156.738,53.406
77169,-0.642,-1.356,0.784,17.639,158.813,60.852
77178,-0.620,-1.338,0.721,9.460,160.522,69.702
77186,-0.608,-1.295,0.669,2.441,158.997,80.139
77195,-0.599,-1.226,0.613,1.038,154.053,90.271
77204,-0.604,-1.126,0.501,7.263,146.667,99.487
77213,-0.588,-1.007,0.359,16.113,140.503,106.934
77222,-0.541,-0.862,0.198,25.452,138.916,114.319
77230,-0.496,-0.704,0.026,31.189,138.245,121.277
77239,-0.440,-0.539,-0.133,31.677,134.644,127.075
77248,-0.383,-0.404,-0.308,27.771,128.784,130.981
77257,-0.312,-0.286,-0.469,17.944,120.605,133.057
77265,-0.246,-0.190,-0.604,6.042,108.337,133.423
77274,-0.183,-0.122,-0.714,-4.822,93.933,132.385
77283,-0.141,-0.084,-0.790,-14.587,80.017,130.310
77292,-0.095,-0.022,-0.825,-23.560,66.528,127.869
77300,-0.038,0.021,-0.822,-31.006,51.697,125.366
77309,-0.003,0.061,-0.784,-37.231,35.645,122.620
77318,0.046,0.115,-0.720,-41.931,19.836,120.239
77327,0.103,0.168,-0.646,-43.762,4.761,117.798
77336,0.122,0.216,-0.573,-44.128,-8.423,115.112
77344,0.158,0.262,-0.469,-42.664,-21.912,112.427
77353,0.174,0.306,-0.354,-35.278,-35.706,109.375
77362,0.208,0.367,-0.252,-23.743,-45.105,105.042
77371,0.236,0.424,-0.183,-11.536,-51.147,99.304
77379,0.250,0.453,-0.159,-0.977,-55.542,93.506
77388,0.243,0.492,-0.153,5.310,-59.265,88.379
77397,0.236,0.533,-0.146,6.653,-62.744,83.679
77406,0.242,0.564,-0.126,2.197,-67.444,78.674
77414,0.254,0.589,-0.087,-4.578,-71.716,73.669
77423,0.250,0.624,-0.028,-8.362,-75.989,69.214
77432,0.239,0.647,0.018,-6.714,-80.872,63.904
77441,0.228,0.670,0.054,-1.343,-85.449,57.434
77449,0.205,0.704,0.078,6.897,-89.478,51.208
77458,0.192,0.710,0.072,15.808,-92.590,43.884
77467,0.172,0.700,0.052,21.179,-95.581,36.133
77476,0.124,0.686,0.034,21.362,-100.525,29.663
77485,0.075,0.675,0.091,16.174,-107.544,23.376
77493,0.053,0.668,0.207,7.446,-114.990,17.029
77502,0.026,0.624,0.315,0.305,-123.291,12.329
77511,-0.019,0.628,0.448,-6.348,-127.197,7.812
77520,-0.054,0.619,0.571,-10.559,-128.601,3.540
77529,-0.071,0.579,0.657,-10.742,-129.089,-0.427
77537,-0.081,0.534,0.782,-7.019,-125.854,-3.662
77546,-0.086,0.538,0.854,-1.465,-119.507,-5.859
77555,-0.079,0.578,0.923,4.333,-112.427,-6.531
77564,-0.096,0.623,0.986,3.540,-107.727,-8.850
77572,-0.105,0.655,1.075,-3.967,-101.318,-11.047
77581,-0.108,0.652,1.125,-12.573,-95.825,-13.916
77590,-0.121,0.644,1.181,-18.799,-92.957,-18.433
77599,-0.135,0.638,1.256,-20.386,-90.820,-22.766
77608,-0.153,0.638,1.331,-17.090,-89.050,-27.283
77616,-0.180,0.653,1.416,-13.245,-88.013,-30.823
77625,-0.196,0.647,1.510,-8.789,-87.219,-35.400
77634,-0.225,0.643,1.573,-2.258,-84.717,-41.382
77642,-0.178,0.608,1.695,3.296,-81.909,-47.668
77651,-0.190,0.577,1.630,5.981,-78.552,-51.941
77660,-0.277,0.548,1.657,7.690,-72.510,-59.509
77669,-0.277,0.459,1.743,3.906,-78.369,-69.214
77678,-0.286,0.380,1.822,-0.671,-74.707,-71.106
77686,-0.308,0.328,1.862,-4.272,-67.749,-71.716
77695,-0.327,0.280,1.891,-5.554,-62.500,-73.181
77704,-0.342,0.227,1.902,-2.563,-57.251,-75.745
77713,-0.360,0.146,1.882,2.869,-52.002,-79.163
77721,-0.382,0.048,1.833,9.033,-47.791,-82.947
77730,-0.407,-0.061,1.788,12.085,-44.189,-85.510
77739,-0.414,-0.155,1.789,8.423,-42.114,-84.961
77748,-0.437,-0.259,1.773,3.296,-40.894,-82.825
77756,-0.130,-0.268,2.512,-1.221,-35.034,-81.665
77765,-0.540,-0.438,2.012,1.526,-56.763,-76.477
77774,-0.435,-0.617,1.859,24.353,-25.146,-78.308
77783,-0.489,-0.687,1.557,33.813,-23.682,-71.411
77792,-0.448,-0.718,1.602,24.719,-10.681,-65.735
77800,-0.452,-0.805,1.521,36.560,-6.653,-63.110
77809,-0.423,-0.863,1.487,40.222,-4.883,-57.007
77818,-0.412,-0.897,1.425,42.969,-0.671,-49.988
77827,-0.379,-0.904,1.362,47.729,3.418,-42.542
77835,-0.353,-0.864,1.308,47.241,7.324,-35.278
77844,-0.326,-0.830,1.248,42.053,11.475,-28.320
77853,-0.309,-0.780,1.184,31.799,16.541,-21.484
77862,-0.292,-0.746,1.122,20.691,21.484,-15.808
77870,-0.276,-0.704,1.066,10.193,24.658,-10.254
77879,-0.256,-0.683,1.015,1.892,26.978,-5.676
77888,-0.237,-0.650,0.978,-4.700,27.954,-1.526
77897,-0.232,-0.612,0.940,-8.606,28.687,3.296
77906,-0.217,-0.555,0.924,-9.705,28.137,7.690
77914,-0.200,-0.505,0.906,-8.240,27.100,11.658
77923,-0.180,-0.423,0.894,-4.883,26.367,15.076
77932,-0.175,-0.314,0.877,-0.854,26.306,17.639
77940,-0.170,-0.240,0.854,2.502,25.574,17.700
77949,-0.157,-0.204,0.829,2.991,24.475,15.625
77958,-0.146,-0.189,0.812,-0.061,22.583,13.794
77967,-0.143,-0.178,0.814,-5.615,21.118,13.123
77976,-0.142,-0.165,0.826,-9.766,19.653,12.451
77984,-0.135,-0.161,0.835,-10.315,17.883,11.597
77993,-0.138,-0.161,0.840,-9.338,16.296,10.803
78002,-0.136,-0.147,0.846,-7.446,14.465,10.376
78011,-0.140,-0.135,0.851,-4.639,12.573,9.827
78019,-0.140,-0.128,0.870,-3.052,10.254,9.094
78028,-0.143,-0.125,0.898,-1.953,8.179,8.850
78037,-0.133,-0.115,0.930,-0.610,6.531,8.362
78984,-0.399,-0.863,1.324,15.930,-24.231,16.479
78993,-0.438,-0.828,1.307,10.010,-20.386,26.733
79002,-0.424,-0.770,1.354,-7.751,-20.691,39.063
79011,-0.417,-0.711,1.430,-29.053,-22.339,49.438
79019,-0.446,-0.633,1.529,-47.241,-26.978,59.937
79028,-0.458,-0.556,1.643,-57.129,-30.029,68.176
79037,-0.445,-0.469,1.758,-57.251,-31.189,74.951
79045,-0.487,-0.377,1.867,-49.561,-30.029,81.604
79054,-0.432,-0.236,2.048,-42.175,-20.996,85.571
79063,-0.430,-0.100,2.192,-35.095,-13.611,91.797
79072,-0.433,-0.001,2.260,-24.048,-2.380,97.900
79081,-0.433,0.109,2.295,-15.564,16.235,101.868
79089,-0.451,0.243,2.278,-15.137,36.133,106.567
79098,-0.481,0.393,2.253,-22.339,57.861,109.802
79107,-0.500,0.548,2.250,-33.020,79.468,110.352
79115,-0.504,0.656,2.232,-40.222,99.731,107.361
79124,-0.499,0.716,2.194,-43.335,118.652,101.868
79133,-0.492,0.779,2.156,-41.626,137.695,95.398
79142,-0.493,0.850,2.071,-36.438,153.442,91.309
79151,-0.467,0.946,1.980,-28.259,165.710,86.975
79160,-0.442,1.025,1.861,-18.188,177.246,81.299
79168,-0.413,1.105,1.723,-10.498,186.768,76.172
79177,-0.370,1.211,1.587,-5.432,194.336,70.435
79186,-0.328,1.305,1.414,0.427,199.219,61.707
79194,-0.269,1.389,1.253,4.150,202.148,52.124
79203,-0.234,1.480,1.088,5.920,202.393,43.030
79212,-0.207,1.527,0.933,6.287,200.439,32.227
79221,-0.191,1.534,0.767,5.859,196.655,19.470
79230,-0.167,1.503,0.591,4.639,191.650,4.700
79239,-0.154,1.461,0.447,3.784,184.265,-8.606
79247,-0.160,1.419,0.321,2.441,175.171,-20.142
79256,-0.170,1.358,0.192,-0.244,164.795,-31.677
79265,-0.167,1.260,0.079,-2.258,152.893,-43.579
79274,-0.158,1.166,-0.018,-2.075,141.113,-53.955
79282,-0.144,1.094,-0.115,0.916,130.249,-62.744
79291,-0.113,1.049,-0.198,3.357,121.277,-71.411
79300,-0.083,0.997,-0.290,6.042,112.915,-80.383
79309,-0.076,0.943,-0.388,8.911,104.675,-88.928
79317,-0.052,0.880,-0.461,8.972,95.947,-96.619
79326,-0.023,0.810,-0.525,7.568,86.670,-104.065
79335,-0.013,0.729,-0.589,5.493,77.393,-110.840
79344,0.001,0.664,-0.643,1.099,67.749,-116.821
79352,0.004,0.625,-0.682,-4.211,56.580,-121.643
79361,0.010,0.567,-0.727,-9.583,43.213,-125.366
79370,-0.006,0.499,-0.754,-18.677,29.480,-128.235
79379,-0.031,0.412,-0.732,-31.067,14.343,-130.676
79388,-0.049,0.332,-0.670,-43.884,-0.366,-132.263
79396,-0.072,0.252,-0.596,-53.345,-12.817,-133.118
79405,-0.101,0.163,-0.544,-57.068,-23.804,-133.972
79414,-0.126,0.106,-0.486,-57.800,-34.058,-134.216
79423,-0.166,0.055,-0.436,-55.481,-41.504,-135.254
79431,-0.203,-0.046,-0.456,-51.086,-48.035,-135.376
79440,-0.237,-0.148,-0.474,-49.805,-55.542,-135.071
79449,-0.267,-0.254,-0.494,-50.354,-64.270,-132.568
79458,-0.298,-0.342,-0.492,-50.537,-74.463,-128.723
79467,-0.301,-0.418,-0.481,-50.415,-84.045,-124.817
79475,-0.320,-0.503,-0.467,-51.636,-93.933,-120.300
79484,-0.355,-0.615,-0.422,-54.260,-104.675,-114.197
79493,-0.381,-0.681,-0.339,-54.993,-116.943,-106.750
79502,-0.412,-0.705,-0.183,-52.307,-130.005,-99.854
79510,-0.442,-0.743,-0.023,-47.852,-143.250,-93.323
79519,-0.458,-0.783,0.201,-44.922,-154.480,-87.097
79528,-0.430,-0.895,0.471,-39.490,-160.950,-81.482
79537,-0.425,-0.981,0.668,-28.503,-159.180,-74.219
79545,-0.428,-1.059,0.763,-14.404,-150.696,-67.871
79554,-0.497,-1.134,0.809,-5.493,-140.503,-61.890
79563,-0.576,-1.239,0.845,-6.897,-133.484,-54.565
79572,-0.617,-1.391,0.938,-16.602,-131.042,-46.814
79580,-0.666,-1.566,1.042,-27.222,-129.272,-35.156
79589,-0.682,-1.734,1.190,-33.325,-126.953,-18.127
79598,-0.654,-1.793,1.339,-33.875,-122.681,4.089
79607,-0.607,-1.730,1.523,-28.809,-114.624,28.015
79616,-0.606,-1.470,1.678,-16.541,-105.652,52.246
79624,-0.577,-1.176,1.729,0.854,-99.121,67.383
79633,-0.538,-0.984,1.697,15.076,-94.910,70.557
79642,-0.568,-0.967,1.612,15.686,-89.050,71.533
79651,-0.368,-0.924,1.724,-7.507,-70.740,72.693
79659,-0.414,-0.932,1.754,-43.030,-78.125,82.764
79668,-0.407,-0.848,2.000,-61.646,-77.087,95.764
79677,-0.409,-0.728,2.143,-59.387,-66.345,103.577
79686,-0.392,-0.556,2.258,-39.795,-62.378,111.816
79695,-0.359,-0.376,2.323,-14.587,-57.251,114.563
79703,-0.305,-0.260,2.284,7.874,-52.429,114.014
79712,-0.278,-0.139,2.218,19.409,-43.335,113.098
79721,-0.268,-0.023,2.137,22.156,-34.851,113.037
79730,-0.229,0.094,2.071,19.287,-28.992,112.183
79739,-0.219,0.213,2.004,15.198,-19.165,112.610
79747,-0.204,0.299,1.914,14.343,-10.925,110.168
79756,-0.149,0.361,1.876,16.602,-4.944,105.591
79765,-0.164,0.471,1.667,17.212,-0.366,102.234
79773,-0.195,0.511,1.524,17.456,3.357,96.863
79782,-0.167,0.567,1.483,14.465,-2.686,90.088
79791,-0.160,0.613,1.429,11.658,-2.014,85.144
79800,-0.164,0.650,1.379,10.193,-1.160,80.078
79809,-0.159,0.685,1.314,11.414,-0.549,73.669
79817,-0.156,0.688,1.225,12.268,0.854,66.772
79826,-0.157,0.669,1.143,9.460,2.380,59.937
79835,-0.154,0.648,1.100,4.517,2.502,53.955
79844,-0.149,0.631,1.060,1.038,2.747,48.523
79852,-0.155,0.604,1.000,1.221,4.028,43.030
79861,-0.157,0.584,0.941,1.526,4.517,37.781
79870,-0.159,0.566,0.910,-1.099,3.540,33.386
79879,-0.157,0.542,0.916,-4.700,1.343,28.809
79887,-0.161,0.499,0.939,-6.348,-0.427,24.292
79896,-0.177,0.446,0.948,-5.493,-1.221,20.020
79905,-0.189,0.400,0.952,-3.418,-1.526,16.174
79914,-0.190,0.353,0.960,-1.465,-1.892,12.390
79922,-0.189,0.282,0.967,-1.160,-1.770,9.338
79931,-0.197,0.238,0.998,-4.333,-1.160,8.606
79940,-0.210,0.181,1.016,-5.493,0.183,8.850
79949,-0.211,0.173,1.047,-4.333,2.869,8.606
79958,-0.206,0.156,1.052,-5.249,5.554,8.423
79966,-0.201,0.146,1.034,-2.136,7.751,8.362
79975,-0.190,0.145,1.008,0.427,8.972,7.690
79984,-0.176,0.147,0.994,0.732,9.277,6.470
79993,-0.161,0.143,0.985,1.953,8.057,5.005
80002,-0.152,0.133,0.973,2.869,5.981,3.540
80010,-0.148,0.122,0.958,2.075,4.333,2.136
80019,-0.142,0.097,0.965,1.343,1.892,0.732
80914,-0.259,-0.350,2.021,-39.978,-1.770,47.119
80923,-0.293,-0.333,2.091,-35.034,8.850,49.927
80931,-0.334,-0.318,2.113,-30.640,22.217,53.345
80940,-0.357,-0.271,2.116,-28.564,36.682,57.617
80948,-0.385,-0.225,2.090,-27.954,51.392,61.890
80957,-0.412,-0.182,2.031,-27.710,66.528,65.918
80966,-0.443,-0.135,1.959,-28.259,80.139,69.885
80975,-0.468,-0.072,1.889,-29.053,91.797,74.402
80984,-0.481,0.023,1.825,-28.381,100.769,78.735
80993,-0.482,0.118,1.760,-25.391,108.215,81.848
81001,-0.479,0.223,1.690,-21.362,114.868,83.679
81010,-0.474,0.310,1.623,-18.311,120.056,84.473
81018,-0.456,0.395,1.552,-15.747,124.634,84.778
81027,-0.424,0.483,1.483,-14.709,129.211,84.656
81036,-0.368,0.571,1.411,-14.587,132.996,84.595
81045,-0.315,0.666,1.329,-13.489,136.719,84.839
81054,-0.246,0.794,1.213,-11.719,139.282,84.351
81063,-0.190,0.900,1.102,-9.033,140.991,82.886
81071,-0.167,1.030,0.986,-6.714,141.846,81.909
81080,-0.136,1.219,0.909,-8.057,139.832,77.881
81089,-0.110,1.435,0.887,-12.939,136.108,67.993
81098,-0.047,1.535,0.869,-20.447,132.874,48.279
81107,-0.016,1.531,0.836,-32.410,131.653,26.489
81115,-0.000,1.499,0.806,-46.570,132.812,8.118
81124,-0.004,1.444,0.767,-53.650,133.789,-7.019
81133,-0.012,1.389,0.713,-50.964,133.972,-20.203
81142,-0.018,1.340,0.639,-42.664,132.996,-31.982
81150,-0.059,1.289,0.542,-30.273,130.432,-42.908
81159,-0.063,1.215,0.441,-19.165,126.648,-53.589
81168,-0.079,1.146,0.339,-11.963,121.582,-63.660
81176,-0.089,1.090,0.250,-9.155,115.234,-72.571
81185,-0.097,1.042,0.174,-9.888,108.337,-81.726
81194,-0.100,0.991,0.102,-11.230,101.440,-91.797
81203,-0.098,0.903,0.019,-11.902,94.971,-102.112
81212,-0.091,0.809,-0.054,-13.733,89.661,-111.084
81221,-0.077,0.739,-0.123,-15.686,82.397,-117.249
81229,-0.065,0.688,-0.183,-14.771,75.439,-122.498
81238,-0.086,0.617,-0.288,-11.963,67.261,-126.526
81246,-0.087,0.553,-0.390,-13.672,58.289,-130.615
81255,-0.089,0.478,-0.458,-18.921,46.631,-134.399
81264,-0.060,0.403,-0.514,-24.231,33.508,-137.329
81273,-0.020,0.330,-0.555,-26.001,20.447,-139.099
81282,0.005,0.283,-0.601,-22.644,8.728,-139.648
81290,0.026,0.251,-0.664,-17.212,-1.709,-140.564
81299,0.015,0.205,-0.730,-12.817,-11.353,-142.334
81308,-0.014,0.121,-0.795,-12.817,-20.935,-144.226
81317,-0.054,0.034,-0.827,-19.897,-30.151,-144.714
81326,-0.097,-0.049,-0.825,-33.936,-39.673,-143.127
81335,-0.140,-0.132,-0.798,-51.758,-49.866,-140.808
81343,-0.180,-0.198,-0.762,-68.726,-60.059,-137.329
81352,-0.239,-0.289,-0.721,-81.177,-70.435,-133.301
81361,-0.307,-0.377,-0.674,-88.135,-81.848,-127.930
81370,-0.372,-0.415,-0.531,-91.187,-95.825,-121.399
81379,-0.428,-0.470,-0.422,-86.426,-111.572,-114.929
81387,-0.477,-0.478,-0.280,-75.012,-123.718,-112.061
81396,-0.504,-0.537,-0.179,-58.594,-135.925,-112.671
81405,-0.536,-0.675,-0.145,-44.250,-144.104,-118.286
81414,-0.587,-0.943,-0.151,-39.429,-147.339,-121.643
81422,-0.602,-1.236,-0.069,-49.316,-150.879,-117.798
81431,-0.646,-1.440,0.091,-67.322,-155.884,-103.577
81439,-0.682,-1.563,0.338,-81.848,-164.124,-83.252
81448,-0.669,-1.593,0.586,-85.327,-172.424,-62.073
81457,-0.681,-1.580,0.789,-74.463,-176.514,-42.908
81466,-0.691,-1.517,0.899,-54.443,-175.415,-25.757
81475,-0.699,-1.451,0.963,-37.537,-170.837,-11.902
81484,-0.680,-1.480,1.076,-34.912,-167.908,-1.038
81492,-0.679,-1.405,1.390,-50.598,-168.274,15.808
81501,-0.681,-1.297,1.732,-66.406,-167.236,36.316
81510,-0.640,-1.214,2.055,-69.824,-161.011,52.795
81518,-0.647,-1.055,2.302,-59.631,-148.865,67.688
81527,-0.627,-0.926,2.381,-35.950,-134.094,79.041
81536,-0.612,-0.805,2.345,-10.559,-119.324,84.290
81545,-0.755,-0.812,2.084,7.446,-102.600,91.919
81554,-0.530,-0.523,2.452,6.714,-82.092,96.436
81562,-0.598,-0.450,2.484,1.526,-101.074,106.018
81571,-0.528,-0.344,2.645,3.052,-90.393,105.713
81580,-0.520,-0.268,2.718,8.179,-72.510,106.506
81589,-0.512,-0.208,2.685,20.325,-53.711,109.497
81598,-0.497,-0.154,2.546,37.231,-32.959,110.291
81606,-0.469,-0.077,2.337,57.983,-16.785,110.046
81615,-0.422,-0.001,2.109,76.477,-5.005,108.765
81624,-0.379,0.082,1.919,86.487,1.587,107.727
81633,-0.326,0.155,1.770,88.318,3.784,105.835
81642,-0.314,0.190,1.630,85.144,6.042,102.783
81650,-0.313,0.212,1.517,78.308,7.690,99.487
81659,-0.294,0.186,1.391,67.810,10.620,96.558
81668,-0.300,0.160,1.325,51.575,12.024,96.069
81677,-0.257,0.137,1.377,32.715,10.559,96.008
81685,-0.294,0.192,1.430,17.700,10.925,95.886
81694,-0.342,0.176,1.481,10.803,16.968,96.069
81703,-0.339,0.288,1.547,9.705,17.212,94.604
81711,-0.293,0.153,1.475,14.465,24.902,93.079
81720,-0.291,0.361,1.537,10.681,33.508,94.727
