aX,aY,aZ,gX,gY,gZ,millis
-0.593,-1.471,1.132,42.358,45.471,86.121,17428.0
-0.469,-1.176,1.003,50.232,44.373,111.572,17437.0
-0.333,-0.882,0.906,58.594,37.659,131.714,17445.0
-0.192,-0.58,0.846,65.918,26.672,147.4,17454.0
-0.075,-0.251,0.846,70.374,14.343,158.813,17463.0
0.05,0.093,0.891,73.425,3.906,169.006,17472.0
0.187,0.493,0.9,76.843,-2.441,179.871,17481.0
0.323,0.947,0.889,82.581,-10.193,187.073,17489.0
0.48,1.333,0.851,90.21,-17.517,186.523,17498.0
0.656,1.625,0.819,95.825,-22.095,176.941,17507.0
0.815,1.861,0.801,96.313,-23.865,160.889,17516.0
0.929,2.046,0.801,92.896,-23.01,138.977,17525.0
0.986,2.13,0.73,90.271,-23.437,115.784,17533.0
1.004,2.274,0.527,81.726,-25.452,94.543,17542.0
1.073,2.348,0.443,62.988,-26.367,72.754,17551.0
1.129,2.295,0.465,41.321,-29.48,42.847,17560.0
1.07,2.182,0.448,25.085,-31.067,4.211,17569.0
1.0,1.994,0.43,12.756,-27.954,-34.18,17577.0
0.919,1.791,0.407,-2.014,-22.705,-69.092,17586.0
0.84,1.602,0.401,-17.822,-15.747,-100.525,17594.0
0.732,1.369,0.443,-30.151,-13.794,-129.028,17603.0
0.601,1.088,0.521,-38.147,-16.907,-153.87,17612.0
0.467,0.783,0.644,-44.312,-21.423,-172.119,17621.0
0.327,0.499,0.815,-48.889,-24.963,-184.448,17630.0
0.155,0.192,1.002,-50.537,-29.907,-193.787,17638.0
-0.05,-0.14,1.208,-51.819,-33.997,-200.195,17647.0
-0.299,-0.482,1.439,-56.702,-32.959,-203.918,17656.0
-0.533,-0.819,1.676,-64.514,-25.879,-203.369,17665.0
-0.741,-1.155,1.86,-69.885,-13.0,-197.205,17674.0
-0.863,-1.487,1.941,-70.19,3.296,-184.692,17682.0
-0.905,-1.717,1.949,-65.125,20.935,-166.443,17691.0
-0.975,-1.953,1.853,-56.274,34.302,-143.066,17700.0
-0.96,-2.245,1.583,-11.536,39.551,-74.768,18752.0
-0.886,-2.23,1.415,5.737,42.847,-28.564,18761.0
-0.838,-2.155,1.246,17.212,45.105,16.052,18770.0
-0.759,-2.033,1.062,30.945,46.082,59.387,18779.0
-0.668,-1.838,0.91,38.635,45.349,99.487,18787.0
-0.58,-1.552,0.789,41.077,40.771,134.338,18796.0
-0.475,-1.213,0.714,42.725,32.227,164.673,18805.0
-0.347,-0.851,0.699,45.288,19.226,188.416,18814.0
-0.197,-0.484,0.744,50.354,3.357,206.116,18823.0
-0.053,-0.129,0.819,58.044,-12.146,218.75,18831.0
0.081,0.212,0.914,65.979,-25.94,226.929,18840.0
0.198,0.542,1.003,72.571,-34.973,229.065,18848.0
0.295,0.858,1.083,77.942,-37.842,223.755,18857.0
0.397,1.171,1.174,82.275,-37.903,213.562,18866.0
0.478,1.405,1.19,89.6,-37.781,198.425,18875.0
0.552,1.559,1.139,97.778,-35.156,178.467,18884.0
0.605,1.703,1.063,98.694,-30.212,154.114,18892.0
0.632,1.819,1.017,91.98,-26.489,129.395,18901.0
0.633,1.854,0.891,83.13,-24.292,104.675,18910.0
0.664,2.01,0.804,67.993,-22.766,79.773,18919.0
0.694,2.094,0.833,52.063,-26.367,51.819,18927.0
0.686,2.045,0.873,42.48,-30.64,19.226,18936.0
0.654,1.948,0.875,35.645,-30.579,-11.658,18945.0
0.621,1.849,0.855,26.001,-23.499,-38.452,18954.0
0.566,1.74,0.82,13.977,-9.888,-64.941,18962.0
0.498,1.567,0.779,2.014,1.648,-90.21,18971.0
0.456,1.359,0.713,-10.01,12.817,-112.549,18980.0
0.388,1.158,0.676,-26.55,20.02,-130.737,18989.0
0.332,0.944,0.68,-42.542,23.132,-145.508,18998.0
0.27,0.687,0.721,-54.016,22.461,-156.25,19006.0
0.208,0.41,0.767,-60.059,18.616,-162.781,19015.0
0.143,0.149,0.824,-61.584,12.512,-165.039,19024.0
0.067,-0.153,0.967,-56.091,4.517,-166.138,19033.0
-0.041,-0.505,1.047,-45.776,-6.348,-165.771,19042.0
-0.158,-0.87,1.158,-37.598,-14.465,-164.673,19050.0
-0.303,-1.199,1.272,-35.278,-18.677,-161.682,19059.0
-0.473,-1.474,1.407,-34.912,-18.555,-156.677,19068.0
-0.602,-1.697,1.504,-31.067,-14.282,-148.743,19077.0
-0.73,-2.053,1.605,-26.245,-3.845,-136.536,19086.0
-0.844,-2.288,1.551,-10.132,7.874,-119.08,19094.0
-0.847,-2.4,1.419,11.353,17.273,-89.05,19103.0
-0.847,-2.397,1.308,23.071,22.827,-54.138,19111.0
-0.813,-2.357,1.158,38.33,23.193,-18.25,19120.0
-0.745,-2.281,1.025,57.434,20.447,17.822,19129.0
-0.697,-2.119,0.89,72.144,15.747,54.321,19138.0
-0.613,-1.892,0.731,82.336,12.268,88.379,19147.0
-0.534,-1.609,0.597,85.327,5.859,115.356,19155.0
-0.471,-1.306,0.506,82.275,-4.15,133.545,19164.0
-0.408,-1.03,0.47,74.585,-17.761,145.325,19173.0
-0.339,-0.796,0.537,63.049,-33.936,154.419,19182.0
-0.272,-0.548,0.736,49.622,-49.805,164.551,19191.0
-0.231,-0.197,0.921,43.762,-64.331,180.115,19199.0
-0.179,0.227,1.006,50.354,-75.134,197.693,19208.0
-0.057,0.634,1.028,60.852,-82.703,208.618,19217.0
0.052,1.034,1.053,62.805,-89.844,206.909,19226.0
0.157,1.38,1.122,52.246,-92.957,191.528,19235.0
0.264,1.64,1.219,36.194,-88.257,166.077,19243.0
0.384,1.822,1.327,20.935,-77.271,136.108,19252.0
0.461,1.892,1.4,13.062,-63.477,105.957,19261.0
0.548,2.04,1.327,10.132,-49.377,78.796,19270.0
0.625,2.194,1.267,3.967,-37.476,53.467,19279.0
0.685,2.214,1.266,2.441,-30.457,24.719,19287.0
0.717,2.146,1.232,6.653,-25.33,-4.578,19296.0
0.732,2.029,1.186,9.644,-17.639,-31.067,19305.0
0.74,1.922,1.155,6.226,-6.836,-57.739,19314.0
0.649,1.786,1.053,-0.122,1.038,-85.938,19322.0
0.597,1.57,1.028,-4.639,12.939,-116.699,19331.0
0.491,1.302,0.995,-8.972,21.729,-145.813,19340.0
0.361,1.005,0.993,-13.855,27.588,-171.082,19349.0
0.234,0.707,0.996,-19.104,32.654,-191.04,19357.0
0.068,0.431,1.003,-22.827,34.119,-206.909,19366.0
-0.146,0.156,1.048,-24.902,32.776,-219.421,19375.0
-0.355,-0.177,1.104,-22.827,31.006,-226.99,19384.0
-0.531,-0.566,1.186,-20.264,30.273,-229.553,19393.0
-0.693,-0.949,1.261,-22.034,30.334,-226.013,19401.0
-0.807,-1.301,1.331,-26.367,37.354,-216.309,19410.0
-0.899,-1.61,1.359,-29.968,46.814,-200.806,19418.0
-0.988,-1.85,1.356,-27.832,54.382,-180.603,19427.0
-1.061,-2.098,1.223,-21.362,60.913,-154.907,19436.0
-1.026,-2.289,1.156,-16.479,67.627,-124.695,19445.0
-0.983,-2.397,1.022,-4.639,66.345,-89.722,19454.0
-0.882,-2.4,0.927,0.366,62.927,-50.659,19462.0
-0.814,-2.344,0.858,0.671,55.298,-15.564,19471.0
-0.763,-2.261,0.798,4.15,46.143,14.832,19480.0
-0.722,-2.145,0.775,5.554,37.903,44.434,19489.0
-0.681,-1.983,0.758,4.395,33.203,74.036,19498.0
-0.636,-1.725,0.729,2.625,30.029,103.943,19506.0
-0.558,-1.401,0.696,3.296,25.33,132.812,19515.0
-0.442,-1.087,0.669,8.911,17.822,157.288,19524.0
-0.323,-0.828,0.698,14.832,7.446,176.147,19533.0
-0.23,-0.554,0.762,18.494,-5.31,191.589,19541.0
-0.154,-0.254,0.798,22.827,-18.25,204.163,19550.0
-0.078,0.067,0.848,27.466,-30.334,210.937,19559.0
0.0,0.391,0.915,29.846,-42.786,210.144,19568.0
0.071,0.681,1.049,28.809,-52.185,200.684,19576.0
0.112,0.921,1.188,24.719,-59.998,185.303,19585.0
0.11,1.14,1.315,19.592,-60.852,167.542,19594.0
0.152,1.311,1.387,18.494,-50.659,151.794,19603.0
0.255,1.454,1.387,20.508,-34.546,137.39,19612.0
0.345,1.584,1.374,22.034,-18.86,121.277,19620.0
0.408,1.643,1.27,24.109,-6.531,103.027,19629.0
0.482,1.757,1.136,21.362,4.517,83.557,19638.0
0.556,1.819,1.061,14.099,14.038,61.951,19647.0
0.601,1.809,1.002,8.545,19.775,36.804,19656.0
0.631,1.748,0.934,5.676,23.376,11.047,19664.0
0.612,1.686,0.811,0.488,24.963,-12.085,19673.0
0.64,1.606,0.762,-7.874,31.372,-35.339,19682.0
0.642,1.488,0.729,-16.479,34.607,-59.692,19690.0
0.631,1.333,0.714,-23.499,34.973,-84.839,19699.0
0.582,1.156,0.722,-29.541,34.546,-108.826,19708.0
0.51,0.962,0.746,-34.18,33.386,-130.31,19717.0
0.451,0.762,0.774,-36.133,31.677,-148.376,19725.0
0.379,0.564,0.817,-35.95,27.466,-163.757,19734.0
0.297,0.326,0.88,-33.936,21.423,-177.612,19743.0
0.185,0.069,0.961,-31.86,14.893,-190.063,19752.0
0.035,-0.195,1.05,-31.128,10.376,-199.646,19761.0
-0.142,-0.444,1.13,-30.396,9.216,-205.139,19769.0
-0.327,-0.673,1.191,-30.029,10.193,-205.75,19778.0
-0.501,-0.914,1.245,-29.236,11.78,-202.209,19787.0
-0.759,-1.438,1.366,-22.583,17.09,-185.425,20760.0
-0.848,-1.778,1.367,-20.264,23.621,-169.617,20769.0
-0.93,-2.025,1.413,-15.686,32.593,-148.926,20778.0
-1.014,-2.159,1.317,0.854,37.048,-119.995,20787.0
-1.023,-2.254,1.193,12.39,43.274,-83.74,20795.0
-1.022,-2.277,1.083,16.602,46.143,-46.265,20804.0
-0.971,-2.224,0.951,20.63,47.424,-7.874,20813.0
-0.876,-2.117,0.825,23.804,46.753,29.785,20822.0
-0.772,-1.933,0.705,23.56,44.067,65.491,20830.0
-0.658,-1.694,0.605,20.081,39.246,98.328,20839.0
-0.522,-1.426,0.547,16.785,31.494,127.197,20848.0
-0.406,-1.141,0.518,17.029,20.264,152.161,20857.0
-0.284,-0.879,0.534,18.433,4.883,171.753,20866.0
-0.191,-0.593,0.627,19.348,-14.038,187.012,20874.0
-0.11,-0.27,0.738,22.156,-34.546,200.562,20883.0
-0.017,0.063,0.864,28.748,-51.819,209.9,20892.0
0.08,0.37,0.987,36.316,-66.589,212.036,20901.0
0.157,0.635,1.112,41.626,-76.782,205.078,20910.0
0.206,0.872,1.229,42.053,-79.712,191.895,20918.0
0.255,1.098,1.316,38.086,-74.463,175.659,20927.0
0.342,1.313,1.358,31.494,-61.462,157.471,20935.0
0.43,1.488,1.36,24.109,-44.861,136.719,20944.0
0.507,1.61,1.355,18.005,-28.931,113.281,20953.0
0.563,1.667,1.313,15.198,-15.015,89.783,20962.0
0.608,1.703,1.184,13.672,-2.502,67.749,20971.0
0.686,1.784,1.074,9.094,8.85,47.607,20980.0
0.732,1.813,0.961,5.737,13.184,24.841,20988.0
0.761,1.753,0.877,3.845,13.916,-3.052,20997.0
0.776,1.609,0.791,-0.488,21.484,-33.02,21006.0
0.751,1.458,0.719,-10.254,27.771,-62.073,21015.0
0.719,1.289,0.674,-21.667,35.95,-88.806,21024.0
0.668,1.093,0.637,-31.372,40.405,-112.549,21032.0
0.605,0.879,0.611,-37.17,41.565,-132.996,21041.0
0.529,0.667,0.608,-39.978,39.001,-150.33,21050.0
0.448,0.444,0.625,-40.71,32.593,-164.246,21059.0
0.326,0.213,0.67,-40.833,22.888,-175.659,21067.0
0.177,-0.019,0.735,-41.321,13.489,-184.143,21076.0
-0.015,-0.227,0.825,-43.152,4.639,-189.697,21085.0
-0.239,-0.433,0.956,-43.213,-5.005,-192.749,21094.0
-0.448,-0.691,1.123,-39.612,-15.503,-192.871,21103.0
-0.614,-0.994,1.288,-34.18,-22.644,-189.148,21111.0
-0.715,-1.291,1.446,-29.114,-21.362,-180.847,21120.0
-0.796,-1.528,1.512,-23.01,-13.0,-166.992,21129.0
-0.917,-1.786,1.462,-13.245,0.183,-148.315,21138.0
-0.972,-2.005,1.418,0.793,14.404,-126.038,21146.0
-1.029,-2.161,1.277,23.315,22.034,-99.854,21155.0
-1.021,-2.309,1.134,36.743,28.198,-68.787,21164.0
-1.03,-2.359,1.036,37.537,27.893,-36.56,21173.0
-1.016,-2.317,0.96,35.889,22.888,-1.953,21182.0
-0.95,-2.197,0.895,35.461,15.991,36.926,21190.0
-0.826,-1.984,0.845,35.339,8.545,78.308,21199.0
-0.689,-1.691,0.797,36.865,0.427,117.065,21208.0
-0.559,-1.35,0.748,39.063,-9.155,149.658,21217.0
-0.425,-0.995,0.714,39.673,-19.409,174.805,21225.0
-0.276,-0.665,0.781,36.316,-29.846,190.735,21234.0
-0.16,-0.332,0.889,33.691,-42.236,199.89,21242.0
-0.057,-0.022,0.996,37.231,-52.49,203.674,21251.0
0.057,0.238,1.078,41.504,-58.533,201.843,21260.0
0.141,0.458,1.167,40.955,-62.134,194.458,21269.0
0.215,0.651,1.251,36.438,-60.242,183.289,21278.0
0.251,0.856,1.305,30.823,-54.565,171.57,21286.0
0.288,1.058,1.324,24.719,-45.105,159.424,21295.0
0.324,1.261,1.29,19.104,-32.593,146.606,21304.0
0.372,1.431,1.231,13.733,-19.897,131.409,21313.0
0.426,1.553,1.173,8.301,-8.911,114.502,21322.0
0.469,1.652,1.103,4.822,-0.305,96.375,21330.0
0.526,1.753,1.005,2.38,6.104,77.637,21339.0
0.611,1.842,0.943,-3.54,9.583,57.129,21348.0
0.689,1.811,0.925,-8.972,10.559,31.799,21357.0
0.748,1.746,0.9,-12.939,13.672,4.15,21366.0
0.779,1.659,0.859,-16.602,18.127,-22.339,21374.0
0.763,1.545,0.788,-21.545,22.949,-48.95,21383.0
0.735,1.423,0.765,-27.954,28.87,-75.684,21392.0
0.632,1.285,0.74,-34.18,31.677,-101.563,21401.0
0.538,1.108,0.72,-37.537,34.241,-124.39,21410.0
0.469,0.898,0.697,-39.49,35.889,-142.883,21418.0
0.396,0.676,0.69,-40.527,33.447,-159.302,21427.0
0.29,0.456,0.732,-40.466,26.611,-174.744,21436.0
0.116,0.212,0.813,-38.757,15.93,-188.538,21445.0
-0.068,-0.066,0.915,-35.889,5.31,-198.975,21453.0
-0.284,-0.366,1.004,-34.302,-0.916,-204.163,21462.0
-0.463,-0.656,1.083,-35.278,-1.404,-203.247,21471.0
-0.612,-0.927,1.149,-39.185,0.732,-196.96,21480.0
-0.735,-1.185,1.211,-42.175,4.15,-187.073,21488.0
-0.832,-1.441,1.272,-41.504,6.836,-173.645,21497.0
-0.887,-1.645,1.31,-36.926,8.301,-155.518,21506.0
-0.932,-1.89,1.369,-31.738,9.399,-132.141,21515.0
-0.98,-2.061,1.381,-18.982,8.484,-104.858,21524.0
-0.973,-2.159,1.32,-0.793,6.47,-71.96,21532.0
-0.968,-2.199,1.257,6.897,8.667,-37.415,21541.0
-0.954,-2.175,1.194,10.193,11.169,-4.822,21549.0
-0.913,-2.106,1.126,14.099,13.794,27.527,21558.0
-0.858,-1.984,1.056,15.259,16.296,59.753,21567.0
-0.78,-1.803,0.991,14.526,18.188,91.064,21576.0
-0.684,-1.582,0.922,14.893,17.151,120.605,21585.0
-0.576,-1.329,0.869,17.395,12.146,147.461,21593.0
-0.476,-1.09,0.858,19.897,4.517,171.875,21602.0
-0.389,-0.837,0.899,22.522,-6.287,193.359,21611.0
-0.323,-0.531,0.935,25.269,-17.639,211.853,21620.0
-0.246,-0.214,0.973,29.114,-27.1,226.013,21629.0
-0.159,0.084,1.028,33.264,-36.011,232.544,21637.0
-0.113,0.354,1.069,34.485,-46.936,231.506,21646.0
-0.047,0.578,1.129,34.18,-50.232,223.938,21655.0
0.018,0.792,1.19,31.494,-47.058,211.121,21664.0
0.083,0.984,1.255,27.1,-39.734,196.228,21673.0
0.156,1.17,1.291,23.071,-29.114,181.58,21681.0
0.24,1.339,1.287,21.423,-16.663,167.175,21690.0
0.33,1.474,1.262,22.583,-3.845,151.794,21699.0
0.417,1.551,1.157,24.17,7.629,136.475,21708.0
0.535,1.722,1.007,19.47,18.738,121.704,21716.0
0.649,1.898,0.921,10.498,25.208,102.6,21725.0
0.74,1.967,0.879,4.944,26.428,74.219,21734.0
0.803,1.925,0.835,2.319,26.794,39.49,21743.0
0.833,1.816,0.782,-2.686,29.053,5.127,21751.0
0.834,1.702,0.743,-11.902,33.813,-26.611,21760.0
0.805,1.565,0.707,-20.996,39.307,-56.763,21769.0
0.758,1.379,0.657,-27.344,43.274,-85.205,21778.0
0.695,1.162,0.625,-32.349,44.495,-110.779,21787.0
0.619,0.944,0.619,-37.231,42.419,-132.812,21795.0
-0.695,-1.264,1.319,-34.851,-9.583,-177.795,22620.0
-0.818,-1.503,1.463,-33.081,-6.348,-165.771,22628.0
-0.921,-1.8,1.482,-31.616,2.502,-148.499,22637.0
-0.971,-2.057,1.545,-29.419,17.883,-127.136,22646.0
-1.043,-2.197,1.436,-16.235,29.846,-98.633,22655.0
-1.047,-2.263,1.301,-7.08,41.992,-62.195,22664.0
-1.057,-2.262,1.186,-4.395,45.837,-25.146,22672.0
-1.015,-2.186,1.086,0.061,42.603,13.367,22681.0
-0.938,-2.052,1.017,5.859,35.828,53.833,22690.0
-0.837,-1.856,0.947,10.803,29.297,93.445,22699.0
-0.712,-1.58,0.874,14.221,24.17,129.883,22707.0
-0.578,-1.285,0.816,17.944,19.104,161.499,22716.0
-0.445,-0.997,0.796,22.888,11.353,187.256,22725.0
-0.335,-0.667,0.801,27.344,-1.16,208.618,22734.0
-0.214,-0.289,0.812,32.837,-13.855,224.854,22742.0
-0.082,0.097,0.847,38.635,-27.832,233.276,22751.0
0.049,0.428,0.943,43.335,-44.128,230.469,22760.0
0.127,0.683,1.031,44.495,-61.951,218.567,22769.0
0.184,0.858,1.177,44.373,-71.533,201.294,22777.0
0.235,1.005,1.31,43.823,-70.923,184.448,22786.0
0.293,1.153,1.399,41.138,-60.791,169.617,22795.0
0.377,1.331,1.436,36.56,-44.312,156.189,22803.0
0.474,1.502,1.422,33.386,-26.184,141.541,22812.0
0.559,1.639,1.343,33.508,-9.583,124.084,22821.0
0.645,1.769,1.196,32.898,4.883,102.966,22830.0
0.736,1.872,1.068,26.55,16.907,77.881,22839.0
0.789,1.891,0.978,16.724,25.879,47.546,22847.0
0.815,1.86,0.9,7.202,32.776,14.771,22856.0
0.807,1.783,0.807,0.183,38.147,-15.686,22865.0
0.783,1.687,0.726,-6.47,44.128,-44.678,22874.0
0.751,1.55,0.668,-13.794,46.997,-72.144,22883.0
0.701,1.386,0.618,-21.057,48.096,-97.595,22891.0
0.629,1.217,0.571,-28.381,48.34,-120.85,22900.0
0.54,1.049,0.546,-35.095,45.898,-141.602,22909.0
0.438,0.877,0.546,-40.588,40.1,-160.4,22918.0
0.341,0.694,0.577,-45.227,31.677,-175.781,22927.0
0.277,0.501,0.641,-48.828,22.644,-187.378,22935.0
0.205,0.31,0.739,-50.659,12.756,-196.777,22944.0
0.086,0.107,0.825,-49.194,3.113,-205.322,22953.0
-0.069,-0.089,0.964,-45.227,-3.723,-212.219,22962.0
-0.275,-0.297,1.051,-40.039,-11.658,-213.989,22970.0
-0.455,-0.54,1.156,-33.813,-16.357,-211.609,22979.0
-0.617,-0.818,1.234,-27.527,-18.372,-205.994,22988.0
-0.736,-1.107,1.298,-22.4,-15.686,-197.327,22997.0
-0.812,-1.388,1.34,-19.043,-8.789,-184.937,23005.0
-0.876,-1.663,1.315,-17.578,0.427,-169.678,23014.0
-0.94,-1.936,1.333,-21.118,13.062,-151.489,23023.0
-1.007,-2.12,1.259,-17.578,21.851,-127.808,23032.0
-1.017,-2.225,1.164,-11.536,26.978,-96.802,23041.0
-1.037,-2.267,1.106,-14.038,29.419,-62.439,23049.0
-1.027,-2.256,1.073,-14.587,29.236,-27.1,23058.0
-0.992,-2.213,1.038,-8.728,26.428,9.766,23067.0
-0.928,-2.113,1.001,-1.465,22.461,49.194,23076.0
-0.841,-1.929,0.945,4.883,19.165,90.698,23084.0
-0.733,-1.649,0.88,10.071,14.832,130.31,23093.0
-0.611,-1.32,0.84,15.869,7.507,164.673,23102.0
-0.494,-0.978,0.822,22.827,-3.967,192.017,23111.0
-0.374,-0.635,0.852,30.334,-18.738,211.182,23119.0
-0.28,-0.319,0.913,36.926,-34.668,222.168,23128.0
-0.18,-0.053,1.007,40.71,-47.668,226.44,23137.0
-0.141,0.161,1.088,39.429,-59.143,224.304,23146.0
-0.125,0.338,1.18,35.828,-63.049,218.811,23155.0
-0.079,0.537,1.256,32.349,-57.312,212.219,23163.0
-0.015,0.765,1.314,30.64,-47.668,205.2,23172.0
0.048,0.995,1.327,32.227,-39.001,196.96,23181.0
0.14,1.194,1.316,33.691,-30.151,186.157,23190.0
0.238,1.362,1.281,31.433,-21.118,171.753,23198.0
0.348,1.545,1.283,26.55,-11.353,155.701,23207.0
0.472,1.659,1.203,24.658,-2.075,139.832,23216.0
0.608,1.854,1.091,21.545,5.981,122.803,23225.0
0.732,1.976,1.035,16.113,12.329,102.844,23233.0
0.834,2.006,0.977,13.733,17.029,75.928,23242.0
0.891,1.996,0.902,12.268,21.606,45.105,23251.0
0.912,1.972,0.819,8.057,24.536,13.733,23260.0
0.908,1.899,0.768,0.671,27.344,-17.517,23269.0
0.885,1.755,0.748,-7.019,29.785,-50.476,23277.0
0.823,1.562,0.735,-13.916,32.043,-82.52,23286.0
0.752,1.349,0.717,-20.935,35.156,-111.206,23295.0
0.681,1.133,0.701,-28.259,38.757,-136.108,23304.0
0.61,0.913,0.693,-34.424,40.527,-158.569,23312.0
0.518,0.67,0.691,-38.574,39.063,-179.26,23321.0
0.406,0.445,0.712,-42.725,34.729,-197.51,23330.0
0.266,0.227,0.761,-45.837,27.649,-212.28,23339.0
0.103,-0.017,0.834,-46.753,19.287,-222.778,23347.0
-0.082,-0.268,0.926,-45.898,11.658,-228.333,23356.0
-0.253,-0.505,1.053,-43.884,5.066,-227.722,23365.0
-0.379,-0.766,1.181,-37.781,-4.272,-219.971,23374.0
-0.488,-1.062,1.306,-27.283,-11.475,-209.778,23383.0
-0.607,-1.404,1.432,-17.822,-15.137,-199.463,23391.0
-0.75,-1.721,1.523,-12.451,-11.597,-187.988,23400.0
-0.961,-2.068,1.594,-14.465,1.648,-173.279,23409.0
-1.145,-2.305,1.602,-14.954,20.081,-152.771,23418.0
-1.258,-2.456,1.499,-8.545,38.452,-124.207,23426.0
-1.319,-2.514,1.401,-11.658,56.396,-87.952,23435.0
-1.323,-2.488,1.32,-15.259,66.589,-46.265,23444.0
-1.28,-2.39,1.246,-7.69,66.528,1.099,23453.0
-1.218,-2.234,1.151,7.263,57.007,52.612,23461.0
-1.12,-1.979,1.057,22.522,45.654,105.286,23470.0
-0.989,-1.613,0.96,33.02,34.607,154.663,23479.0
-0.845,-1.189,0.885,41.443,23.987,196.106,23488.0
-0.674,-0.753,0.845,50.11,9.827,227.173,23497.0
-0.504,-0.285,0.835,58.167,-4.883,246.887,23505.0
-0.312,0.156,0.814,66.711,-18.799,252.869,23514.0
-0.155,0.461,0.847,71.35,-31.067,244.08,23523.0
-0.025,0.603,0.94,66.406,-40.527,225.647,23532.0
0.008,0.712,1.058,53.04,-48.645,206.848,23540.0
0.027,0.831,1.194,43.518,-48.34,193.848,23549.0
0.056,0.988,1.241,41.809,-41.931,185.425,23558.0
0.116,1.181,1.234,41.443,-33.264,179.993,23567.0
0.221,1.378,1.183,42.114,-23.01,174.866,23575.0
0.364,1.532,1.038,44.983,-13.55,166.931,23584.0
0.527,1.732,0.9,42.969,-7.202,154.358,23593.0
0.694,1.882,0.839,34.973,-4.089,136.292,23602.0
0.826,1.963,0.81,27.771,-1.892,111.084,23611.0
0.92,2.028,0.778,22.827,-0.916,81.116,23619.0
0.981,2.026,0.74,19.165,0.061,48.889,23628.0
1.002,1.944,0.721,13.306,2.136,14.709,23637.0
1.001,1.819,0.713,4.211,5.249,-18.494,23646.0
0.966,1.677,0.704,-5.127,9.277,-49.377,23654.0
0.876,1.312,0.648,-17.517,26.978,-107.239,24575.0
0.794,1.096,0.609,-23.926,32.104,-133.606,24584.0
0.668,0.887,0.607,-33.02,33.936,-158.569,24593.0
0.528,0.668,0.624,-41.748,33.325,-181.274,24601.0
0.385,0.449,0.684,-49.438,30.823,-199.524,24610.0
0.224,0.23,0.749,-55.237,25.269,-212.463,24619.0
0.081,-0.002,0.839,-58.044,18.494,-220.093,24628.0
-0.027,-0.232,0.937,-57.617,10.986,-222.412,24637.0
-0.127,-0.452,1.059,-53.955,1.831,-219.91,24645.0
-0.239,-0.706,1.197,-47.546,-8.24,-214.6,24654.0
-0.347,-0.996,1.348,-39.429,-19.897,-208.435,24663.0
-0.465,-1.303,1.511,-29.907,-30.823,-199.829,24672.0
-0.558,-1.576,1.692,-18.494,-37.72,-187.866,24680.0
-0.728,-1.896,1.811,-9.46,-36.377,-173.523,24689.0
-0.879,-2.18,1.984,-4.456,-24.109,-156.921,24698.0
-1.033,-2.314,1.967,8.972,-7.812,-132.568,24707.0
-1.091,-2.362,1.847,17.395,18.188,-98.083,24715.0
-1.1,-2.331,1.67,22.644,43.152,-60.059,24724.0
-1.054,-2.223,1.459,31.372,61.279,-18.494,24733.0
-0.98,-2.06,1.291,39.856,70.007,25.33,24742.0
-0.879,-1.83,1.136,48.096,71.35,70.923,24751.0
-0.77,-1.51,0.972,57.19,68.481,115.356,24759.0
-0.672,-1.135,0.804,63.11,64.636,153.809,24768.0
-0.581,-0.756,0.615,62.561,61.829,182.617,24777.0
-0.488,-0.373,0.476,52.49,61.523,199.524,24786.0
-0.446,0.019,0.339,35.4,61.218,206.055,24794.0
-0.437,0.354,0.274,17.212,58.044,205.383,24803.0
-0.421,0.565,0.276,2.319,50.354,200.867,24811.0
-0.371,0.671,0.295,-8.911,40.344,195.984,24820.0
-0.35,0.703,0.316,-18.616,32.349,190.918,24830.0
-0.337,0.707,0.358,-26.733,26.306,185.669,24838.0
-0.282,0.636,0.394,-26.245,20.813,182.495,24847.0
-0.226,0.664,0.298,-22.156,14.893,183.411,24856.0
-0.143,0.77,0.295,-27.771,5.188,187.866,24865.0
-0.028,0.777,0.365,-29.053,-8.301,186.462,24873.0
0.077,0.769,0.474,-24.414,-23.804,181.641,24882.0
0.181,0.754,0.591,-17.883,-39.978,180.542,24891.0
0.297,0.773,0.723,-9.644,-53.894,180.908,24900.0
0.491,0.901,0.868,0.061,-64.636,182.068,24908.0
0.769,1.16,0.997,15.686,-75.012,179.993,24917.0
1.039,1.43,1.092,38.33,-86.365,166.565,24926.0
1.296,1.64,1.217,60.303,-94.91,138.0,24935.0
1.496,1.727,1.333,73.73,-94.727,96.191,24943.0
1.602,1.682,1.431,73.181,-82.886,44.922,24952.0
1.636,1.57,1.497,58.044,-59.814,-6.775,24961.0
1.618,1.468,1.51,35.706,-29.541,-53.345,24970.0
1.516,1.351,1.449,17.029,-0.793,-95.093,24979.0
1.408,1.18,1.353,6.958,22.766,-130.005,24987.0
1.29,0.963,1.217,1.16,42.969,-159.302,24996.0
1.102,0.731,1.049,-6.104,58.533,-184.753,25005.0
0.886,0.513,0.919,-15.991,68.176,-205.017,25014.0
0.633,0.286,0.832,-26.245,68.665,-218.933,25022.0
0.415,0.062,0.863,-35.034,59.326,-226.318,25031.0
0.204,-0.187,0.961,-38.208,44.067,-227.722,25040.0
-0.019,-0.455,1.065,-34.668,29.846,-223.999,25049.0
-0.256,-0.717,1.123,-28.442,22.827,-215.21,25057.0
-0.474,-0.987,1.095,-24.475,24.475,-201.599,25066.0
