aX,aY,aZ,gX,gY,gZ,millis
-0.12,0.973,-1.622,72.449,210.937,13.062,33213.0
-0.279,0.839,-2.162,74.524,179.871,2.502,33221.0
-0.383,0.805,-2.541,66.101,136.902,-2.625,33230.0
-0.473,0.839,-2.798,48.035,82.703,-2.625,33239.0
-0.49,0.879,-2.842,21.851,28.442,0.0,33248.0
-0.452,0.963,-2.727,-1.953,-21.057,2.197,33257.0
-0.364,1.035,-2.511,-18.433,-68.97,3.174,33265.0
-0.223,1.064,-2.134,-32.715,-117.432,2.869,33274.0
-0.059,1.086,-1.584,-45.898,-163.696,1.77,33283.0
0.147,1.147,-0.888,-57.19,-203.857,1.038,33292.0
0.363,1.166,-0.055,-67.261,-232.605,-2.625,33301.0
0.578,1.102,0.805,-72.998,-245.178,-9.766,33309.0
0.838,0.975,1.593,-71.228,-238.831,-17.395,33318.0
1.079,0.834,2.359,-66.284,-219.849,-22.766,33327.0
1.269,0.647,3.06,-60.73,-187.378,-24.658,33335.0
1.354,0.483,3.55,-48.767,-136.292,-22.278,33344.0
1.384,0.372,3.658,-26.917,-69.58,-13.977,33353.0
1.38,0.284,3.441,-4.883,1.221,-5.981,33362.0
1.277,0.216,3.001,11.353,63.843,-2.197,33370.0
1.152,0.062,2.505,26.489,114.441,-0.061,33379.0
0.962,0.065,1.922,44.678,146.851,3.601,33388.0
0.803,0.145,1.439,60.913,162.537,11.108,33397.0
0.614,0.269,1.014,70.801,169.983,17.578,33406.0
0.45,0.432,0.559,74.341,181.824,20.63,33414.0
0.287,0.614,-0.002,71.838,195.312,23.499,33423.0
0.158,0.791,-0.625,66.406,205.75,22.339,33432.0
0.007,0.878,-1.3,61.035,203.613,15.381,33441.0
-0.078,0.966,-1.821,54.749,187.195,6.775,33450.0
-0.224,0.882,-2.248,51.27,149.841,1.587,33458.0
-0.259,0.929,-2.534,43.579,103.699,-0.854,33467.0
-0.372,0.919,-2.665,31.128,48.096,-0.671,33476.0
-0.406,0.966,-2.719,15.564,-1.831,-1.282,33484.0
-0.357,1.019,-2.634,-5.371,-46.57,0.916,33493.0
-0.219,1.155,-2.395,-27.1,-91.797,2.197,33502.0
-0.068,1.287,-2.003,-44.189,-142.029,0.0,33511.0
0.118,1.308,-1.473,-54.504,-191.223,-9.338,33520.0
0.281,1.248,-0.749,-64.27,-238.586,-19.958,33528.0
0.462,1.168,0.168,-74.951,-274.597,-27.1,33537.0
0.677,1.054,1.202,-83.618,-287.537,-31.433,33546.0
0.85,0.977,2.217,-87.28,-272.095,-31.311,33555.0
1.031,0.884,2.96,-84.167,-225.342,-28.259,33564.0
1.275,0.78,3.438,-77.087,-153.809,-23.56,33572.0
1.425,0.701,3.635,-64.209,-82.703,-19.714,33581.0
1.484,0.557,3.548,-35.4,-21.179,-19.104,33590.0
1.391,0.302,3.2,4.333,25.452,-20.752,33598.0
1.201,0.087,2.657,35.522,68.359,-20.386,33607.0
1.001,-0.036,2.087,48.401,110.046,-12.756,33616.0
0.842,0.071,1.518,54.443,145.996,-2.441,33625.0
0.742,0.259,1.019,55.725,166.016,9.827,33634.0
0.601,0.462,0.616,57.312,172.18,16.724,33642.0
0.454,0.605,0.164,64.087,173.401,17.456,33651.0
0.328,0.729,-0.369,68.665,178.711,17.761,33660.0
0.218,0.847,-0.955,63.782,183.472,16.418,33669.0
0.149,0.996,-1.52,52.979,174.927,12.268,33678.0
0.033,1.013,-2.036,47.119,148.193,4.395,33686.0
0.033,1.046,-2.449,42.725,103.027,-3.967,33695.0
0.006,1.074,-2.664,29.175,44.373,-10.193,33704.0
0.003,1.163,-2.579,10.681,-18.433,-15.747,33712.0
0.018,1.186,-2.418,-9.583,-68.359,-21.301,33721.0
0.07,1.203,-2.199,-28.198,-107.422,-26.55,33730.0
0.232,1.293,-1.909,-46.021,-139.893,-26.978,33739.0
0.44,1.441,-1.446,-62.439,-174.072,-27.466,33747.0
0.617,1.5,-0.757,-66.04,-216.187,-35.4,33756.0
0.7,1.41,0.095,-56.396,-263.428,-50.049,33765.0
0.719,1.146,0.988,-41.443,-294.617,-67.627,33774.0
0.689,0.801,1.838,-29.968,-295.288,-85.083,33783.0
0.617,0.439,2.496,-27.71,-262.085,-93.018,33792.0
0.629,0.168,2.922,-33.142,-201.233,-85.815,33800.0
0.755,0.03,3.16,-33.569,-133.545,-69.336,33809.0
0.825,-0.098,3.222,-18.188,-91.37,-50.171,33818.0
0.774,-0.204,3.114,13.733,-65.613,-32.166,33827.0
0.678,-0.212,2.765,54.993,-35.889,-16.296,33835.0
0.586,-0.247,2.318,92.957,-2.563,-4.395,33844.0
0.548,-0.17,1.812,122.681,29.175,3.906,33853.0
0.516,0.006,1.215,134.827,53.162,16.113,33862.0
0.545,0.224,0.713,138.428,72.51,29.236,33870.0
0.606,0.473,0.145,140.381,87.463,38.879,33879.0
0.696,0.746,-0.52,135.01,98.022,45.837,33888.0
0.817,1.061,-1.147,120.178,92.407,49.622,33897.0
0.981,1.407,-1.618,100.769,62.683,50.293,33905.0
1.079,1.787,-1.873,86.182,17.09,44.861,33914.0
1.105,2.037,-2.088,85.449,-44.25,32.043,33923.0
1.149,2.336,-2.079,88.318,-109.436,4.883,33932.0
1.076,2.453,-2.006,91.431,-167.053,-41.626,33940.0
0.982,2.329,-1.803,84.29,-202.942,-100.037,33949.0
0.849,2.133,-1.53,70.068,-226.379,-150.879,33958.0
0.67,1.934,-1.194,61.89,-252.686,-186.401,33967.0
0.481,1.658,-0.808,66.406,-282.043,-211.67,33976.0
0.155,1.059,-0.23,69.641,-316.467,-236.023,33984.0
-0.284,0.367,0.543,47.424,-340.149,-260.62,33993.0
-0.796,-0.528,1.494,-5.92,-325.134,-280.762,34002.0
-1.253,-1.192,2.267,-81.299,-263.977,-278.503,34011.0
-1.495,-1.524,2.719,-148.743,-160.828,-242.493,34020.0
-1.475,-1.665,2.875,-184.814,-51.758,-186.523,34028.0
-1.298,-1.712,2.928,-177.856,14.099,-121.094,34037.0
-1.116,-1.74,2.846,-126.77,23.621,-53.223,34046.0
-0.908,-1.636,2.676,-54.077,4.761,3.54,34055.0
-0.845,-1.612,2.448,2.625,-8.484,46.204,34064.0
-0.699,-1.406,2.121,37.231,0.305,79.224,34072.0
-0.475,-1.102,1.706,55.359,22.888,110.474,34081.0
-0.221,-0.687,1.297,50.232,50.11,139.587,34090.0
0.069,-0.133,1.014,31.067,68.237,163.33,34098.0
0.423,0.438,0.807,16.602,71.228,180.054,34107.0
0.767,0.975,0.674,15.076,60.73,185.181,34116.0
1.071,1.458,0.576,23.865,46.448,177.917,34125.0
1.36,1.858,0.463,40.1,39.124,160.828,34134.0
1.577,2.196,0.291,61.951,39.49,134.644,34142.0
1.71,2.433,0.047,80.994,42.297,97.534,34151.0
1.719,2.479,-0.233,86.609,44.8,49.5,34160.0
1.485,2.091,-0.655,31.616,32.593,-48.462,34695.0
1.35,1.903,-0.734,-14.771,22.644,-78.674,34704.0
1.268,1.712,-0.624,-57.739,9.338,-97.473,34712.0
1.096,1.519,-0.559,-89.417,-4.578,-112.549,34721.0
0.965,1.348,-0.398,-105.103,-19.531,-127.258,34730.0
0.747,1.077,-0.14,-102.722,-41.87,-142.883,34738.0
0.405,0.607,0.215,-86.121,-75.012,-163.025,34747.0
-0.111,-0.01,0.581,-71.167,-101.196,-179.993,34756.0
-0.498,-0.587,1.057,-70.679,-111.267,-177.673,34765.0
-0.794,-1.073,1.579,-85.266,-108.154,-153.564,34774.0
-1.026,-1.415,2.083,-109.131,-95.825,-116.577,34782.0
-1.155,-1.59,2.532,-137.39,-75.378,-70.862,34791.0
-1.184,-1.671,2.808,-158.508,-33.813,-19.836,34800.0
-1.075,-1.604,2.928,-162.598,25.757,31.128,34809.0
-0.909,-1.44,2.777,-141.724,88.44,81.604,34818.0
-0.737,-1.293,2.455,-101.563,135.742,126.099,34826.0
-0.561,-1.088,2.012,-52.063,161.072,163.33,34835.0
-0.427,-0.839,1.529,-7.019,170.288,197.021,34844.0
-0.275,-0.531,1.148,21.667,170.105,227.722,34852.0
-0.158,-0.134,0.866,38.757,165.649,252.93,34861.0
-0.015,0.24,0.696,47.485,162.781,274.658,34870.0
0.111,0.594,0.538,45.532,164.307,292.236,34879.0
0.238,0.996,0.402,27.466,168.396,303.589,34888.0
0.352,1.342,0.212,-1.038,179.993,304.016,34896.0
0.475,1.659,-0.018,-37.72,201.416,293.64,34905.0
0.723,2.101,-0.187,-80.566,226.746,272.461,34914.0
0.891,2.318,-0.596,-114.746,245.422,235.535,34923.0
1.063,2.465,-0.924,-156.433,254.395,184.387,34932.0
1.12,2.391,-1.045,-210.144,257.141,121.582,34940.0
1.02,2.254,-1.191,-275.269,264.16,54.504,34949.0
0.88,2.077,-1.33,-342.834,285.645,-6.409,34958.0
0.711,1.869,-1.547,-400.269,301.514,-55.176,34966.0
0.628,1.616,-1.85,-439.575,305.054,-87.463,34975.0
0.53,1.425,-2.127,-446.716,288.147,-103.333,34984.0
0.412,1.297,-2.254,-416.504,233.643,-99.609,34993.0
0.325,1.185,-2.164,-364.929,142.944,-79.834,35002.0
0.266,1.132,-1.905,-317.139,42.297,-59.753,35010.0
0.164,1.153,-1.574,-285.034,-41.687,-49.988,35019.0
0.084,1.197,-1.284,-260.437,-96.985,-48.157,35028.0
0.039,1.237,-0.996,-235.046,-125.0,-49.316,35037.0
-0.025,1.214,-0.769,-200.684,-138.977,-50.659,35045.0
-0.078,1.14,-0.609,-156.921,-156.372,-50.171,35054.0
-0.139,0.988,-0.499,-112.732,-179.871,-46.509,35063.0
-0.214,0.735,-0.352,-77.454,-204.407,-39.368,35072.0
-0.285,0.481,-0.119,-60.181,-221.741,-27.527,35080.0
-0.303,0.371,0.244,-61.951,-225.281,-9.216,35089.0
-0.293,0.25,0.619,-68.542,-219.177,14.893,35098.0
-0.25,0.098,0.969,-72.327,-206.665,40.71,35107.0
-0.074,0.136,1.338,-83.13,-186.401,66.589,35116.0
-0.351,0.041,1.63,-105.042,-164.001,103.027,35125.0
-0.08,0.088,1.919,-118.469,-122.07,126.526,35133.0
0.002,0.321,2.287,-125.061,-77.881,143.25,35142.0
0.361,0.734,2.494,-106.628,-21.179,156.128,35151.0
0.785,1.008,2.701,-48.523,9.583,148.071,35159.0
0.881,1.025,2.762,27.466,14.038,119.141,35168.0
0.803,0.82,2.717,96.863,13.0,93.506,35177.0
0.738,0.658,2.488,139.954,29.724,82.214,35186.0
0.797,0.677,2.094,154.541,74.89,84.106,35195.0
0.919,0.92,1.666,152.649,125.0,89.355,35204.0
1.026,1.287,1.155,151.123,163.757,90.881,35212.0
1.124,1.635,0.621,154.419,183.838,81.848,35221.0
1.143,1.954,0.074,158.203,188.293,56.58,35229.0
1.106,2.131,-0.408,153.503,183.899,24.231,35238.0
1.007,2.16,-0.724,136.719,180.725,-6.409,35247.0
0.79,2.128,-1.239,113.953,186.707,-35.278,35256.0
0.719,2.152,-1.73,81.36,206.116,-59.082,35265.0
0.588,2.083,-2.119,48.828,218.079,-83.069,35273.0
0.402,1.938,-2.517,34.851,216.98,-107.788,35282.0
0.37,1.735,-2.852,42.725,190.552,-121.643,35291.0
0.394,1.528,-3.069,58.533,133.667,-124.023,35300.0
0.368,1.413,-3.06,71.899,58.655,-124.817,35309.0
0.281,1.331,-2.853,82.275,-18.799,-129.456,35317.0
0.171,1.154,-2.545,90.027,-85.876,-138.611,35326.0
0.007,0.826,-2.157,91.919,-138.672,-150.024,35335.0
-0.18,0.468,-1.697,81.238,-176.88,-156.921,35344.0
-0.325,0.17,-1.239,56.824,-195.984,-152.283,35352.0
-0.408,0.026,-0.845,21.423,-198.242,-134.521,35361.0
-0.376,-0.075,-0.42,-12.634,-192.627,-109.009,35370.0
-0.374,-0.141,0.115,-36.56,-192.627,-80.566,35379.0
-0.334,-0.107,0.642,-42.358,-206.543,-49.927,35387.0
-0.21,-0.065,1.055,-27.466,-224.304,-18.372,35396.0
-0.113,-0.185,1.542,1.648,-242.249,7.812,35405.0
-0.031,-0.333,2.105,12.207,-246.826,23.254,35414.0
-0.037,-0.449,2.491,-19.348,-208.923,25.818,35423.0
0.187,-0.14,2.754,-63.965,-133.423,29.846,35431.0
0.378,0.013,2.855,-79.407,-58.594,24.231,35440.0
0.486,0.055,2.712,-53.101,-5.554,18.25,35449.0
0.563,0.076,2.4,-0.671,21.362,22.217,35457.0
0.702,0.141,2.018,59.692,34.119,36.133,35466.0
0.797,0.302,1.54,120.605,40.527,51.575,35475.0
0.873,0.474,1.079,162.109,44.861,65.613,35484.0
0.991,0.769,0.732,170.227,53.711,74.341,35493.0
0.984,1.084,0.368,157.043,69.763,73.242,35501.0
1.264,1.545,-0.041,131.592,89.233,65.308,35510.0
1.434,1.885,-0.453,107.239,108.032,44.189,35519.0
1.488,2.024,-0.879,84.656,117.249,5.615,35528.0
1.405,2.036,-1.187,66.833,111.511,-36.377,35537.0
1.25,2.003,-1.514,58.594,92.346,-69.519,35545.0
1.2,1.947,-1.742,53.589,68.848,-88.318,35554.0
1.138,1.879,-1.885,49.438,36.316,-97.656,35563.0
1.11,1.786,-2.007,51.88,-4.456,-105.408,35572.0
1.057,1.646,-2.073,58.228,-56.274,-115.845,35580.0
0.886,1.507,-2.066,56.702,-117.92,-130.493,35589.0
0.64,1.317,-1.902,49.805,-181.396,-146.851,35598.0
0.38,1.095,-1.493,39.673,-238.77,-160.645,35607.0
0.215,0.895,-1.013,20.752,-275.208,-170.715,35616.0
0.029,0.751,-0.526,-7.935,-286.621,-177.795,35624.0
-0.074,0.644,-0.086,-37.964,-281.86,-185.486,35633.0
-0.162,0.562,0.24,-61.157,-269.043,-196.411,35641.0
-0.313,0.556,0.536,-68.726,-264.404,-208.679,35650.0
-0.524,0.464,0.762,-49.255,-271.057,-215.515,35659.0
-0.776,0.197,0.852,-10.864,-285.828,-208.191,35668.0
-0.925,-0.166,0.919,22.949,-297.18,-184.509,35677.0
-0.857,-0.62,1.135,36.682,-298.706,-153.748,35686.0
-0.834,-1.135,1.583,19.47,-295.776,-132.629,35694.0
-1.05,-1.46,2.0,-20.63,-276.367,-119.934,35703.0
-1.172,-1.565,2.301,-57.312,-233.398,-91.858,35712.0
-1.169,-1.602,2.518,-75.806,-172.607,-40.1,35721.0
-1.107,-1.518,2.613,-76.111,-106.934,20.325,35730.0
-0.758,-1.032,2.3,-44.128,11.475,153.931,36273.0
-0.516,-0.763,2.088,-19.592,55.908,215.454,36282.0
-0.231,-0.48,1.94,15.625,83.13,265.686,36291.0
-0.05,-0.215,1.803,55.725,95.642,307.251,36299.0
0.091,0.05,1.691,88.623,102.661,342.834,36308.0
0.217,0.397,1.635,111.145,107.788,371.643,36317.0
0.307,0.752,1.571,125.61,116.333,390.381,36326.0
0.329,1.041,1.52,135.071,132.019,397.278,36335.0
0.297,1.342,1.444,138.794,154.907,396.301,36343.0
0.428,1.839,1.29,137.085,185.242,389.832,36352.0
0.751,2.24,1.067,131.897,213.379,367.615,36361.0
1.027,2.41,0.889,117.737,226.99,321.106,36370.0
1.092,2.373,0.662,95.52,223.816,254.578,36378.0
1.042,2.428,0.453,58.594,216.919,185.059,36387.0
1.076,2.46,0.326,17.456,218.933,122.131,36396.0
0.993,2.381,0.244,-13.977,217.102,66.833,36405.0
0.865,2.328,0.168,-30.029,212.708,17.883,36413.0
0.802,2.279,0.072,-30.762,207.397,-21.484,36422.0
0.807,2.198,-0.103,-19.958,197.754,-56.458,36431.0
0.845,2.112,-0.31,-4.944,178.406,-95.52,36440.0
0.863,2.039,-0.557,5.249,149.353,-142.395,36449.0
0.847,1.921,-0.792,5.676,110.901,-196.533,36457.0
0.755,1.779,-1.006,-8.85,61.462,-254.517,36466.0
0.533,1.588,-1.102,-39.978,3.662,-308.228,36475.0
0.129,1.447,-1.096,-80.017,-55.603,-346.619,36484.0
0.015,1.303,-0.953,-115.234,-110.229,-360.168,36493.0
-0.363,1.189,-0.716,-141.479,-152.71,-359.009,36501.0
-0.457,0.962,-0.467,-157.166,-182.983,-344.116,36510.0
-0.62,0.633,-0.248,-165.527,-202.881,-316.406,36519.0
-0.712,0.316,0.01,-179.443,-223.022,-288.818,36527.0
-0.803,0.007,0.306,-199.158,-232.727,-262.512,36536.0
-0.876,-0.359,0.585,-224.731,-231.384,-237.427,36545.0
-1.012,-0.642,0.906,-264.587,-215.454,-209.839,36554.0
-1.033,-0.75,1.217,-318.298,-175.049,-175.598,36562.0
-1.01,-0.699,1.476,-365.662,-114.197,-137.817,36571.0
-0.948,-0.615,1.714,-391.418,-50.11,-99.182,36580.0
-0.898,-0.574,1.903,-390.076,1.404,-60.486,36589.0
-0.827,-0.631,2.045,-366.211,40.649,-16.907,36598.0
-0.707,-0.651,2.164,-330.627,69.824,34.058,36606.0
-0.607,-0.647,2.255,-286.682,92.041,90.576,36615.0
-0.451,-0.617,2.306,-237.854,113.77,147.156,36624.0
-0.373,-0.552,2.297,-188.354,139.343,200.867,36633.0
-0.397,-0.448,2.204,-140.991,171.814,254.395,36641.0
-0.376,-0.249,1.999,-94.299,212.158,313.843,36650.0
-0.363,0.032,1.774,-54.688,250.244,375.122,36659.0
-0.395,0.408,1.52,-20.996,277.832,431.946,36668.0
-0.289,1.201,1.382,13.184,293.762,473.45,36677.0
0.178,2.138,1.293,74.097,300.049,487.976,36685.0
0.695,2.671,1.176,160.645,293.884,466.553,36694.0
0.952,2.835,0.942,228.21,280.029,405.945,36703.0
1.035,2.846,0.749,246.399,275.269,320.068,36712.0
0.791,2.575,0.495,218.811,284.851,229.187,36721.0
0.463,2.442,0.187,151.306,307.617,149.536,36729.0
0.271,2.43,0.036,67.017,337.585,91.492,36738.0
0.187,2.47,-0.147,-4.333,361.511,53.589,36746.0
0.196,2.555,-0.33,-47.668,371.033,24.536,36755.0
0.159,2.68,-0.557,-64.575,355.286,-4.272,36764.0
0.204,2.719,-0.89,-48.645,324.585,-28.442,36773.0
0.367,2.769,-1.136,-8.24,273.621,-49.927,36782.0
0.471,2.693,-1.261,34.79,202.82,-77.881,36790.0
0.477,2.494,-1.339,65.308,132.324,-119.507,36799.0
0.394,2.248,-1.475,75.378,74.219,-171.692,36808.0
0.245,1.968,-1.584,66.101,24.658,-224.854,36817.0
0.109,1.698,-1.687,48.889,-18.372,-267.212,36826.0
-0.058,1.446,-1.74,30.945,-63.354,-294.434,36834.0
-0.239,1.234,-1.768,9.888,-112.549,-305.786,36843.0
-0.517,1.067,-1.693,-19.165,-160.339,-304.871,36852.0
-0.75,0.836,-1.407,-60.791,-195.374,-289.429,36861.0
-0.847,0.515,-1.102,-109.802,-205.688,-258.85,36870.0
-0.828,0.28,-0.776,-160.767,-204.834,-224.548,36878.0
-0.81,0.12,-0.498,-214.355,-201.66,-191.895,36887.0
-0.776,-0.007,-0.201,-266.785,-199.524,-162.537,36896.0
-0.79,-0.127,0.063,-313.599,-198.12,-133.911,36905.0
-0.84,-0.222,0.382,-352.722,-195.251,-100.098,36914.0
-0.88,-0.305,0.775,-385.315,-189.392,-58.105,36922.0
-0.895,-0.329,1.201,-407.837,-174.744,-8.728,36931.0
-0.879,-0.31,1.61,-412.659,-150.208,48.34,36940.0
-0.779,-0.251,1.967,-395.325,-119.385,112.671,36949.0
-0.58,-0.116,2.23,-356.384,-83.435,181.885,36957.0
-0.323,0.1,2.439,-296.021,-48.096,248.352,36966.0
-0.051,0.42,2.597,-218.811,-18.616,301.208,36974.0
0.301,0.691,2.764,-130.127,5.432,334.412,36983.0
0.544,0.91,2.893,-43.03,20.386,340.515,36992.0
0.645,1.068,2.906,23.804,39.429,322.998,37001.0
0.734,1.27,2.749,69.58,79.285,291.931,37010.0
0.747,1.434,2.413,95.154,130.432,255.615,37018.0
0.688,1.649,2.048,103.149,180.42,217.163,37027.0
0.575,1.851,1.663,107.788,223.328,181.091,37036.0
0.421,2.057,1.18,114.929,259.46,150.452,37045.0
0.258,2.333,0.667,115.906,291.26,121.704,37054.0
0.129,2.465,0.051,113.647,320.923,92.407,37062.0
0.089,2.678,-0.705,107.117,334.778,59.753,37071.0
0.064,2.819,-1.446,96.375,323.853,22.4,37080.0
0.013,2.908,-2.166,97.412,275.024,-12.573,37089.0
0.136,2.88,-2.267,118.591,196.716,-36.133,37098.0
0.137,2.75,-2.486,149.292,102.661,-58.655,37106.0
0.093,2.499,-2.601,168.457,21.179,-90.881,37115.0
0.022,2.18,-2.659,169.189,-31.799,-123.718,37124.0
-0.009,1.784,-2.647,151.489,-67.444,-149.597,37133.0
-0.061,1.333,-2.556,117.493,-98.511,-169.25,37142.0
-0.193,0.864,-2.349,70.374,-131.042,-186.768,37150.0
-0.378,0.302,-2.075,11.414,-165.283,-198.792,37159.0
-0.525,-0.311,-1.725,-63.538,-191.162,-197.51,37168.0
-0.66,-0.709,-1.136,-168.762,-208.435,-181.03,37177.0
-0.752,-0.702,-0.271,-291.87,-213.318,-145.508,37185.0
-0.739,-0.409,0.775,-391.357,-208.008,-94.055,37194.0
-0.763,-0.075,1.902,-431.702,-203.918,-35.767,37202.0
-0.809,0.221,3.031,-400.879,-203.552,27.771,37211.0
-0.83,0.443,3.918,-302.429,-191.772,100.952,37220.0
-0.62,0.76,4.0,-160.706,-151.794,176.819,37229.0
-0.325,1.224,4.0,-10.437,-84.839,232.544,37238.0
0.145,1.582,4.0,114.929,-0.244,252.808,37246.0
0.503,1.749,3.592,188.721,94.543,234.619,37255.0
0.64,1.72,2.693,209.473,182.373,180.176,37264.0
0.518,1.61,1.845,196.167,245.239,115.723,37273.0
0.317,1.56,1.102,169.922,284.607,66.833,37282.0
0.227,1.659,0.414,142.029,306.946,35.217,37290.0
0.089,1.905,-0.203,123.047,311.584,10.864,37299.0
0.011,2.21,-0.935,118.408,299.072,-5.615,37308.0
0.053,2.663,-2.212,141.418,239.868,-37.17,37851.0
0.058,2.569,-2.702,163.879,185.852,-51.758,37860.0
0.128,2.451,-3.036,180.847,110.229,-60.242,37869.0
0.233,2.288,-3.094,180.542,26.306,-68.054,37878.0
0.258,2.07,-3.007,156.25,-50.964,-88.135,37887.0
0.183,1.759,-2.856,112.671,-109.985,-121.033,37895.0
-0.025,1.354,-2.654,52.612,-153.32,-156.555,37904.0
-0.237,0.888,-2.366,-22.827,-186.89,-185.486,37913.0
-0.466,0.49,-1.928,-114.197,-215.637,-203.613,37922.0
-0.727,0.143,-1.242,-219.177,-241.15,-208.252,37930.0
-0.87,0.006,-0.276,-327.271,-251.404,-191.101,37939.0
-0.919,0.159,0.849,-414.429,-243.347,-152.222,37948.0
-0.955,0.362,2.015,-450.073,-226.379,-99.487,37957.0
-1.038,0.43,3.091,-419.006,-206.97,-35.156,37966.0
-1.01,0.47,3.902,-331.909,-180.908,40.344,37974.0
-0.777,0.691,4.0,-212.219,-140.564,121.765,37983.0
-0.337,1.25,4.0,-77.026,-83.557,188.477,37992.0
0.282,1.626,4.0,59.143,-14.343,216.187,38001.0
0.678,1.58,3.982,158.264,54.443,190.125,38010.0
0.717,1.209,3.135,187.744,122.803,130.127,38018.0
0.537,0.857,2.306,158.142,189.636,67.505,38027.0
0.299,0.748,1.668,107.727,241.394,26.672,38036.0
0.17,0.82,1.105,71.472,274.719,10.803,38044.0
0.004,1.092,0.627,57.922,299.133,7.812,38053.0
-0.124,1.441,0.112,60.303,318.054,11.047,38062.0
-0.235,1.688,-0.571,81.726,339.905,14.343,38071.0
-0.227,1.902,-1.382,112.061,349.243,15.015,38080.0
-0.189,2.062,-2.144,128.54,336.121,12.451,38088.0
-0.097,2.039,-2.99,131.714,302.612,11.292,38097.0
0.095,2.122,-3.573,123.962,238.098,8.85,38106.0
0.314,2.13,-3.87,97.229,149.658,-0.916,38115.0
0.381,1.978,-3.845,46.936,63.293,-30.457,38124.0
0.18,1.771,-3.594,-17.822,-9.705,-78.918,38132.0
-0.194,1.58,-3.178,-75.928,-72.876,-123.535,38141.0
-0.469,1.341,-2.489,-117.065,-130.676,-142.273,38150.0
-0.558,1.074,-1.512,-145.264,-177.551,-140.747,38159.0
-0.59,0.722,-0.407,-168.884,-207.642,-130.127,38167.0
-0.599,0.436,0.777,-202.698,-213.806,-112.183,38176.0
-0.456,0.406,2.02,-249.512,-202.209,-76.66,38185.0
-0.089,0.683,3.179,-286.804,-165.71,-29.419,38194.0
0.279,1.106,4.0,-283.997,-114.807,6.409,38202.0
0.567,1.492,4.0,-221.68,-59.631,19.897,38211.0
0.686,1.498,4.0,-110.962,-3.967,13.55,38220.0
0.716,1.066,4.0,0.61,62.561,-6.104,38229.0
0.782,0.436,3.398,70.068,142.029,-24.78,38237.0
0.559,-0.031,2.513,86.792,212.097,-25.574,38246.0
0.301,-0.091,1.625,76.233,269.165,-20.142,38255.0
0.017,0.051,0.624,71.472,307.19,-3.479,38264.0
-0.082,0.319,-0.45,69.458,317.993,24.963,38273.0
-0.108,0.686,-1.343,62.805,299.377,53.894,38281.0
-0.1,1.097,-2.065,59.387,259.583,72.266,38290.0
-0.204,1.262,-2.748,67.383,213.013,77.881,38299.0
-0.238,1.493,-3.301,66.589,170.654,75.256,38308.0
-0.251,1.666,-3.647,60.913,120.483,66.345,38316.0
-0.242,1.689,-3.866,57.312,57.861,48.096,38325.0
-0.128,1.536,-3.904,38.574,-5.554,21.606,38334.0
-0.12,1.347,-3.52,-16.235,-71.838,-6.042,38343.0
-0.172,1.242,-2.62,-93.75,-140.808,-30.579,38351.0
-0.264,1.066,-1.247,-168.945,-195.007,-42.847,38360.0
-0.31,0.852,0.2,-226.013,-221.436,-38.696,38369.0
-0.146,0.794,1.65,-262.634,-211.06,-13.0,38378.0
0.233,1.152,2.808,-278.198,-163.269,34.18,38387.0
0.712,1.649,3.53,-257.874,-96.497,76.782,38395.0
1.115,1.991,3.862,-198.303,-33.203,88.745,38404.0
1.284,1.937,3.71,-122.375,14.832,72.144,38413.0
1.272,1.523,3.187,-53.589,68.298,38.147,38422.0
1.106,0.942,2.498,-12.939,125.0,8.057,38431.0
0.782,0.505,1.775,2.014,176.697,-9.827,38439.0
0.414,0.332,1.061,3.723,225.708,-14.099,38448.0
0.103,0.336,0.223,6.287,268.311,-5.92,38457.0
-0.175,0.372,-0.747,12.268,296.082,4.944,38465.0
-0.352,0.45,-1.792,19.836,295.898,14.038,38474.0
-0.477,0.57,-2.603,24.841,261.047,18.738,38483.0
-0.629,0.593,-3.149,26.733,205.811,18.738,38492.0
-0.692,0.503,-3.48,14.893,146.79,19.958,38501.0
-0.737,0.401,-3.521,-19.348,90.393,25.146,38509.0
-0.72,0.366,-3.253,-74.524,40.771,31.616,38518.0
-0.638,0.51,-2.634,-136.719,-1.709,43.701,38527.0
-0.48,0.788,-1.768,-184.326,-40.344,64.514,38536.0
-0.22,1.144,-0.82,-207.703,-70.374,90.881,38545.0
0.159,1.515,0.083,-209.656,-80.078,116.211,38553.0
0.581,1.871,0.817,-204.224,-66.833,132.629,38562.0
0.982,2.181,1.314,-195.862,-37.659,133.972,38571.0
1.258,2.395,1.678,-185.181,-0.366,114.258,38579.0
1.354,2.387,1.851,-169.678,40.222,78.918,38588.0
1.354,2.173,1.804,-143.494,80.75,39.185,38597.0
1.228,1.745,1.517,-111.206,117.188,1.953,38606.0
0.955,1.254,1.125,-87.28,152.832,-32.41,38615.0
0.549,0.886,0.745,-71.289,185.974,-62.5,38623.0
0.126,0.67,0.234,-52.734,217.957,-84.229,38632.0
-0.232,0.459,-0.512,-29.724,246.46,-96.741,38641.0
-0.538,0.191,-1.384,-6.287,251.221,-100.464,38650.0
-0.812,-0.042,-2.128,13.672,218.323,-94.666,38659.0
-1.08,-0.16,-2.612,17.578,166.382,-82.764,38667.0
-1.291,-0.271,-2.988,7.263,120.789,-65.796,38676.0
-1.364,-0.327,-3.259,-7.996,80.383,-42.419,38685.0
