aX,aY,aZ,gX,gY,gZ,millis
-0.343,-1.163,-0.002,2.869,-290.649,-200.806,30617
-0.273,-1.306,0.147,47.058,-309.631,-174.316,30625
-0.175,-1.421,0.315,78.552,-345.642,-135.62,30634
-0.091,-1.489,0.546,105.164,-391.235,-83.679,30643
-0.092,-1.544,0.752,140.564,-427.429,-26.855,30652
-0.145,-1.587,0.915,185.791,-430.542,21.118,30660
-0.198,-1.575,1.073,231.689,-399.597,62.866,30669
-0.276,-1.519,1.239,269.47,-351.807,105.042,30678
-0.39,-1.445,1.407,293.762,-307.495,150.696,30686
-0.516,-1.352,1.585,306.03,-290.344,196.96,30695
-0.75,-1.255,1.624,310.059,-308.838,238.525,30704
-0.907,-1.205,1.713,303.223,-325.806,275.269,30713
-1.019,-1.192,1.834,289.062,-319.031,307.251,30722
-1.108,-1.233,2.0,278.381,-292.725,330.627,30730
-1.154,-1.283,2.135,276.611,-249.939,341.736,30739
-1.149,-1.345,2.218,278.32,-195.496,343.445,30748
-1.102,-1.359,2.343,272.583,-143.005,340.393,30757
-1.072,-1.352,2.344,249.512,-104.553,342.224,30766
-1.038,-1.377,2.413,213.501,-78.735,353.027,30774
-0.998,-1.345,2.496,167.053,-57.617,367.249,30783
-1.002,-1.244,2.538,119.141,-38.757,375.671,30792
-0.922,-1.15,2.605,78.308,-5.859,380.859,30801
-0.819,-0.99,2.591,0.977,85.754,378.784,31756
-0.729,-0.937,2.525,-40.527,138.794,374.451,31765
-0.658,-0.891,2.471,-82.947,195.312,369.995,31774
-0.722,-0.851,2.268,-117.615,243.286,364.624,31782
-0.841,-0.824,2.052,-141.602,283.569,352.539,31791
-0.954,-0.707,1.795,-160.828,311.768,331.848,31800
-1.042,-0.544,1.484,-177.185,318.115,301.758,31809
-1.093,-0.396,1.229,-194.397,310.303,266.174,31818
-1.06,-0.231,1.036,-216.858,292.175,228.577,31826
-0.95,-0.026,0.876,-248.535,261.108,187.256,31835
-0.849,0.181,0.734,-288.696,224.365,144.592,31844
-0.767,0.302,0.617,-338.074,188.416,103.088,31853
-0.748,0.352,0.532,-394.043,149.536,59.204,31862
-0.762,0.35,0.45,-446.228,101.563,11.23,31870
-0.731,0.262,0.441,-483.582,51.453,-40.283,31879
-0.707,0.2,0.395,-502.869,6.836,-92.712,31888
-0.655,0.115,0.334,-501.648,-30.334,-140.991,31897
-0.628,0.038,0.233,-487.305,-55.298,-184.021,31906
-0.649,-0.1,0.111,-464.111,-73.792,-218.933,31914
-0.643,-0.144,-0.037,-434.509,-98.511,-247.131,31923
-0.593,-0.184,-0.102,-398.621,-132.202,-268.555,31932
-0.576,-0.238,-0.104,-363.037,-169.617,-281.921,31940
-0.58,-0.286,-0.074,-330.627,-204.834,-287.231,31949
-0.607,-0.365,-0.029,-296.387,-234.497,-286.865,31958
-0.636,-0.448,0.006,-260.071,-254.517,-283.325,31967
-0.696,-0.539,0.05,-220.093,-268.494,-279.175,31976
-0.78,-0.635,0.091,-178.345,-277.1,-274.475,31984
-0.757,-0.705,0.119,-140.076,-283.691,-268.494,31993
-0.73,-0.781,0.158,-108.765,-290.1,-258.118,32002
-0.663,-0.857,0.197,-83.496,-295.898,-239.685,32011
-0.562,-0.907,0.277,-61.157,-307.617,-213.44,32019
-0.465,-0.995,0.376,-28.931,-327.759,-181.274,32028
-0.381,-1.075,0.463,15.259,-344.36,-147.156,32037
-0.353,-1.172,0.594,68.787,-354.492,-110.413,32046
-0.315,-1.284,0.725,125.244,-366.943,-68.542,32055
-0.352,-1.332,0.892,174.805,-383.118,-21.729,32063
-0.468,-1.359,1.013,215.332,-393.494,29.602,32072
-0.621,-1.387,1.131,249.878,-392.395,81.421,32081
-0.743,-1.448,1.265,276.794,-371.826,129.089,32090
-0.837,-1.466,1.421,295.41,-334.595,173.523,32099
-0.902,-1.443,1.627,309.448,-290.71,213.623,32107
-0.961,-1.425,1.802,319.275,-264.954,247.498,32116
-1.087,-1.428,1.874,318.604,-275.146,276.428,32124
-1.199,-1.411,1.902,300.11,-296.204,302.49,32133
-1.203,-1.376,1.962,265.503,-290.771,327.637,32142
-1.154,-1.408,2.03,227.661,-258.423,350.464,32151
-1.086,-1.502,2.125,197.205,-207.336,366.821,32160
-1.078,-1.624,2.117,177.002,-150.452,374.512,32168
-1.086,-1.649,2.187,158.63,-104.309,375.427,32177
-1.031,-1.621,2.075,132.324,-71.594,381.897,32186
-0.999,-1.599,2.051,104.675,-46.936,395.386,32195
-0.841,-1.612,2.088,76.721,-10.132,413.208,32204
-0.714,-1.613,2.132,51.392,31.189,431.824,32213
-0.661,-1.563,2.143,30.579,71.594,448.853,32221
-0.669,-1.523,2.117,13.367,111.511,463.867,32230
-0.714,-1.47,2.03,-2.136,153.32,475.159,32239
-0.758,-1.38,1.957,-14.16,202.82,481.567,32247
-0.761,-1.342,1.872,-22.888,251.953,479.614,32256
-0.785,-1.292,1.739,-32.288,291.931,466.553,32265
-0.791,-1.109,1.53,-48.767,313.11,444.885,32274
-0.762,-0.956,1.284,-66.772,318.115,417.908,32283
-0.67,-0.85,1.129,-85.022,321.35,390.503,32291
-0.546,-0.763,1.03,-101.624,324.036,363.708,32300
-0.472,-0.698,0.923,-118.408,315.796,337.097,32309
-0.393,-0.649,0.849,-136.353,298.523,308.044,32318
-0.321,-0.587,0.757,-156.494,277.222,279.236,32327
-0.239,-0.533,0.655,-178.589,251.77,252.502,32335
-0.163,-0.491,0.531,-201.965,226.99,231.689,32344
-0.139,-0.42,0.494,-223.633,205.078,215.576,32353
-0.136,-0.338,0.457,-240.173,176.697,196.838,32362
-0.126,-0.223,0.39,-260.742,144.165,170.532,32370
-0.075,-0.108,0.336,-290.527,107.849,142.273,32379
-0.031,0.019,0.296,-330.933,67.139,117.798,32388
0.015,0.108,0.279,-379.089,22.888,97.534,32396
-0.006,0.131,0.289,-432.861,-22.583,77.881,32405
-0.016,0.098,0.263,-483.826,-68.604,55.359,32414
-0.031,0.066,0.188,-520.02,-112.061,31.25,32423
-0.066,0.094,0.077,-536.377,-152.161,5.798,32432
-0.055,0.148,-0.015,-535.706,-192.566,-20.874,32440
-0.088,0.165,-0.034,-524.109,-230.713,-46.265,32449
-0.166,0.135,0.009,-505.249,-267.517,-72.205,32458
-0.231,0.149,0.095,-481.873,-305.115,-105.164,32467
-0.239,0.196,0.226,-453.125,-335.327,-142.212,32476
-0.296,0.175,0.343,-418.823,-344.666,-179.382,32484
-0.375,0.048,0.366,-376.16,-335.632,-216.919,32493
-0.415,-0.137,0.312,-320.862,-313.721,-253.967,32501
-0.461,-0.394,0.272,-252.502,-292.114,-286.194,32510
-0.479,-0.592,0.22,-180.359,-286.743,-310.364,32519
-0.489,-0.723,0.196,-114.563,-299.377,-325.317,32528
-0.481,-0.843,0.246,-63.477,-324.829,-324.463,32537
-0.458,-0.924,0.256,-28.137,-361.877,-304.626,32545
-0.399,-1.043,0.315,-1.648,-403.809,-267.7,32554
-0.369,-1.219,0.396,24.536,-444.092,-212.585,32563
-0.34,-1.394,0.503,50.659,-472.9,-145.264,32572
-0.297,-1.598,0.659,72.998,-490.54,-71.716,32581
-0.115,-1.702,0.998,99.976,-496.704,4.028,32590
0.021,-1.797,1.444,160.278,-482.788,73.975,32598
0.021,-1.994,1.642,265.564,-451.904,119.629,32607
-0.046,-2.104,1.73,361.572,-411.499,142.456,32616
-0.173,-1.98,1.837,407.776,-367.737,168.213,32625
-0.343,-1.835,1.924,411.987,-335.51,211.731,32633
-0.608,-1.67,1.944,390.686,-322.998,263.184,32642
-0.805,-1.499,1.99,360.901,-316.162,310.059,32651
-0.941,-1.424,1.997,335.815,-300.171,345.764,32660
-1.014,-1.408,2.085,312.622,-266.357,367.981,32669
-0.971,-1.391,2.176,291.199,-223.083,375.061,32677
-0.792,-1.4,2.255,267.395,-170.166,377.563,32686
-0.639,-1.437,2.312,237.366,-120.911,389.282,32694
-0.517,-1.5,2.37,204.712,-76.538,415.527,32703
-0.454,-1.583,2.382,169.25,-34.851,450.806,32712
-0.463,-1.633,2.35,132.812,4.089,481.934,32721
-0.498,-1.59,2.225,96.985,48.279,495.361,32730
-0.56,-1.47,2.093,69.031,99.06,491.943,32738
-0.56,-1.364,1.952,48.95,147.034,480.347,32747
-0.595,-1.17,1.798,29.602,175.903,464.417,32756
-0.593,-1.005,1.703,15.747,191.406,446.838,32765
-0.587,-0.87,1.657,10.864,209.717,425.049,32774
-0.551,-0.672,1.591,7.08,232.056,398.193,32783
-0.507,-0.514,1.665,-6.714,250.732,369.995,32791
-0.05,-1.46,1.318,148.621,-343.872,-44.495,33326
0.032,-1.552,1.456,165.894,-310.974,5.432,33335
0.026,-1.587,1.535,173.035,-312.012,69.885,33343
-0.148,-1.594,1.555,176.086,-340.088,145.325,33352
-0.435,-1.52,1.563,176.697,-359.314,220.703,33361
-0.753,-1.404,1.607,184.387,-353.76,282.288,33370
-1.038,-1.337,1.66,215.21,-326.782,324.28,33379
-1.139,-1.377,1.689,266.357,-288.574,348.389,33388
-1.193,-1.446,1.747,310.73,-253.784,361.084,33396
-1.227,-1.511,1.857,325.439,-228.455,373.291,33405
-1.243,-1.543,1.894,305.786,-212.769,390.442,33414
-1.221,-1.519,1.96,266.968,-200.562,408.142,33422
-1.14,-1.505,2.017,232.483,-177.612,422.058,33431
-1.132,-1.492,2.102,201.965,-145.447,429.871,33440
-1.099,-1.478,2.192,174.194,-101.013,435.242,33449
-0.958,-1.416,2.213,148.01,-52.49,438.477,33458
-0.843,-1.333,2.268,117.004,-4.944,440.063,33467
-0.76,-1.285,2.348,77.271,44.128,441.04,33475
-0.734,-1.17,2.378,31.616,91.431,434.753,33484
-0.671,-1.051,2.341,-10.559,135.193,421.997,33493
-0.68,-0.963,2.248,-50.476,176.636,412.781,33501
-0.738,-0.841,2.119,-88.379,210.083,405.762,33510
-0.799,-0.736,2.02,-117.188,241.699,396.851,33519
-0.917,-0.599,1.936,-142.151,271.484,381.836,33528
-1.04,-0.37,1.744,-172.668,291.809,353.638,33536
-1.115,-0.15,1.538,-205.566,306.763,313.904,33545
-1.149,0.047,1.423,-236.633,316.895,266.846,33554
-1.128,0.266,1.195,-271.118,309.937,211.121,33563
-0.999,0.438,0.95,-316.467,292.175,151.306,33572
-0.859,0.517,0.866,-379.272,261.475,97.29,33580
-0.812,0.51,0.762,-455.872,213.196,46.448,33589
-0.757,0.492,0.704,-525.94,162.903,-2.502,33598
-0.686,0.385,0.642,-578.247,111.572,-49.316,33607
-0.588,0.269,0.526,-608.826,66.223,-91.37,33616
-0.499,0.109,0.374,-609.192,36.133,-122.62,33624
-0.432,0.006,0.222,-586.365,14.587,-141.846,33633
-0.454,0.002,0.131,-550.537,-10.803,-154.663,33642
-0.523,-0.035,0.042,-511.963,-36.621,-170.288,33651
-0.523,-0.021,-0.113,-476.99,-60.364,-191.772,33659
-0.503,-0.044,-0.223,-445.129,-88.013,-211.792,33668
-0.525,-0.104,-0.269,-413.696,-123.657,-223.511,33677
-0.577,-0.209,-0.258,-377.075,-165.588,-231.506,33686
-0.651,-0.371,-0.231,-331.055,-200.989,-237.305,33694
-0.684,-0.547,-0.218,-275.94,-225.403,-241.821,33703
-0.704,-0.722,-0.203,-218.384,-244.812,-246.155,33712
-0.714,-0.869,-0.193,-166.443,-265.015,-244.141,33720
-0.672,-1.049,-0.149,-122.803,-291.016,-231.079,33729
-0.57,-1.333,-0.047,-81.909,-319.519,-205.017,33738
-0.409,-1.639,0.011,-42.297,-350.281,-163.452,33747
-0.282,-1.871,0.14,-5.737,-383.057,-105.164,33756
-0.181,-1.977,0.275,30.029,-414.856,-34.79,33765
-0.126,-1.962,0.447,68.481,-440.613,37.415,33773
-0.191,-1.835,0.672,113.403,-449.829,103.271,33782
-0.371,-1.748,0.831,172.668,-424.561,143.921,33791
-0.475,-1.698,1.011,238.159,-356.14,159.79,33799
-0.539,-1.655,1.25,289.856,-291.748,165.039,33808
-0.497,-1.654,1.458,315.125,-269.165,175.354,33817
-0.428,-1.734,1.73,312.012,-283.936,203.43,33826
-0.374,-1.858,2.008,287.598,-308.228,252.747,33834
-0.379,-1.987,2.303,257.385,-310.608,315.369,33843
-0.371,-2.066,2.526,235.352,-279.053,376.831,33852
-0.38,-2.079,2.671,220.581,-225.464,430.359,33861
-0.49,-2.053,2.89,210.449,-162.659,477.905,33870
-0.776,-2.023,3.13,206.909,-104.431,512.756,33879
-0.952,-1.871,3.227,200.256,-47.119,515.686,33887
-0.927,-1.651,3.27,186.584,11.902,493.408,33896
-0.809,-1.505,3.337,171.814,65.674,474.548,33904
-0.681,-1.404,3.321,151.367,102.844,468.14,33913
-0.584,-1.233,3.334,124.084,127.197,474.854,33922
-0.562,-1.097,3.336,96.802,152.649,489.014,33931
-0.565,-0.972,3.27,74.158,188.477,494.995,33940
-0.478,-0.864,3.19,57.922,228.21,486.389,33949
-0.367,-0.926,3.047,44.678,266.479,468.384,33957
-0.294,-0.996,2.902,24.597,304.443,449.463,33966
-0.377,-1.084,2.789,-2.014,328.552,432.495,33975
-0.51,-0.927,2.556,-36.255,329.468,405.945,33984
-0.58,-0.721,2.21,-73.547,325.012,377.441,33993
-0.633,-0.597,1.925,-109.253,330.75,359.863,34001
-0.691,-0.474,1.701,-135.986,326.05,344.36,34010
-0.697,-0.262,1.54,-151.062,302.856,317.749,34019
-0.684,-0.018,1.437,-167.114,276.245,281.677,34027
-0.663,0.125,1.408,-199.768,260.193,245.056,34036
-0.733,0.242,1.348,-253.784,247.803,205.261,34045
-0.786,0.329,1.188,-318.726,228.333,155.762,34054
-0.834,0.366,0.978,-388.611,195.862,102.051,34063
-0.856,0.321,0.674,-461.365,153.015,51.758,34071
-0.801,0.232,0.313,-527.771,103.333,9.155,34080
-0.81,0.211,-0.071,-576.233,36.804,-26.978,34089
-0.839,0.257,-0.433,-598.572,-45.471,-61.035,34098
-0.941,0.215,-0.512,-590.271,-132.568,-91.553,34107
-1.019,0.099,-0.364,-567.627,-226.807,-120.422,34115
-1.132,0.024,-0.183,-550.354,-322.388,-149.841,34124
-1.195,-0.061,0.118,-537.292,-395.142,-185.974,34133
-1.291,-0.184,0.336,-525.269,-435.608,-229.492,34141
-1.253,-0.394,0.367,-503.296,-441.162,-277.039,34150
-1.232,-0.638,0.259,-456.665,-422.607,-320.068,34159
-1.172,-0.901,0.132,-381.958,-403.503,-353.271,34168
-1.04,-1.127,0.026,-292.603,-395.203,-370.667,34176
-0.939,-1.293,0.0,-210.632,-401.123,-370.667,34185
-0.809,-1.273,-0.051,-158.63,-420.044,-353.76,34194
-0.721,-1.211,0.067,-135.498,-445.862,-317.139,34203
-0.729,-1.178,0.278,-127.441,-474.67,-266.052,34212
-0.689,-1.212,0.455,-119.019,-496.582,-217.651,34221
-0.615,-1.143,0.755,-101.379,-505.432,-173.645,34229
-0.672,-1.15,1.001,-70.679,-506.287,-140.869,34238
-0.639,-1.214,1.121,-30.273,-489.807,-123.108,34247
-0.555,-1.325,1.193,6.653,-465.027,-117.126,34255
-0.47,-1.497,1.269,32.043,-448.12,-105.591,34264
-0.406,-1.685,1.299,42.175,-443.542,-77.332,34273
-0.434,-1.808,1.357,41.199,-445.129,-30.762,34282
-0.47,-1.846,1.456,33.997,-451.66,28.992,34291
-0.669,-1.772,1.41,33.081,-463.867,91.736,34300
-0.885,-1.729,1.463,50.72,-459.778,143.982,34308
-1.057,-1.706,1.441,89.783,-437.866,174.927,34317
-1.175,-1.685,1.542,142.09,-405.09,183.716,34326
-1.253,-1.666,1.608,182.312,-376.099,187.439,34335
-1.32,-1.593,1.64,193.848,-366.882,201.05,34343
-1.326,-1.586,1.71,180.054,-361.389,229.309,34352
-1.31,-1.575,1.818,155.823,-359.07,262.451,34361
-1.355,-1.555,1.781,101.929,-360.718,342.712,35027
-1.413,-1.592,1.786,80.078,-319.275,378.296,35036
-1.503,-1.665,1.779,70.923,-247.742,398.499,35045
-1.577,-1.609,1.824,76.965,-164.001,396.118,35053
-1.53,-1.543,1.74,93.75,-111.816,382.385,35062
-1.53,-1.421,1.604,97.168,-104.431,377.38,35071
-1.521,-1.317,1.523,80.811,-119.385,385.376,35080
-1.481,-1.289,1.469,56.152,-140.869,396.912,35089
-1.35,-1.33,1.543,25.635,-144.897,407.837,35097
-1.135,-1.452,1.684,-1.038,-123.535,419.128,35106
-0.903,-1.601,1.785,-20.02,-77.271,428.345,35115
-0.814,-1.832,1.798,-34.912,-18.86,436.035,35124
-0.759,-1.973,1.773,-53.65,37.659,446.106,35133
-0.916,-2.009,1.721,-78.674,80.688,462.158,35141
-1.273,-1.859,1.595,-102.173,99.976,469.849,35150
-1.548,-1.525,1.321,-109.68,116.028,459.839,35159
-1.43,-1.151,1.189,-103.577,150.635,433.411,35167
-1.285,-0.953,1.122,-89.661,171.936,396.301,35176
-1.069,-0.878,1.199,-89.783,193.359,363.342,35185
-0.865,-0.811,1.394,-113.77,213.623,341.248,35194
-0.716,-0.763,1.544,-162.231,225.952,326.05,35202
-0.66,-0.822,1.64,-226.135,237.305,314.087,35211
-0.787,-0.853,1.677,-289.307,238.22,298.584,35220
-0.975,-0.795,1.607,-333.374,215.21,269.836,35229
-1.073,-0.665,1.507,-366.15,182.495,229.736,35238
-1.127,-0.483,1.419,-406.25,145.447,185.669,35246
-1.216,-0.38,1.318,-461.182,106.201,140.564,35255
-1.261,-0.161,1.142,-524.658,64.758,86.06,35264
-1.286,-0.066,1.113,-582.703,29.724,25.269,35273
-1.318,-0.031,1.114,-631.226,-5.249,-37.415,35282
-1.312,-0.057,1.188,-668.03,-38.879,-93.018,35290
-1.314,-0.147,1.205,-688.232,-67.81,-136.169,35299
-1.343,-0.19,1.251,-692.322,-92.773,-171.448,35308
-1.333,-0.219,1.182,-684.753,-124.695,-209.656,35317
-1.318,-0.215,0.97,-663.574,-159.119,-253.662,35326
-1.3,-0.301,0.809,-619.324,-185.913,-292.664,35334
-1.244,-0.375,0.682,-555.054,-216.553,-323.059,35343
-1.279,-0.388,0.66,-479.187,-246.521,-346.741,35352
-1.217,-0.312,0.571,-402.954,-264.771,-369.69,35361
-1.145,-0.271,0.506,-333.252,-265.015,-388.733,35369
-1.093,-0.31,0.49,-274.536,-259.155,-396.729,35378
-1.028,-0.315,0.473,-229.431,-261.658,-395.935,35387
-0.977,-0.368,0.511,-196.472,-267.944,-387.817,35395
-0.957,-0.42,0.519,-178.894,-274.658,-375.549,35404
-0.844,-0.511,0.44,-170.776,-281.86,-358.582,35413
-0.74,-0.577,0.5,-161.377,-288.818,-333.679,35422
-0.66,-0.67,0.521,-147.705,-296.57,-306.824,35430
-0.558,-0.737,0.515,-133.179,-299.194,-283.508,35439
-0.478,-0.827,0.492,-116.943,-297.546,-259.399,35448
-0.462,-0.962,0.474,-99.121,-294.189,-229.614,35457
-0.437,-1.076,0.404,-86.365,-296.875,-196.228,35466
-0.436,-1.067,0.28,-78.491,-308.411,-163.147,35474
-0.415,-1.089,0.227,-58.594,-319.336,-127.747,35483
-0.416,-1.086,0.205,-28.748,-324.951,-91.064,35492
-0.46,-1.086,0.251,11.536,-331.299,-54.81,35501
-0.543,-1.1,0.328,55.054,-337.219,-21.179,35510
-0.636,-1.098,0.413,91.125,-345.215,7.935,35518
-0.709,-1.115,0.518,118.286,-358.215,34.729,35527
-0.8,-1.143,0.655,137.756,-375.122,61.096,35536
-0.905,-1.169,0.79,152.222,-389.343,86.182,35544
-1.01,-1.222,0.935,167.908,-394.531,105.591,35553
-1.077,-1.317,1.074,185.852,-385.254,118.469,35562
-1.114,-1.399,1.21,197.449,-365.417,128.113,35571
-1.16,-1.484,1.341,197.144,-341.858,141.907,35580
-1.177,-1.514,1.484,184.143,-319.763,163.635,35588
-1.203,-1.514,1.585,165.344,-310.059,194.946,35597
-1.285,-1.522,1.628,143.311,-309.937,232.727,35606
-1.402,-1.504,1.669,115.845,-305.969,270.691,35615
-1.548,-1.468,1.683,91.614,-301.88,303.284,35624
-1.722,-1.403,1.689,82.153,-304.932,328.003,35632
-1.906,-1.335,1.72,87.524,-305.42,348.083,35641
-2.023,-1.306,1.783,99.243,-293.457,364.502,35650
-2.052,-1.302,1.853,105.469,-270.63,380.005,35659
-1.995,-1.337,1.979,99.182,-244.263,399.109,35668
-1.927,-1.351,2.109,87.952,-216.187,421.387,35676
-1.801,-1.456,2.233,77.698,-179.81,443.97,35685
-1.65,-1.567,2.373,62.256,-141.296,462.219,35693
-1.531,-1.611,2.446,36.743,-102.783,476.624,35702
-1.473,-1.741,2.488,2.319,-55.237,490.54,35711
-1.523,-1.751,2.402,-45.776,-3.784,495.911,35720
-1.55,-1.693,2.237,-100.098,40.527,489.258,35729
-1.539,-1.574,2.045,-150.879,84.473,484.924,35737
-1.623,-1.458,1.84,-187.622,132.69,487.244,35746
-1.708,-1.288,1.636,-202.881,183.411,487.488,35755
-1.715,-1.123,1.566,-198.914,231.018,479.553,35764
-1.67,-0.995,1.54,-185.974,273.499,464.905,35773
-1.588,-0.871,1.567,-181.885,307.983,445.618,35781
-1.511,-0.827,1.619,-189.941,327.942,419.373,35790
-1.504,-0.671,1.529,-213.013,334.473,381.653,35799
-1.48,-0.55,1.386,-242.371,335.205,337.402,35808
-1.492,-0.467,1.183,-272.644,328.674,292.175,35817
-1.479,-0.318,0.941,-300.293,307.312,242.92,35825
-1.417,-0.153,0.765,-327.698,271.179,185.913,35834
-1.269,-0.083,0.687,-361.084,225.708,126.465,35843
-1.166,-0.078,0.669,-402.893,173.218,72.083,35851
-1.042,-0.133,0.817,-443.848,126.77,25.574,35860
-0.954,-0.191,0.874,-477.539,86.487,-13.123,35869
-0.912,-0.186,0.85,-505.188,56.824,-48.889,35878
-0.91,-0.214,0.776,-525.757,45.776,-77.332,35886
-0.923,-0.238,0.646,-539.307,42.786,-101.318,35895
-0.924,-0.279,0.518,-544.128,32.166,-124.878,35904
-0.912,-0.317,0.373,-541.87,6.836,-150.757,35913
-0.893,-0.288,0.199,-533.936,-32.043,-180.603,35922
-0.766,-0.306,0.103,-516.235,-77.576,-205.322,35931
-0.725,-0.302,0.052,-493.225,-128.174,-222.778,35939
-0.719,-0.305,0.038,-464.6,-175.232,-237.183,35948
-0.676,-0.349,0.083,-426.575,-203.552,-248.84,35957
-0.692,-0.422,0.089,-377.075,-223.083,-259.46,35966
-0.73,-0.505,0.08,-317.017,-232.483,-270.325,35974
-0.707,-0.521,0.027,-256.592,-236.633,-281.25,35983
-0.657,-0.494,-0.023,-204.285,-248.169,-292.297,35992
-0.589,-0.496,0.006,-161.316,-260.132,-293.335,36001
-0.558,-0.514,0.035,-126.953,-274.048,-283.508,36010
-0.524,-0.549,0.046,-98.083,-295.715,-268.799,36018
-0.511,-0.63,0.092,-70.618,-320.74,-248.23,36027
-0.533,-0.747,0.167,-43.518,-346.497,-223.328,36035
-0.561,-0.9,0.269,-12.512,-370.972,-198.242,36044
-0.523,-1.004,0.285,21.667,-393.555,-175.72,36053
-0.479,-1.082,0.307,58.533,-415.71,-152.344,36062
-0.703,-1.491,0.714,214.05,-471.252,-6.165,36825
-0.773,-1.525,0.853,240.356,-466.98,24.17,36834
-0.805,-1.577,1.027,255.127,-449.829,53.833,36842
-0.855,-1.577,1.23,260.864,-431.213,87.219,36851
-0.89,-1.563,1.371,258.789,-421.387,123.901,36860
-0.946,-1.509,1.483,245.85,-424.744,162.842,36869
-1.027,-1.456,1.552,223.816,-427.246,202.82,36878
-1.104,-1.408,1.583,197.693,-409.485,239.197,36886
-1.19,-1.377,1.569,173.706,-376.648,266.052,36895
-1.259,-1.387,1.568,153.442,-339.844,285.278,36904
-1.33,-1.471,1.506,134.827,-305.664,303.345,36912
-1.381,-1.54,1.477,113.77,-279.419,324.036,36921
-1.463,-1.636,1.495,93.75,-262.695,347.717,36930
-1.517,-1.713,1.53,79.59,-246.338,373.108,36939
-1.489,-1.738,1.603,74.707,-224.121,395.02,36948
-1.444,-1.768,1.683,75.928,-197.998,411.682,36956
-1.414,-1.773,1.777,73.12,-168.762,421.326,36965
-1.327,-1.788,1.878,58.044,-134.216,429.382,36974
-1.212,-1.802,1.967,27.161,-94.482,443.42,36983
-1.109,-1.848,2.013,-12.024,-45.105,463.44,36992
-1.092,-1.934,2.055,-53.833,11.108,486.45,37000
-1.172,-1.958,1.998,-93.628,69.153,507.874,37009
-1.36,-1.904,1.922,-128.113,123.413,523.804,37018
-1.457,-1.743,1.888,-154.053,169.922,524.841,37026
-1.454,-1.516,1.902,-174.011,212.402,499.573,37035
-1.426,-1.356,1.81,-193.909,252.014,455.933,37044
-1.326,-1.226,1.693,-226.44,289.49,417.786,37053
-1.231,-1.251,1.573,-263.977,319.641,396.179,37062
-1.132,-1.226,1.508,-287.354,337.28,387.207,37070
-1.061,-1.089,1.517,-288.452,345.398,375.366,37079
-1.002,-0.993,1.579,-272.4,352.722,352.905,37088
-0.989,-0.886,1.659,-262.695,359.802,316.162,37097
-1.009,-0.619,1.617,-268.86,345.947,265.686,37105
-0.933,-0.389,1.499,-291.138,317.2,213.989,37114
-0.852,-0.208,1.267,-336.792,285.583,170.349,37123
-0.744,-0.137,1.014,-398.926,249.634,137.512,37132
-0.692,-0.144,0.824,-463.989,201.233,107.971,37141
-0.575,-0.172,0.677,-517.7,139.832,80.933,37149
-0.495,-0.147,0.548,-557.983,85.754,60.913,37158
-0.46,-0.135,0.469,-577.759,41.748,49.316,37167
-0.504,-0.111,0.393,-582.581,3.235,37.354,37175
-0.543,-0.072,0.259,-581.543,-34.119,19.226,37184
-0.518,0.019,0.116,-578.186,-75.073,-4.211,37193
-0.545,0.057,0.105,-567.993,-123.962,-28.625,37202
-0.602,0.061,0.116,-553.894,-177.917,-56.824,37211
-0.662,0.074,0.117,-535.645,-222.656,-90.393,37220
-0.661,0.083,0.149,-509.033,-252.747,-127.625,37228
-0.656,0.056,0.188,-475.098,-270.02,-165.771,37237
-0.653,-0.018,0.201,-434.204,-275.085,-202.087,37246
-0.674,-0.162,0.182,-382.629,-271.851,-235.291,37254
-0.695,-0.294,0.104,-328.674,-269.348,-266.418,37263
-0.66,-0.411,0.034,-279.663,-276.428,-291.077,37272
-0.619,-0.572,0.033,-234.619,-289.917,-302.429,37281
-0.578,-0.726,0.066,-198.425,-308.35,-300.415,37290
-0.496,-0.831,0.095,-170.776,-333.374,-285.889,37298
-0.426,-0.874,0.142,-146.423,-361.389,-259.277,37307
-0.38,-0.925,0.202,-121.094,-392.151,-223.389,37316
-0.431,-0.996,0.231,-92.529,-424.622,-180.237,37325
-0.522,-1.019,0.234,-61.462,-460.449,-135.193,37334
-0.63,-1.023,0.297,-22.339,-496.277,-91.003,37342
-0.796,-1.104,0.423,28.992,-523.315,-50.415,37351
-0.96,-1.244,0.604,86.06,-539.001,-20.63,37360
-0.972,-1.373,0.882,149.109,-544.434,-1.648,37368
-0.911,-1.458,1.121,224.915,-541.199,6.287,37377
-0.891,-1.557,1.294,295.837,-516.785,7.935,37386
-0.881,-1.671,1.486,334.961,-478.394,18.188,37395
-0.849,-1.688,1.656,335.022,-452.759,44.617,37403
-0.856,-1.633,1.782,307.617,-443.42,84.595,37412
-0.918,-1.566,1.882,265.747,-437.256,129.028,37421
-1.003,-1.422,1.86,222.534,-423.401,167.542,37430
-1.137,-1.266,1.83,187.561,-392.944,197.021,37439
-1.263,-1.119,1.76,159.851,-349.731,215.881,37448
-1.31,-1.047,1.654,133.667,-306.03,226.868,37456
-1.347,-1.026,1.587,107.971,-275.269,238.281,37465
-1.36,-1.046,1.523,85.571,-256.653,253.601,37474
-1.353,-1.145,1.442,67.078,-242.004,275.269,37482
-1.305,-1.324,1.383,54.138,-227.966,304.138,37491
-1.287,-1.501,1.421,54.81,-214.478,341.003,37500
