aX,aY,aZ,gX,gY,gZ,millis
-1.336,-1.668,1.528,78.735,-200.867,383.057,37509
-1.426,-1.817,1.66,116.211,-183.899,421.265,37518
-1.506,-1.864,1.828,149.414,-162.048,444.946,37526
-1.525,-1.835,1.965,165.771,-136.108,454.834,37535
-1.532,-1.721,2.078,152.588,-105.896,456.726,37544
-1.47,-1.626,2.141,108.582,-68.726,457.825,37553
-1.419,-1.527,2.117,37.292,-31.555,462.646,37562
-1.394,-1.483,2.038,-43.274,4.028,472.29,37570
-1.354,-1.507,1.947,-111.267,45.532,482.3,37579
-1.258,-1.628,1.829,-157.593,96.375,490.662,37588
-1.17,-1.684,1.708,-179.077,149.841,496.887,37596
-1.197,-1.726,1.689,-170.959,197.754,502.197,37605
-1.396,-1.581,1.622,-139.954,233.215,495.361,37614
-1.448,-1.23,1.627,-111.45,260.925,469.36,37623
-1.429,-0.898,1.56,-102.966,284.241,433.777,37632
-1.415,-0.61,1.479,-117.737,302.124,398.315,37640
-1.343,-0.346,1.329,-155.334,307.861,360.657,37649
-1.292,-0.105,1.177,-210.632,291.443,316.895,37658
-1.207,0.051,1.09,-277.161,249.817,260.132,37667
-1.03,0.042,1.144,-348.755,190.674,189.758,37676
-0.821,0.134,1.154,-419.861,123.352,118.774,37684
-0.628,0.136,1.152,-480.042,69.58,61.462,37693
-0.437,0.086,1.192,-529.602,48.096,26.672,37702
-0.348,0.078,1.163,-565.674,43.884,11.169,37710
-0.381,0.094,1.067,-585.51,46.265,5.798,37719
-0.5,0.111,0.905,-598.083,49.255,-3.235,37728
-0.613,0.121,0.721,-609.314,43.274,-24.109,37737
-0.753,0.215,0.447,-620.239,20.996,-57.922,37746
-0.811,0.324,0.158,-625.488,-11.536,-100.037,37754
-0.813,0.321,-0.033,-615.356,-48.157,-144.104,37763
-0.851,0.25,-0.154,-591.37,-97.473,-185.852,37772
-0.924,0.112,-0.172,-560.059,-160.828,-222.046,37781
-0.99,-0.122,-0.057,-521.484,-223.694,-252.686,37790
-1.056,-0.292,0.017,-479.187,-280.823,-281.067,37798
-1.052,-0.528,0.1,-427.673,-322.754,-305.42,37807
-1.018,-0.768,0.106,-365.784,-348.328,-321.899,37816
-0.927,-0.948,0.056,-292.847,-362.122,-330.933,37825
-0.828,-1.132,0.09,-215.088,-366.455,-327.515,37833
-0.734,-1.191,0.165,-148.376,-377.563,-310.12,37842
-0.707,-1.16,0.104,-96.802,-407.349,-285.217,37851
-0.599,-1.136,0.291,-56.824,-425.11,-252.93,37859
-0.625,-1.665,0.445,199.28,-410.339,-61.707,38412
-0.709,-1.731,0.562,240.051,-426.453,-15.076,38421
-0.87,-1.796,0.75,286.011,-446.228,35.095,38430
-1.013,-1.814,0.991,326.904,-458.069,82.886,38438
-1.132,-1.781,1.264,349.609,-459.534,121.826,38447
-1.254,-1.73,1.454,350.769,-450.745,152.344,38456
-1.314,-1.628,1.576,330.322,-434.998,179.504,38465
-1.365,-1.513,1.614,293.091,-419.8,204.041,38473
-1.394,-1.484,1.597,247.559,-399.841,226.379,38482
-1.401,-1.495,1.558,199.402,-375.366,249.146,38491
-1.426,-1.51,1.506,157.715,-351.379,275.574,38500
-1.43,-1.593,1.464,132.751,-325.623,305.359,38508
-1.489,-1.73,1.501,122.437,-301.086,332.764,38517
-1.65,-1.698,1.507,118.042,-283.02,353.638,38526
-1.741,-1.652,1.56,123.169,-264.404,368.469,38535
-1.743,-1.602,1.696,135.498,-241.211,377.502,38544
-1.693,-1.574,1.822,140.625,-213.074,380.432,38552
-1.563,-1.563,1.949,127.502,-181.335,381.775,38561
-1.381,-1.58,2.073,99.182,-149.292,385.681,38570
-1.175,-1.642,2.201,60.486,-112.976,395.691,38579
-1.032,-1.7,2.283,15.808,-71.96,414.124,38587
-0.941,-1.822,2.288,-27.832,-25.024,436.768,38596
-1.051,-1.844,2.199,-69.58,22.339,452.332,38605
-1.128,-1.745,2.005,-106.506,67.444,455.322,38614
-1.182,-1.629,1.84,-139.221,107.605,450.867,38622
-1.206,-1.449,1.622,-170.227,142.639,446.655,38631
-1.21,-1.267,1.474,-188.782,179.993,439.514,38640
-1.179,-1.046,1.414,-193.237,216.003,426.208,38649
-1.099,-0.881,1.444,-191.345,244.141,403.015,38658
-0.981,-0.767,1.5,-195.618,265.93,372.986,38666
-0.863,-0.733,1.544,-221.619,280.334,343.811,38675
-0.818,-0.679,1.532,-262.207,280.701,315.735,38684
-0.825,-0.612,1.45,-307.617,266.174,284.241,38693
-0.833,-0.517,1.308,-353.027,241.699,249.329,38702
-0.813,-0.395,1.118,-394.592,210.632,211.487,38710
-0.799,-0.245,0.983,-430.054,174.927,173.645,38719
-0.773,-0.123,0.88,-462.28,139.404,136.658,38728
-0.772,-0.019,0.787,-493.835,107.727,98.999,38736
-0.76,0.037,0.71,-525.391,77.271,57.861,38745
-0.734,0.06,0.652,-554.871,45.837,12.451,38754
-0.66,0.051,0.585,-574.036,20.447,-29.602,38763
-0.663,0.044,0.528,-579.468,2.014,-63.721,38771
-0.677,-0.003,0.495,-575.623,-15.198,-95.398,38780
-0.667,-0.056,0.393,-567.139,-36.194,-129.211,38789
-0.662,-0.075,0.202,-554.382,-59.387,-164.307,38798
-0.613,-0.101,-0.016,-533.691,-88.806,-199.524,38807
-0.553,-0.166,-0.158,-499.268,-124.084,-226.135,38815
-0.531,-0.242,-0.214,-453.369,-163.391,-239.441,38824
-0.547,-0.251,-0.201,-403.503,-206.665,-248.718,38833
-0.554,-0.321,-0.15,-351.99,-242.249,-257.69,38842
-0.61,-0.378,-0.086,-298.889,-265.93,-268.005,38851
-0.654,-0.446,-0.04,-248.535,-279.48,-283.142,38859
-0.678,-0.489,-0.044,-206.665,-291.504,-300.171,38868
-0.66,-0.521,-0.068,-172.852,-310.364,-311.279,38877
-0.659,-0.622,-0.037,-145.996,-331.299,-307.983,38886
-0.654,-0.733,0.053,-122.864,-353.638,-290.71,38895
-0.629,-0.815,0.097,-97.961,-384.827,-268.677,38903
-0.611,-0.879,0.145,-71.655,-417.419,-246.704,38912
-0.564,-0.991,0.259,-41.382,-437.622,-219.604,38921
-0.513,-1.133,0.372,-5.432,-446.594,-189.331,38930
-0.483,-1.287,0.466,35.095,-446.655,-158.386,38938
-0.5,-1.44,0.552,82.397,-442.993,-125.0,38947
-0.567,-1.645,0.698,133.179,-437.317,-83.984,38956
-0.59,-1.664,0.809,176.758,-436.646,-42.114,38965
-0.633,-1.664,0.989,207.336,-440.43,-1.709,38973
-0.711,-1.663,1.189,221.802,-439.27,49.133,38982
-0.822,-1.645,1.389,224.06,-435.852,104.187,38991
-0.989,-1.586,1.526,221.68,-429.871,155.884,39000
-1.168,-1.486,1.603,219.849,-418.03,201.538,39009
-1.348,-1.339,1.638,219.299,-398.437,239.014,39017
-1.471,-1.231,1.684,219.543,-372.559,269.226,39026
-1.526,-1.222,1.758,217.285,-345.703,295.166,39034
-1.555,-1.26,1.828,207.153,-323.486,316.101,39043
-1.518,-1.278,1.872,188.965,-300.781,335.144,39052
-1.441,-1.345,1.923,171.692,-271.729,356.995,39061
-1.405,-1.473,1.997,161.987,-242.31,381.287,39070
-1.394,-1.604,1.999,154.236,-213.867,407.532,39078
-1.432,-1.672,2.071,144.47,-185.242,435.425,39087
-1.542,-1.785,2.211,139.526,-155.457,460.571,39096
-1.611,-1.783,2.306,128.662,-120.728,469.971,39105
-1.591,-1.683,2.384,108.765,-81.848,455.811,39114
-1.45,-1.588,2.435,77.82,-41.26,434.021,39122
-1.263,-1.487,2.435,27.1,-3.296,422.729,39131
-1.083,-1.459,2.395,-32.166,34.79,426.941,39140
-0.972,-1.474,2.328,-89.172,80.75,442.261,39149
-0.972,-1.49,2.225,-133.24,134.827,463.074,39158
-1.069,-1.446,2.106,-164.429,193.787,483.337,39166
-1.207,-1.382,2.041,-190.979,241.882,492.249,39175
-1.374,-1.372,1.936,-219.299,267.395,474.792,39184
-1.354,-1.066,1.759,-258.423,270.63,427.612,39193
-1.219,-0.811,1.536,-296.753,262.634,371.948,39201
-1.064,-0.657,1.42,-323.608,261.108,326.477,39210
-0.954,-0.535,1.347,-336.548,255.676,286.926,39219
-0.865,-0.449,1.286,-342.163,245.911,246.582,39228
-0.83,-0.362,1.221,-354.065,233.459,206.726,39237
-0.809,-0.272,1.097,-380.371,213.257,167.969,39245
-0.777,-0.162,0.916,-423.645,180.908,131.653,39254
-0.703,-0.018,0.75,-481.262,138.306,100.708,39263
-0.639,0.086,0.59,-538.452,86.731,72.205,39272
-0.613,0.129,0.459,-583.984,35.583,41.443,39280
-0.606,0.124,0.375,-610.291,-5.249,9.583,39289
-0.596,0.084,0.329,-611.389,-36.072,-24.536,39298
-0.583,0.025,0.258,-589.294,-62.317,-65.735,39307
-0.601,0.015,0.128,-548.218,-87.891,-112.854,39315
-0.583,-0.011,-0.022,-493.896,-111.328,-162.048,39324
-0.578,-0.047,-0.149,-434.204,-128.357,-206.299,39333
-0.515,-0.078,-0.245,-374.939,-144.104,-244.08,39342
-0.471,-0.174,-0.302,-314.514,-156.25,-272.034,39351
-0.469,-0.247,-0.377,-257.69,-170.227,-289.551,39359
-0.432,-0.324,-0.347,-208.008,-189.941,-301.025,39368
-0.481,-0.354,-0.336,-169.922,-219.238,-309.631,39376
-0.485,-0.374,-0.365,-142.822,-262.878,-316.345,39385
-0.632,-0.429,-0.378,-125.671,-310.608,-317.139,39394
-0.632,-0.459,-0.277,-125.061,-338.806,-310.73,39403
-0.633,-0.548,-0.089,-131.531,-369.995,-298.279,39412
-0.658,-0.679,0.021,-132.629,-401.428,-285.706,39420
-0.609,-0.711,0.1,-128.418,-416.016,-276.794,39429
-0.57,-0.826,0.219,-110.107,-412.354,-267.456,39438
-0.562,-0.962,0.308,-76.721,-396.423,-258.057,39447
-0.945,-0.9,1.004,93.384,-378.418,34.668,40368
-1.127,-0.863,1.086,117.126,-379.089,75.867,40376
-1.317,-0.827,1.186,136.963,-384.949,114.197,40385
-1.482,-0.852,1.317,156.677,-391.174,149.414,40394
-1.57,-0.912,1.502,176.453,-393.555,183.533,40403
-1.688,-1.004,1.687,192.2,-393.494,216.492,40412
-1.812,-1.132,1.861,202.454,-390.32,245.972,40420
-1.91,-1.201,2.005,205.505,-381.897,273.071,40429
-2.01,-1.24,2.084,199.524,-366.333,300.354,40438
-2.03,-1.253,2.101,185.852,-341.064,324.829,40446
-2.01,-1.281,2.067,167.053,-310.181,348.267,40455
-1.996,-1.294,2.086,148.56,-277.954,372.009,40464
-1.951,-1.348,2.131,138.428,-244.08,396.057,40473
-1.834,-1.453,2.242,130.249,-204.773,418.335,40482
-1.674,-1.524,2.325,113.037,-165.222,436.523,40490
-1.552,-1.537,2.34,79.651,-124.207,451.05,40499
-1.479,-1.528,2.241,31.006,-76.721,466.553,40508
-1.447,-1.523,2.132,-25.635,-21.545,486.511,40517
-1.51,-1.54,2.005,-78.491,36.194,507.812,40525
-1.578,-1.551,1.863,-117.676,94.238,522.278,40534
-1.649,-1.56,1.751,-140.442,141.846,525.146,40543
-1.646,-1.545,1.707,-152.649,182.495,516.602,40552
-1.644,-1.396,1.666,-158.569,211.731,497.559,40561
-1.651,-1.168,1.564,-157.227,231.995,467.529,40569
-1.523,-0.967,1.557,-157.41,267.517,434.082,40578
-1.366,-0.824,1.47,-174.5,297.424,400.146,40587
-1.257,-0.795,1.425,-205.383,310.669,371.643,40595
-1.209,-0.726,1.373,-243.591,302.063,344.36,40604
-1.152,-0.583,1.258,-274.902,274.902,307.434,40613
-1.09,-0.375,1.119,-294.8,244.385,260.437,40622
-0.999,-0.212,1.031,-306.763,216.614,212.341,40631
-0.939,-0.042,0.964,-323.547,186.707,168.03,40640
-0.872,0.081,0.904,-353.149,158.447,126.831,40648
-0.834,0.142,0.832,-393.372,134.583,87.158,40657
-0.807,0.164,0.756,-434.692,110.474,47.913,40666
-0.759,0.155,0.72,-469.238,87.708,11.78,40674
-0.739,0.169,0.66,-494.568,64.575,-22.156,40683
-0.703,0.214,0.498,-510.986,42.664,-59.265,40692
-0.676,0.223,0.332,-519.775,26.733,-94.604,40701
-0.652,0.223,0.171,-519.348,8.118,-126.404,40710
-0.661,0.177,0.047,-505.676,-15.137,-155.884,40718
-0.637,0.083,-0.029,-483.582,-38.94,-182.922,40727
-0.585,-0.002,-0.108,-456.116,-65.002,-208.313,40736
-0.576,-0.043,-0.222,-423.95,-93.445,-233.215,40745
-0.53,-0.081,-0.319,-387.756,-119.873,-258.057,40753
-0.489,-0.156,-0.36,-348.511,-150.757,-275.757,40762
-0.529,-0.249,-0.391,-309.082,-188.293,-285.339,40771
-0.545,-0.329,-0.341,-275.696,-217.529,-289.612,40780
-0.551,-0.432,-0.347,-247.742,-245.483,-291.809,40788
-0.526,-0.537,-0.258,-223.083,-268.372,-293.335,40797
-0.556,-0.65,-0.236,-195.618,-298.035,-290.039,40806
-0.502,-0.691,-0.185,-166.016,-318.665,-287.048,40815
-0.448,-0.798,-0.121,-130.981,-329.895,-279.053,40824
-0.393,-0.899,-0.05,-94.116,-332.947,-264.282,40832
-0.358,-1.014,0.043,-57.434,-335.327,-245.483,40841
-0.277,-1.093,0.094,-28.381,-339.844,-222.839,40850
-0.202,-1.109,0.156,-7.324,-349.67,-194.275,40859
-0.141,-1.154,0.271,11.475,-359.436,-153.809,40867
-0.183,-1.161,0.396,29.114,-367.737,-104.736,40876
-0.253,-1.14,0.499,49.866,-374.268,-54.871,40885
-0.356,-1.13,0.624,75.806,-375.122,-6.592,40894
-0.511,-1.099,0.741,103.821,-371.521,39.856,40903
-0.694,-1.024,0.84,130.859,-367.371,82.092,40911
-0.913,-0.937,0.911,154.175,-365.845,118.042,40920
-1.125,-0.877,1.001,174.561,-366.699,150.269,40929
-1.289,-0.921,1.14,191.833,-368.103,180.054,40937
-1.427,-0.99,1.292,203.613,-369.812,206.848,40946
-1.532,-1.07,1.47,211.487,-370.178,230.713,40955
-1.66,-1.11,1.601,214.6,-366.882,250.061,40964
-1.749,-1.137,1.713,210.632,-361.877,266.052,40973
-1.811,-1.165,1.825,202.026,-354.004,282.41,40981
-1.875,-1.217,1.921,193.054,-340.271,300.476,40990
-1.922,-1.281,2.057,186.157,-322.449,320.129,40999
-1.937,-1.383,2.234,185.303,-301.208,339.6,41008
-1.907,-1.461,2.449,184.082,-275.085,354.736,41017
-1.835,-1.53,2.601,176.453,-241.333,368.164,41025
-1.718,-1.592,2.749,157.776,-199.524,385.376,41034
-1.626,-1.641,2.839,129.639,-153.259,406.86,41042
-1.536,-1.67,2.892,91.919,-101.379,430.115,41051
-1.444,-1.718,2.901,44.434,-43.091,455.444,41060
-1.543,-1.749,2.829,-14.099,14.221,478.76,41069
-1.734,-1.679,2.631,-78.186,70.862,492.981,41078
-1.805,-1.538,2.394,-133.118,129.395,490.479,41087
-1.832,-1.358,2.106,-175.354,182.922,473.938,41095
-1.769,-1.161,1.934,-199.463,224.792,450.073,41104
-1.635,-0.913,1.885,-206.543,253.479,422.424,41113
-1.476,-0.825,1.825,-196.167,278.564,393.433,41122
-1.339,-0.753,1.85,-183.35,307.617,367.065,41130
-1.232,-0.677,1.807,-184.326,328.613,347.9,41139
-1.203,-0.634,1.759,-197.021,342.041,332.153,41148
-1.209,-0.575,1.639,-223.755,350.952,316.65,41157
-1.31,-0.543,1.519,-261.108,352.173,294.922,41165
-1.459,-0.427,1.241,-308.838,338.501,260.62,41174
-1.396,-0.208,0.859,-364.624,308.594,214.233,41183
-1.225,0.003,0.572,-428.528,268.005,161.926,41192
-1.146,0.037,0.298,-492.92,218.079,114.075,41201
-1.028,0.035,0.186,-553.955,163.086,67.566,41209
-0.919,-0.074,0.145,-598.755,106.812,19.531,41218
-0.817,-0.227,0.166,-619.08,62.073,-25.574,41227
-0.729,-0.339,0.112,-619.324,31.006,-65.857,41236
-0.639,-0.418,-0.013,-600.22,12.207,-99.792,41245
-0.564,-0.525,-0.163,-568.909,-3.418,-125.916,41253
-0.504,-0.499,-0.361,-533.203,-29.663,-148.804,41262
-0.427,-0.537,-0.499,-490.051,-68.176,-169.434,41271
-0.367,-0.575,-0.553,-441.589,-110.413,-182.007,41279
-0.295,-0.53,-0.573,-390.869,-158.936,-188.66,41288
-0.25,-0.498,-0.439,-341.125,-203.796,-189.758,41297
-0.295,-0.461,-0.362,-294.434,-244.507,-190.674,41306
-0.299,-0.375,-0.316,-251.16,-276.55,-196.594,41315
-0.256,-0.337,-0.239,-211.548,-289.795,-201.599,41324
-0.31,-0.316,-0.202,-175.171,-304.81,-203.491,41332
-0.344,-0.299,-0.066,-140.198,-323.12,-207.764,41341
-0.426,-0.31,-0.003,-104.553,-351.257,-213.379,41350
-0.534,-0.301,0.03,-68.115,-383.972,-221.436,41358
-0.548,-0.304,0.096,-32.471,-404.602,-228.821,41367
-0.54,-0.375,0.212,1.526,-412.598,-232.178,41376
-0.549,-0.452,0.282,36.865,-416.565,-232.971,41385
-0.547,-0.571,0.389,70.618,-414.246,-229.675,41394
-0.531,-0.688,0.487,97.412,-410.767,-220.764,41402
-0.465,-1.168,1.037,118.774,-388.611,-63.171,41954
-0.539,-1.169,1.125,122.314,-379.211,-18.188,41963
-0.672,-1.135,1.177,127.014,-367.676,26.489,41972
-0.833,-1.077,1.219,128.662,-356.262,70.19,41981
-1.006,-0.991,1.257,125.793,-349.121,110.962,41990
-1.155,-0.922,1.292,120.789,-345.276,147.888,41999
-1.242,-0.923,1.357,115.845,-339.417,181.213,42007
-1.306,-0.957,1.411,111.45,-330.872,211.975,42016
-1.356,-1.004,1.459,109.375,-318.726,241.333,42025
-1.418,-1.048,1.487,109.131,-300.964,269.104,42033
-1.432,-1.106,1.532,106.14,-276.001,294.739,42042
-1.476,-1.118,1.536,98.999,-252.625,317.261,42051
-1.508,-1.15,1.523,91.003,-229.98,336.365,42060
-1.503,-1.162,1.531,85.205,-209.412,353.516,42069
-1.465,-1.143,1.553,85.327,-192.383,368.469,42077
-1.41,-1.129,1.587,85.876,-172.668,380.066,42086
-1.35,-1.129,1.6,80.566,-149.17,389.16,42095
-1.293,-1.147,1.633,66.406,-122.986,397.095,42104
-1.265,-1.161,1.693,46.326,-93.384,407.41,42112
-1.278,-1.222,1.751,22.949,-62.561,421.387,42121
-1.342,-1.328,1.836,-4.517,-34.668,430.908,42130
-1.386,-1.322,1.864,-35.828,-15.564,425.842,42139
-1.37,-1.275,1.874,-60.364,0.793,411.804,42148
-1.285,-1.244,1.839,-75.684,30.029,398.926,42156
-1.205,-1.214,1.814,-86.609,70.74,391.052,42165
-1.116,-1.213,1.797,-100.098,111.816,389.526,42174
-1.089,-1.209,1.784,-116.76,150.085,393.005,42183
-1.134,-1.25,1.734,-133.423,187.317,395.081,42191
-1.145,-1.151,1.735,-148.926,217.712,391.785,42200
-1.121,-1.068,1.66,-165.649,236.755,380.31,42209
-1.114,-1.021,1.64,-180.542,250.854,364.624,42218
-1.052,-0.91,1.673,-194.275,256.714,342.834,42227
-0.976,-0.782,1.672,-206.299,248.657,313.843,42235
-0.898,-0.69,1.695,-218.933,241.577,282.227,42244
-0.837,-0.593,1.694,-235.291,235.779,251.282,42253
-0.792,-0.499,1.678,-257.568,222.961,221.497,42262
-0.768,-0.424,1.623,-289.124,208.252,192.871,42270
-0.74,-0.336,1.57,-330.566,191.833,167.358,42279
-0.707,-0.32,1.528,-383.667,173.279,147.156,42288
-0.735,-0.321,1.404,-437.317,154.236,127.319,42297
-0.765,-0.265,1.253,-484.619,135.803,103.821,42305
-0.737,-0.178,1.105,-522.4,112.366,72.937,42314
-0.688,-0.148,0.994,-549.255,91.736,38.574,42323
-0.685,-0.14,0.895,-562.744,74.951,6.165,42332
-0.701,-0.17,0.742,-562.683,58.716,-27.527,42340
-0.688,-0.18,0.502,-551.941,39.551,-65.979,42349
-0.689,-0.187,0.268,-529.236,18.188,-102.661,42358
-0.673,-0.217,0.028,-496.338,-8.545,-136.536,42367
-0.658,-0.285,-0.131,-454.468,-40.222,-168.701,42376
-0.681,-0.323,-0.263,-407.532,-78.674,-199.341,42384
-0.677,-0.348,-0.323,-356.506,-123.474,-226.868,42393
-0.686,-0.334,-0.326,-309.387,-170.776,-252.441,42402
-0.714,-0.298,-0.296,-274.231,-216.125,-279.724,42410
-0.668,-0.287,-0.132,-248.718,-246.033,-306.824,42419
-0.709,-0.385,-0.178,-221.924,-285.461,-329.59,42428
-0.711,-0.471,-0.161,-195.068,-310.669,-349.976,42437
-0.638,-0.597,-0.149,-177.307,-310.73,-358.826,42446
-0.574,-0.684,-0.06,-166.626,-320.374,-352.966,42454
-0.49,-0.74,-0.071,-161.682,-337.219,-337.341,42463
-0.453,-0.741,-0.041,-157.471,-368.469,-311.218,42472
-0.441,-0.777,0.037,-150.146,-403.809,-279.297,42481
-0.347,-0.758,0.104,-138.306,-429.565,-247.375,42490
-0.288,-0.815,0.241,-118.164,-447.144,-215.332,42499
-0.276,-0.919,0.37,-84.473,-455.261,-183.716,42507
-0.273,-1.002,0.44,-37.72,-448.975,-157.654,42516
-0.317,-1.054,0.481,16.418,-429.871,-139.465,42525
-0.393,-1.107,0.557,67.322,-403.442,-121.582,42533
-0.468,-1.13,0.648,104.797,-383.362,-96.436,42542
-0.516,-1.148,0.785,128.113,-377.441,-63.965,42551
-0.69,-1.124,0.876,138.672,-379.15,-26.123,42560
-0.775,-1.077,0.972,141.418,-377.869,9.216,42569
-0.892,-1.038,1.054,138.916,-373.291,40.649,42577
-1.033,-0.99,1.126,137.817,-372.437,69.702,42586
-1.14,-0.936,1.213,142.578,-370.178,95.032,42595
-1.235,-0.907,1.266,148.499,-366.577,116.76,42603
-1.259,-0.907,1.34,150.391,-363.647,137.329,42612
-1.238,-0.953,1.422,146.545,-358.398,160.889,42621
-1.242,-0.992,1.451,135.925,-348.694,188.232,42630
-1.256,-1.002,1.468,121.155,-332.153,217.957,42639
-1.308,-1.03,1.454,107.117,-309.998,249.023,42647
-1.379,-1.055,1.457,96.436,-287.781,280.212,42656
-1.471,-1.098,1.475,90.82,-267.151,310.608,42665
-1.581,-1.137,1.519,89.539,-250.366,336.914,42674
-1.631,-1.135,1.524,91.003,-239.014,351.99,42682
-1.691,-1.118,1.561,93.079,-229.797,357.178,42691
-1.736,-1.113,1.636,97.9,-216.003,359.985,42700
-1.757,-1.135,1.741,105.286,-198.853,361.938,42709
-1.706,-1.177,1.889,109.68,-178.955,362.854,42718
-1.598,-1.215,2.075,107.727,-154.846,364.38,42726
-1.463,-1.273,2.223,97.412,-123.84,367.981,42735
-1.276,-1.324,2.285,72.632,-85.327,373.413,42744
-1.135,-1.391,2.316,33.569,-40.894,384.094,42753
-1.084,-1.504,2.292,-13.916,7.629,398.621,42761
-1.109,-1.557,2.13,-70.862,53.65,408.203,42770
-1.152,-1.51,1.93,-124.756,87.769,406.311,42779
-1.196,-1.416,1.613,-163.269,116.455,401.55,42788
-1.228,-1.322,1.399,-180.847,154.419,400.024,42797
-1.28,-1.234,1.226,-174.133,191.101,396.545,42805
-1.2,-1.156,1.129,-149.719,226.685,389.771,42814
-1.069,-1.119,1.113,-119.69,259.277,383.972,42823
-0.896,-1.106,1.169,-98.938,280.029,383.301,42832
-0.818,-1.07,1.192,-91.248,285.461,387.451,42840
-0.743,-1.046,1.222,-96.069,281.555,390.259,42849
-0.75,-0.955,1.212,-112.915,266.113,381.104,42858
-0.758,-0.827,1.187,-138.0,246.643,353.271,42867
-0.709,-0.725,1.088,-170.166,231.689,311.218,42875
-0.601,-0.63,0.973,-205.261,219.36,266.174,42884
-0.505,-0.567,0.867,-231.995,199.951,226.135,42893
-0.458,-0.538,0.732,-249.207,178.04,194.885,42902
-0.347,-0.508,0.693,-262.39,165.71,171.692,42910
-0.324,-0.458,0.61,-269.836,150.574,152.71,42919
-0.303,-0.351,0.647,-274.719,135.315,136.169,42928
-0.285,-0.223,0.633,-287.903,119.202,117.615,42937
-0.307,-0.092,0.59,-313.11,103.821,97.595,42946
-0.354,-0.017,0.526,-346.008,81.848,75.134,42954
-0.369,0.025,0.434,-381.409,50.293,47.913,42963
-0.368,0.073,0.342,-413.33,17.334,20.691,42972
-0.401,0.131,0.26,-435.608,-13.733,-5.859,42980
-0.407,0.154,0.175,-447.754,-42.786,-34.729,42989
-0.469,-0.982,1.19,103.882,-313.293,-53.467,43612
-0.525,-0.991,1.21,87.769,-307.434,-14.16,43621
-0.585,-0.994,1.216,78.369,-299.072,22.522,43629
-0.64,-0.994,1.197,76.782,-288.818,57.739,43638
-0.71,-0.996,1.164,79.529,-276.184,92.896,43647
-0.785,-1.01,1.147,86.182,-260.803,128.784,43656
-0.893,-1.005,1.126,95.764,-245.422,164.246,43665
-0.956,-1.025,1.15,109.375,-229.187,197.937,43673
-1.033,-1.07,1.181,122.559,-213.135,230.042,43682
-1.115,-1.117,1.233,128.174,-200.684,257.141,43691
-1.167,-1.096,1.258,124.268,-191.162,276.978,43700
-1.202,-1.063,1.257,114.197,-179.687,289.185,43709
-1.206,-1.042,1.245,98.938,-164.795,296.753,43717
-1.182,-1.028,1.207,78.918,-149.414,300.354,43726
-1.127,-1.044,1.208,57.19,-135.193,304.016,43735
-1.078,-1.114,1.221,39.49,-124.207,313.538,43744
-1.005,-1.213,1.257,30.396,-114.075,330.444,43752
-0.917,-1.338,1.345,33.325,-101.257,354.187,43761
-0.889,-1.484,1.477,46.265,-82.764,382.812,43770
-0.984,-1.598,1.589,61.584,-57.617,410.889,43779
-1.153,-1.49,1.59,74.28,-33.203,421.326,43788
-1.289,-1.358,1.542,83.801,-9.644,412.17,43796
-1.345,-1.183,1.438,82.52,14.343,393.372,43805
-1.298,-1.072,1.344,70.129,39.856,374.39,43814
-1.215,-1.017,1.261,48.34,55.664,359.497,43822
-1.086,-1.044,1.216,20.02,62.561,349.121,43831
-0.911,-1.134,1.224,-6.958,69.702,342.102,43840
-0.737,-1.249,1.273,-25.452,79.59,338.196,43849
-0.61,-1.344,1.303,-27.71,92.896,339.294,43858
-0.527,-1.389,1.342,-19.775,114.807,345.215,43866
-0.553,-1.403,1.371,-10.132,137.329,351.135,43875
-0.661,-1.337,1.365,-4.15,148.499,348.389,43884
-0.733,-1.188,1.37,-7.446,151.855,332.275,43893
-0.691,-1.015,1.36,-23.804,150.696,303.955,43902
-0.588,-0.886,1.318,-50.842,139.404,270.142,43910
-0.456,-0.874,1.325,-82.031,125.732,242.31,43919
-0.312,-0.862,1.429,-110.657,112.0,223.694,43928
-0.22,-0.843,1.554,-131.653,96.13,210.571,43936
-0.148,-0.858,1.687,-146.24,94.727,199.219,43945
-0.113,-0.838,1.801,-159.973,115.662,191.589,43954
-0.15,-0.822,1.841,-177.917,145.203,187.927,43963
-0.254,-0.795,1.819,-203.308,169.8,181.091,43972
-0.351,-0.651,1.621,-233.398,176.086,165.771,43981
-0.418,-0.518,1.427,-266.663,173.218,147.217,43989
-0.415,-0.394,1.259,-304.81,163.452,130.493,43998
-0.438,-0.266,1.126,-347.046,143.066,115.417,44007
-0.51,-0.146,0.996,-389.954,114.746,97.107,44016
-0.56,-0.078,0.909,-431.763,84.351,72.266,44024
-0.615,-0.054,0.828,-469.849,52.185,40.466,44033
-0.703,-0.01,0.711,-499.268,21.118,2.93,44041
-0.759,0.008,0.532,-517.639,-3.235,-40.466,44050
-0.769,0.013,0.326,-523.743,-22.095,-86.609,44059
-0.823,0.027,0.078,-518.616,-43.518,-132.019,44068
-0.861,0.026,-0.085,-504.395,-72.571,-178.345,44077
-0.854,-0.035,-0.199,-481.323,-106.323,-222.351,44086
-0.844,-0.14,-0.248,-452.271,-141.052,-261.047,44094
-0.844,-0.276,-0.287,-419.861,-174.255,-292.175,44103
-0.829,-0.431,-0.332,-386.353,-202.942,-314.209,44112
