millis,aX,aY,aZ,gX,gY,gZ
12939,-0.174,0.152,0.963,-0.366,3.479,3.479
12948,-0.171,0.152,0.964,-0.183,3.296,3.540
12956,-0.184,0.142,0.962,0.427,2.380,3.540
12965,-0.171,0.152,0.969,0.183,2.441,3.235
12974,-0.172,0.152,0.964,0.122,2.869,2.869
12983,-0.171,0.153,0.968,0.122,2.869,2.747
12992,-0.170,0.154,0.967,-0.122,2.563,2.747
13001,-0.171,0.153,0.966,-0.793,2.686,3.052
13009,-0.171,0.154,0.963,-1.099,2.869,3.418
13018,-0.170,0.155,0.960,-1.282,2.869,3.540
13027,-0.172,0.152,0.964,-0.916,3.052,3.540
13036,-0.173,0.151,0.962,-0.488,2.869,3.418
13045,-0.180,0.153,0.958,-0.122,2.869,3.174
13053,-0.170,0.149,0.986,0.000,2.991,2.869
13062,-0.171,0.156,0.952,-1.343,3.357,2.991
13071,-0.170,0.156,0.955,-0.183,2.808,2.808
13079,-0.170,0.152,0.968,0.854,2.747,2.869
13088,-0.170,0.154,0.962,0.793,2.686,3.113
13097,-0.170,0.154,0.964,0.854,2.869,3.113
13106,-0.170,0.154,0.963,0.854,2.930,3.052
13115,-0.171,0.151,0.964,0.793,2.808,3.296
13123,-0.171,0.150,0.967,0.977,2.686,2.991
13132,-0.171,0.152,0.965,0.732,2.747,2.747
13141,-0.170,0.153,0.964,0.793,2.686,2.686
13150,-0.170,0.155,0.962,1.099,2.747,2.686
13159,-0.171,0.155,0.963,1.038,2.686,2.869
13167,-0.172,0.154,0.966,0.977,2.808,2.930
13176,-0.173,0.151,0.968,0.854,2.930,3.052
13185,-0.171,0.152,0.964,0.305,2.930,3.052
13193,-0.171,0.154,0.961,0.244,2.747,2.930
13202,-0.170,0.153,0.962,0.610,2.686,3.052
13211,-0.170,0.154,0.964,0.549,2.808,2.930
13220,-0.170,0.154,0.965,0.488,2.930,2.991
13228,-0.170,0.153,0.963,0.244,3.052,3.235
13237,-0.171,0.151,0.966,0.549,2.869,3.235
13246,-0.170,0.151,0.966,0.793,2.869,2.930
13255,-0.170,0.153,0.962,0.732,2.808,2.747
13264,-0.170,0.153,0.964,0.793,2.869,2.686
13273,-0.170,0.153,0.965,0.610,2.930,2.625
18157,-0.332,-0.600,1.251,-15.747,35.339,16.357
18165,0.333,0.730,1.063,-32.104,37.109,50.842
18174,-0.022,-0.140,1.165,-25.696,18.921,24.353
18183,-0.170,-0.128,0.995,-19.104,-1.953,3.784
18192,-0.229,-0.022,0.896,-25.940,-1.648,1.831
18201,-0.145,-0.055,0.914,-14.648,-1.038,-5.554
18209,-0.076,0.083,0.859,4.089,-0.549,-2.747
18218,-0.143,0.142,0.843,28.625,-4.883,1.160
18227,-0.212,0.302,0.822,50.781,-5.005,6.592
18236,-0.224,0.423,0.843,69.336,-3.662,11.597
18245,-0.257,0.551,0.903,80.078,-2.869,20.203
18253,-0.274,1.147,1.108,75.745,-1.282,27.283
18262,-0.177,1.292,1.105,33.020,0.183,24.719
18271,0.004,1.576,0.918,-21.057,-2.502,20.874
18280,0.070,2.576,0.972,-17.273,-13.489,7.568
18289,-0.231,2.917,0.003,48.218,-14.893,-6.226
18297,-0.328,2.331,-0.747,61.584,30.518,0.549
18306,-0.031,1.103,0.177,-34.851,80.750,-3.113
18315,-1.151,1.127,2.149,-139.954,104.797,-51.392
18324,-1.350,1.629,0.710,-87.524,95.642,-169.006
18332,0.438,-0.175,0.850,-173.218,-9.277,-386.230
18341,-0.009,-1.305,0.733,-105.957,-29.419,-336.670
18350,-0.565,-1.711,1.724,36.865,-36.987,-100.464
18359,-0.160,-1.522,1.536,42.603,-45.105,-44.495
18367,-0.337,-1.205,1.326,19.226,-37.659,-37.903
18376,-0.278,-1.121,1.291,10.132,-28.503,-35.583
18385,-0.209,-1.322,1.295,9.766,-24.414,-32.410
18394,-0.342,-1.232,1.325,12.146,-15.625,-10.132
18402,-0.271,-0.153,0.985,14.465,-4.883,10.254
18411,-0.221,0.081,0.945,30.640,-11.597,21.667
18420,-0.264,0.205,0.935,40.161,-17.883,33.264
18429,-0.175,0.217,0.970,40.466,-13.855,29.907
18437,-0.211,0.298,0.924,35.522,-9.644,20.020
18446,-0.233,0.379,0.935,25.635,-6.104,6.042
18455,-0.203,0.432,0.918,15.381,-5.249,-3.784
18464,-0.155,0.408,0.922,7.507,-1.221,-8.423
18473,-0.126,0.289,0.934,2.136,1.526,-13.672
18481,-0.104,0.211,0.954,-1.526,3.540,-16.235
18490,-0.133,0.197,0.957,-1.282,3.601,-13.489
18499,-0.142,0.189,0.974,0.000,3.784,-11.719
18508,-0.199,0.263,0.871,2.747,2.441,-12.207
18516,-0.072,0.121,1.019,8.911,-1.404,-15.076
18525,-0.132,0.228,0.968,6.531,-1.221,-6.653
18534,-0.143,0.214,0.979,8.484,-7.080,-7.202
18543,-0.161,0.229,0.964,7.629,-8.606,-9.155
18551,-0.148,0.197,0.983,6.104,-8.362,-10.742
18560,-0.160,0.214,0.954,3.906,-6.226,-12.695
18569,-0.161,0.255,0.931,2.197,-4.333,-13.306
18578,-0.161,0.237,0.943,1.343,-3.052,-12.939
18587,-0.145,0.211,0.952,1.221,-1.526,-11.963
18595,-0.145,0.196,0.949,1.221,-0.427,-7.996
18604,-0.157,0.192,0.948,1.770,0.793,-3.723
18613,-0.166,0.197,0.946,3.174,1.953,-0.671
18622,-0.172,0.207,0.954,3.967,2.747,1.282
18631,-0.176,0.216,0.962,4.150,3.662,1.709
18639,-0.171,0.210,0.967,3.113,3.967,1.038
18648,-0.173,0.215,0.961,0.977,4.089,-0.183
18657,-0.176,0.218,0.955,-0.671,4.211,-1.221
18665,-0.166,0.220,0.962,-1.892,5.188,-1.404
18674,-0.159,0.214,0.959,-2.197,4.761,-1.709
18683,-0.157,0.211,0.954,-1.831,3.601,-2.014
18692,-0.153,0.211,0.957,-1.038,3.113,-2.136
18701,-0.153,0.215,0.956,-0.610,2.625,-1.953
18709,-0.179,0.271,0.919,0.000,2.258,-1.831
18718,-0.132,0.172,0.997,2.747,0.427,-3.662
18727,-0.143,0.202,0.960,0.793,1.648,-2.869
18735,-0.144,0.212,0.945,-0.488,2.441,-0.366
18744,-0.144,0.219,0.951,0.732,2.808,0.610
18753,-0.150,0.227,0.956,1.709,3.174,1.465
18762,-0.154,0.230,0.959,1.587,3.296,1.831
18771,-0.156,0.220,0.958,0.427,3.662,1.160
18779,-0.161,0.216,0.955,-0.671,4.089,0.610
18788,-0.150,0.206,0.963,-1.648,5.310,0.916
18797,-0.152,0.218,0.958,-1.648,4.944,1.526
18806,-0.156,0.214,0.957,-1.404,3.967,1.343
18814,-0.157,0.219,0.956,-1.282,3.967,1.465
18823,-0.154,0.212,0.962,-1.343,3.601,1.465
18832,-0.153,0.219,0.957,-1.465,3.296,1.831
18841,-0.153,0.213,0.958,-1.282,2.991,2.136
18850,-0.156,0.212,0.945,-0.793,2.869,2.686
18858,-0.155,0.219,0.956,0.610,2.686,2.930
18867,-0.156,0.219,0.959,1.099,2.686,2.991
18876,-0.155,0.219,0.957,0.366,2.808,3.113
18885,-0.152,0.221,0.954,0.183,2.930,3.235
18894,-0.148,0.222,0.951,0.305,2.747,3.174
18902,-0.149,0.222,0.952,0.366,2.869,3.296
18911,-0.154,0.218,0.952,0.549,3.296,3.418
18920,-0.152,0.218,0.957,0.916,3.357,3.357
18928,-0.152,0.217,0.959,1.160,3.052,3.296
18937,-0.153,0.217,0.958,0.854,2.991,3.418
18946,-0.152,0.216,0.958,0.671,2.869,3.479
18955,-0.155,0.219,0.956,0.488,2.930,3.479
18964,-0.157,0.222,0.955,0.183,2.991,3.601
18972,-0.157,0.223,0.955,-0.061,2.930,3.784
18981,-0.155,0.219,0.956,-0.244,3.052,3.662
18990,-0.154,0.219,0.957,-0.427,3.052,3.601
18999,-0.153,0.220,0.956,-0.610,3.235,3.723
19008,-0.153,0.223,0.956,-1.221,3.540,3.540
19016,-0.154,0.225,0.954,-1.587,3.601,3.296
19025,-0.154,0.222,0.954,-1.709,3.540,2.869
19034,-0.155,0.218,0.956,-1.526,3.479,2.686
19042,-0.155,0.216,0.957,-1.221,3.235,2.747
19051,-0.154,0.218,0.956,-1.221,3.052,2.930
19060,-0.153,0.218,0.952,-1.221,2.930,3.052
19069,-0.153,0.221,0.951,-0.549,2.930,3.052
19078,-0.151,0.224,0.955,0.122,3.052,2.991
19086,-0.153,0.223,0.955,0.244,2.991,3.174
19095,-0.151,0.223,0.954,0.244,2.869,3.052
19104,-0.152,0.224,0.953,0.061,2.869,2.991
19113,-0.151,0.224,0.954,0.122,2.930,3.052
19122,-0.154,0.226,0.947,0.183,2.869,2.991
19130,-0.153,0.227,0.962,0.916,2.747,2.869
19139,-0.154,0.218,0.958,0.000,2.991,2.502
19148,-0.152,0.217,0.952,-0.671,3.113,2.319
19156,-0.153,0.222,0.951,0.122,2.869,2.686
19165,-0.154,0.225,0.955,0.671,2.441,2.930
19174,-0.154,0.228,0.957,0.732,2.502,2.869
19183,-0.154,0.225,0.956,0.183,2.686,2.502
19192,-0.152,0.221,0.953,-0.488,2.808,2.319
20235,-0.284,-0.795,1.182,53.711,-7.385,52.002
20244,-0.442,-1.094,1.131,23.071,4.944,58.716
20253,-0.087,-1.212,1.321,16.541,11.597,52.856
20261,-0.268,-0.604,1.071,11.108,12.634,68.420
20270,-0.217,-0.799,1.295,13.855,6.958,77.759
20279,-0.179,-0.110,0.850,-5.859,12.390,85.632
20288,-0.412,-0.451,1.152,4.822,7.141,96.802
20297,-0.011,-0.103,0.950,-14.954,20.020,95.459
20305,-0.447,-0.119,1.051,-9.888,12.756,102.417
20314,-0.010,-0.341,1.114,-23.376,22.461,91.980
20323,-0.411,0.900,0.675,-28.442,20.325,86.365
20332,-0.298,0.451,1.083,-3.967,7.507,76.538
20341,0.009,0.348,0.875,-32.043,25.269,72.754
20349,-0.489,1.435,0.515,-21.484,14.099,74.280
20358,-0.128,0.627,1.135,3.235,7.690,53.406
20367,-0.064,0.510,0.898,-28.625,23.560,49.438
20375,-0.344,1.328,0.349,-22.644,14.587,49.011
20384,-0.173,0.863,1.029,0.732,1.648,32.288
20393,-0.066,0.544,1.059,-16.113,16.418,25.818
20402,-0.197,1.041,0.467,-19.836,27.527,32.410
20411,-0.177,1.087,0.854,-2.502,12.146,25.696
20419,-0.085,0.642,1.023,-4.944,-1.465,18.372
20428,-0.156,0.777,0.742,-10.620,12.634,19.714
20437,-0.176,0.874,0.826,-6.897,8.606,17.700
20446,-0.124,0.634,0.954,-6.409,0.488,9.399
20455,-0.173,0.667,0.812,-8.423,6.104,8.972
20463,-0.180,0.608,0.867,-6.226,4.456,7.019
20472,-0.177,0.470,0.898,-4.395,2.747,3.052
20481,-0.201,0.424,0.833,-2.197,5.188,2.869
20490,-0.147,0.283,0.969,-0.122,3.357,0.122
20498,-0.168,0.223,1.000,-2.136,2.014,-2.563
20507,-0.232,0.176,0.944,-2.808,4.028,-3.235
20516,-0.162,0.114,0.985,-3.418,10.559,-0.305
20525,-0.173,0.086,0.986,-1.831,7.812,1.404
20534,-0.172,0.111,0.988,-0.549,4.578,3.174
20542,-0.170,0.135,0.978,0.366,3.052,3.845
20551,-0.164,0.147,0.973,0.854,1.709,3.967
20559,-0.164,0.153,0.962,1.221,1.892,4.761
20568,-0.158,0.166,0.980,0.854,1.282,6.165
20577,-0.149,0.197,0.953,1.831,0.549,7.263
20586,-0.145,0.209,0.957,1.465,0.793,6.470
20595,-0.140,0.213,0.953,1.465,0.854,5.005
20603,-0.138,0.208,0.958,1.404,1.099,3.967
20612,-0.137,0.194,0.965,1.221,1.465,3.296
20621,-0.139,0.182,0.965,0.977,1.831,3.174
20630,-0.139,0.181,0.966,0.793,2.014,3.296
20639,-0.143,0.179,0.967,0.244,2.136,3.357
20648,-0.152,0.192,0.915,-0.183,4.211,4.333
20656,-0.121,0.157,0.994,0.122,6.958,5.493
20665,-0.150,0.187,0.960,1.465,1.953,4.089
20673,-0.146,0.190,0.964,0.916,1.953,3.662
20682,-0.144,0.186,0.963,0.549,2.319,3.296
20691,-0.143,0.187,0.961,0.488,2.625,3.174
20700,-0.141,0.188,0.963,0.610,2.625,3.113
20709,-0.140,0.187,0.956,0.366,2.686,3.418
20717,-0.144,0.183,0.960,0.854,2.747,3.296
20726,-0.148,0.180,0.962,1.343,2.991,3.418
20735,-0.148,0.177,0.965,1.831,3.357,3.662
20744,-0.150,0.178,0.969,1.953,3.479,3.784
20753,-0.150,0.179,0.969,1.343,3.418,3.845
20762,-0.147,0.176,0.967,0.488,3.296,3.784
20770,-0.148,0.178,0.967,-0.244,3.357,3.845
20779,-0.144,0.176,0.963,-0.427,3.418,3.967
20788,-0.142,0.180,0.960,-0.122,3.418,4.150
20797,-0.143,0.185,0.956,0.671,3.174,4.456
20805,-0.141,0.189,0.963,1.282,3.052,4.944
20814,-0.144,0.189,0.961,1.221,3.296,5.188
20823,-0.150,0.184,0.965,0.854,3.540,5.066
20832,-0.151,0.185,0.966,0.671,3.540,4.883
20840,-0.154,0.188,0.965,0.549,3.418,4.517
20849,-0.161,0.178,0.965,-0.061,3.418,3.479
20858,-0.154,0.172,0.966,-0.183,3.235,2.563
20867,-0.152,0.180,0.963,0.061,2.808,2.441
20876,-0.147,0.181,0.962,0.122,2.808,2.441
20884,-0.145,0.185,0.963,0.122,2.869,2.563
20893,-0.146,0.190,0.963,0.183,2.747,2.747
20902,-0.147,0.195,0.960,0.000,2.930,2.808
20910,-0.147,0.181,0.967,-0.366,3.235,2.258
20919,-0.146,0.178,0.963,-0.610,3.357,2.014
20928,-0.146,0.170,0.962,-0.427,3.357,2.197
20937,-0.147,0.177,0.968,0.000,3.418,2.380
20946,-0.149,0.177,0.964,0.183,3.418,2.563
20954,-0.147,0.176,0.969,0.183,3.235,2.441
20963,-0.142,0.176,0.968,0.244,2.869,2.502
20972,-0.146,0.182,0.961,0.427,2.441,2.930
20981,-0.147,0.184,0.964,0.610,2.441,3.113
20989,-0.144,0.185,0.965,0.671,2.502,3.357
20998,-0.145,0.186,0.962,0.427,2.625,3.540
21007,-0.146,0.186,0.964,0.366,2.380,3.662
21016,-0.146,0.181,0.966,0.061,2.625,3.479
21024,-0.146,0.190,0.965,-0.244,2.808,3.418
21033,-0.148,0.184,0.962,-0.488,2.686,3.174
21042,-0.147,0.181,0.963,-0.488,2.258,2.686
21051,-0.145,0.188,0.964,-0.061,2.136,2.808
21059,-0.143,0.184,0.962,-0.122,2.136,2.991
21068,-0.146,0.176,0.962,0.000,2.136,3.052
21077,-0.144,0.177,0.966,0.000,2.380,3.174
21086,-0.149,0.178,0.963,0.244,2.258,3.357
21095,-0.155,0.173,0.972,0.305,2.441,3.296
21104,-0.150,0.167,0.973,0.305,1.831,4.333
21112,-0.150,0.193,0.965,0.732,0.854,6.531
21121,-0.205,0.208,0.977,1.038,-0.549,10.315
21130,-0.242,0.167,0.888,-0.183,-3.113,20.447
21139,-0.082,0.205,1.007,-2.136,5.371,27.039
21147,-0.139,0.191,0.965,-0.793,1.709,23.376
21156,-0.140,0.180,0.953,-2.747,1.404,22.034
21165,-0.142,0.164,0.971,-2.258,2.258,20.264
21173,-0.141,0.146,0.972,-1.831,1.953,18.311
21182,-0.122,0.169,0.959,-1.526,1.587,15.442
21191,-0.062,0.183,0.943,-1.709,2.747,8.911
21200,-0.164,0.180,0.940,-4.456,9.094,2.197
21209,-0.171,0.173,0.974,-7.874,14.099,-1.526
21217,-0.159,0.177,0.965,-7.690,12.146,-1.404
21226,-0.157,0.190,0.964,-8.606,12.756,-1.038
21235,-0.168,0.222,0.980,-8.545,12.390,-0.427
21244,-0.164,0.192,0.959,-6.653,8.728,1.648
21253,-0.150,0.191,0.969,-4.761,5.859,2.014
21261,-0.150,0.185,0.960,-5.005,5.310,1.770
21270,-0.142,0.196,0.961,-5.554,5.554,1.038
21980,0.224,0.612,0.818,37.659,-31.189,-21.301
21989,-0.141,0.809,0.845,4.395,-8.545,-14.404
21998,-0.081,1.003,0.814,5.493,-11.353,-14.893
22006,-0.033,1.120,0.725,17.151,-20.020,-15.503
22015,-0.034,1.198,0.721,10.742,-13.306,-18.799
22024,-0.057,1.120,0.778,2.747,-4.761,-23.987
22033,-0.102,1.078,0.766,-0.305,-3.418,-25.635
22042,-0.099,1.112,0.774,3.357,-5.981,-30.090
22051,-0.072,1.063,0.727,8.850,-11.169,-35.889
22059,-0.118,0.949,0.755,3.418,-6.409,-39.856
22068,-0.158,0.870,0.772,-6.775,4.944,-44.128
22076,-0.131,0.682,0.859,-5.981,8.118,-49.744
22085,-0.072,0.567,0.831,-4.089,7.019,-52.124
22094,-0.118,0.112,1.004,2.563,7.202,-51.941
22103,-0.073,0.213,0.911,-3.235,14.465,-45.593
22112,-0.121,0.073,1.060,-9.583,21.606,-37.231
22120,-0.099,-0.096,1.094,1.587,15.991,-30.823
22129,-0.207,-0.307,1.119,4.639,3.662,-26.428
22138,-0.128,-0.290,1.159,2.136,-1.343,-24.780
22147,-0.245,-0.147,1.009,2.319,-6.592,-19.165
22156,-0.203,-0.346,1.032,10.193,-10.010,-17.090
22165,-0.172,-0.475,1.081,10.254,-6.409,-19.592
22173,-0.179,-0.704,1.177,8.423,-4.272,-29.480
22182,-0.223,-0.693,1.170,3.967,-1.221,-34.729
22191,-0.192,-0.831,1.238,3.479,-0.854,-32.043
22200,-0.205,-0.810,1.188,-0.061,1.038,-26.550
22208,-0.143,-0.725,1.155,-1.526,2.136,-21.790
22217,-0.135,-0.864,1.231,-0.732,-1.953,-18.127
22226,-0.252,-0.808,1.223,-7.080,-1.587,-12.634
22234,-0.298,-0.579,1.111,-11.353,-1.587,-9.216
22243,-0.297,-0.311,1.022,-10.559,-6.104,-9.644
22252,-0.262,-0.090,0.919,-3.662,-11.597,-13.184
22261,-0.247,0.038,0.893,5.493,-8.850,-15.503
22270,-0.325,0.249,0.945,8.606,1.099,-16.663
22278,-0.216,0.247,1.005,12.756,6.287,-13.489
22287,-0.168,0.251,0.991,12.756,2.747,-8.484
22296,-0.212,0.434,0.915,8.423,0.244,-0.671
22305,0.063,0.174,0.931,-0.732,6.836,9.888
22314,-0.453,0.663,0.727,-7.751,19.104,29.663
22322,-0.140,0.406,1.061,10.925,6.897,10.132
22331,-0.196,0.346,0.923,-0.610,4.028,7.935
22339,-0.139,0.296,0.945,-0.793,1.038,6.653
22348,-0.117,0.176,0.964,3.418,-0.977,6.958
22358,-0.115,0.146,0.962,2.014,-0.732,6.042
22366,-0.105,0.146,0.970,1.343,0.488,5.066
22375,-0.099,0.152,0.965,2.136,-0.122,4.150
22383,-0.107,0.189,0.956,1.526,0.244,2.258
22392,-0.119,0.203,0.951,-0.183,1.770,0.732
22401,-0.110,0.203,0.953,-0.427,3.296,0.610
22410,-0.117,0.223,0.963,0.793,4.456,0.854
22419,-0.122,0.234,0.962,1.709,4.333,0.916
22428,-0.115,0.242,0.963,1.709,3.784,0.916
22436,-0.127,0.242,0.961,1.709,2.197,1.526
22445,-0.128,0.233,0.953,1.526,1.526,1.892
22454,-0.135,0.238,0.960,0.793,2.625,1.648
22463,-0.140,0.233,0.951,-0.122,3.479,1.465
22472,-0.145,0.209,0.946,-0.854,3.967,1.038
22480,-0.142,0.217,0.967,-0.305,4.517,0.732
22489,-0.147,0.212,0.959,-0.366,4.639,0.488
22497,-0.141,0.209,0.959,-1.282,4.395,-0.183
22506,-0.133,0.219,0.963,-0.854,3.662,-0.671
22515,-0.135,0.227,0.955,-0.244,2.747,-0.916
22524,-0.135,0.228,0.953,-0.122,2.563,-1.343
22533,-0.132,0.226,0.950,-0.183,2.441,-1.648
22541,-0.130,0.224,0.955,-0.244,3.052,-1.404
22550,-0.137,0.218,0.957,0.122,3.418,-1.160
22559,-0.132,0.222,0.958,0.305,3.723,-0.977
22568,-0.125,0.219,0.959,0.122,3.723,-0.305
22577,-0.117,0.229,0.963,0.061,3.784,0.488
22585,-0.112,0.229,0.960,0.244,3.235,1.282
22594,-0.117,0.229,0.953,0.122,2.991,1.892
22603,-0.116,0.231,0.953,0.061,3.479,1.892
22612,-0.120,0.229,0.958,0.244,3.784,1.709
22621,-0.122,0.224,0.956,0.671,3.906,1.709
22629,-0.125,0.216,0.959,1.526,3.540,2.319
22638,-0.131,0.225,0.963,1.587,3.479,2.747
22647,-0.129,0.226,0.959,1.160,3.723,2.502
22655,-0.129,0.226,0.956,0.427,3.662,1.953
22664,-0.132,0.222,0.954,0.549,3.540,1.648
22673,-0.134,0.227,0.963,0.977,3.601,1.953
22682,-0.132,0.229,0.958,1.648,2.747,2.380
22691,-0.126,0.236,0.961,2.136,1.709,2.747
22699,-0.105,0.255,0.968,3.235,0.854,3.235
22708,-0.088,0.262,0.966,4.150,-0.305,4.395
22717,-0.089,0.306,0.966,5.371,-2.258,6.775
22726,-0.047,0.335,0.942,7.629,-5.737,7.202
22735,-0.058,0.266,0.940,7.019,-7.141,1.038
22743,-0.085,0.203,0.954,3.235,-4.150,-2.625
22752,-0.132,0.145,0.951,-1.282,0.183,-3.784
22760,-0.165,0.116,0.977,-0.610,1.648,-2.319
22769,-0.186,0.127,0.990,3.784,1.953,1.648
22778,-0.190,0.160,0.967,-0.549,4.639,4.395
22787,-0.189,0.198,0.952,-1.526,5.371,3.906
22796,-0.186,0.211,0.948,0.916,3.723,3.357
22804,-0.182,0.213,0.955,2.319,3.174,2.686
22813,-0.162,0.179,0.966,3.479,2.686,1.953
22822,-0.161,0.206,0.957,4.333,2.625,4.272
22831,-0.145,0.226,0.946,5.615,1.282,6.226
22840,-0.133,0.238,0.954,5.310,1.404,5.676
22849,-0.129,0.229,0.964,3.845,2.502,4.456
22857,-0.129,0.231,0.965,1.770,3.723,3.845
22866,-0.122,0.227,0.957,0.610,4.211,3.296
22875,-0.119,0.218,0.954,0.610,4.272,2.686
22884,-0.105,0.228,0.954,0.671,4.333,2.380
22892,-0.111,0.234,0.954,0.244,4.883,1.892
22901,-0.119,0.230,0.952,-0.427,5.249,1.709
22910,-0.121,0.227,0.965,-0.427,5.798,1.709
22918,-0.128,0.222,0.964,0.244,4.944,2.136
22927,-0.140,0.232,0.969,1.099,3.601,2.136
22936,-0.138,0.219,0.961,1.526,2.258,1.648
22945,-0.129,0.211,0.955,1.343,1.587,1.160
22954,-0.132,0.222,0.958,1.587,1.526,1.282
22962,-0.135,0.218,0.958,1.831,1.343,1.831
22971,-0.132,0.215,0.966,1.038,1.831,2.014
22980,-0.130,0.211,0.961,0.366,2.014,2.075
22989,-0.136,0.206,0.952,0.427,1.770,2.319
22998,-0.132,0.187,0.954,0.549,2.136,2.136
23006,-0.132,0.198,0.964,-0.061,3.357,1.770
23015,-0.127,0.206,0.969,0.488,3.479,2.747
28584,-0.199,-1.360,1.450,-3.540,34.119,24.719
28592,-0.066,-1.391,1.341,-10.376,37.170,73.303
28601,-0.160,-1.457,1.330,-10.864,32.288,123.901
28610,-0.262,-1.395,1.168,-1.221,18.982,147.522
28619,-0.348,-1.067,1.010,1.648,31.738,175.110
28628,-0.402,-0.460,0.977,-2.930,57.861,205.261
28636,-0.450,0.620,1.124,0.244,69.885,218.140
28645,-0.360,0.320,0.983,17.639,29.053,229.675
28654,-0.329,0.392,1.027,4.456,18.188,199.524
28662,-0.336,1.500,0.873,-11.902,17.395,148.499
28671,-0.271,1.669,0.845,-2.441,-12.085,114.990
28680,-0.314,2.184,0.644,-4.578,-40.710,113.159
28689,-0.174,2.921,0.646,2.258,-38.940,89.294
28698,-0.067,2.518,0.265,40.161,-18.494,40.466
28706,-0.010,2.197,0.554,24.597,-7.446,-13.000
28715,0.012,1.660,0.359,14.282,-6.775,-43.274
28723,0.028,1.203,0.607,1.221,-1.587,-60.181
28732,0.045,0.480,0.848,-6.287,-4.761,-67.810
28741,0.066,-0.079,0.882,-24.536,1.221,-58.411
28750,-0.283,0.014,1.704,-62.012,3.479,-49.133
28759,-0.142,-0.110,1.190,-48.645,34.424,-43.884
28768,-0.198,-0.298,1.137,-23.987,30.273,-45.776
28776,-0.202,-0.652,1.259,-8.484,13.123,-48.828
28785,-0.174,-0.603,1.125,-0.549,-1.831,-43.335
28794,-0.158,-0.467,1.002,0.366,-5.615,-28.687
28803,-0.125,-0.328,0.957,-2.808,5.493,-13.184
28812,-0.131,0.052,0.974,-10.803,25.818,-2.625
28820,-0.202,0.190,0.987,-10.010,31.189,-3.540
28829,-0.209,0.256,1.122,-5.737,26.489,-2.930
28838,-0.163,0.173,0.982,4.822,7.812,0.183
28846,-0.179,0.272,0.940,7.324,-4.272,-0.610
28855,-0.155,0.324,0.936,4.578,-0.610,-2.258
28864,-0.147,0.287,0.927,3.357,0.122,-0.977
28873,-0.138,0.257,0.962,4.150,0.671,-0.732
28882,-0.124,0.260,0.977,4.700,-0.366,-0.122
28890,-0.118,0.253,0.982,4.761,-2.380,0.854
28899,-0.116,0.209,0.954,6.714,-6.714,1.709
28908,-0.103,0.189,0.954,7.446,-7.446,1.587
28917,-0.097,0.184,0.955,6.348,-5.310,1.648
28926,-0.087,0.183,0.956,5.249,-2.869,2.380
28934,-0.083,0.188,0.959,4.578,-1.038,2.808
28943,-0.151,0.206,0.920,3.906,0.610,3.540
28952,-0.017,0.208,0.997,1.953,6.592,6.653
28960,-0.073,0.211,0.960,1.587,4.578,4.333
28969,-0.080,0.209,0.969,2.930,3.296,3.113
28978,-0.076,0.210,0.970,2.869,3.845,3.601
28987,-0.074,0.211,0.961,1.648,4.456,4.761
28996,-0.085,0.217,0.961,1.099,5.432,5.066
29004,-0.092,0.211,0.963,0.977,5.798,4.761
29013,-0.106,0.203,0.963,0.732,5.798,4.211
29022,-0.116,0.202,0.966,-0.061,6.226,3.845
29031,-0.123,0.200,0.968,-0.916,6.470,3.479
29040,-0.125,0.198,0.969,-1.099,6.165,3.052
29048,-0.120,0.197,0.967,-0.977,5.493,2.808
29057,-0.124,0.196,0.968,-0.549,4.700,2.808
29066,-0.122,0.198,0.966,0.122,3.906,2.930
29074,-0.114,0.201,0.964,1.099,3.540,2.441
29083,-0.107,0.207,0.964,1.587,3.296,1.526
29092,-0.112,0.213,0.966,1.526,3.235,1.038
29101,-0.102,0.212,0.967,1.160,2.502,1.770
29110,-0.098,0.206,0.963,1.709,1.465,2.808
29118,-0.095,0.204,0.963,1.831,1.526,2.747
29127,-0.096,0.203,0.963,1.831,1.709,3.113
29136,-0.098,0.203,0.964,1.831,1.831,3.174
29145,-0.097,0.204,0.967,1.648,1.892,3.113
29154,-0.098,0.206,0.968,1.404,2.075,3.296
29162,-0.098,0.205,0.965,0.977,1.892,3.479
29171,-0.103,0.198,0.956,0.793,2.136,3.540
29180,-0.102,0.200,0.964,1.099,2.319,3.357
29189,-0.103,0.196,0.967,1.343,2.502,3.357
29198,-0.103,0.202,0.968,1.343,2.563,3.601
29206,-0.102,0.203,0.966,1.282,2.625,3.540
29215,-0.104,0.203,0.964,1.282,2.563,3.479
29223,-0.106,0.203,0.962,0.916,2.747,3.540
29232,-0.107,0.201,0.959,0.732,2.991,3.357
29241,-0.107,0.200,0.966,0.671,3.174,3.052
29250,-0.104,0.201,0.967,0.854,3.235,2.991
29259,-0.101,0.207,0.966,1.038,2.747,3.296
29267,-0.103,0.208,0.966,1.099,2.563,3.418
29276,-0.103,0.207,0.965,0.916,2.625,3.479
29285,-0.103,0.205,0.965,0.549,2.563,3.479
29294,-0.104,0.203,0.965,0.427,2.563,3.357
29303,-0.104,0.200,0.965,-0.122,2.930,3.052
29311,-0.107,0.197,0.966,-0.488,3.052,3.296
29320,-0.105,0.202,0.966,-0.061,2.747,3.662
29329,-0.106,0.200,0.965,0.488,2.258,3.784
29338,-0.106,0.200,0.964,0.549,2.441,3.601
