millis,aX,aY,aZ,gX,gY,gZ
29346,-0.106,0.199,0.963,0.610,2.380,3.418
29355,-0.103,0.200,0.965,0.793,2.319,3.296
29364,-0.104,0.200,0.965,0.549,2.380,3.296
29373,-0.105,0.201,0.961,0.183,2.563,3.418
29381,-0.103,0.204,0.965,0.183,2.747,3.296
29390,-0.105,0.203,0.964,0.366,2.747,3.418
29399,-0.103,0.203,0.964,0.366,2.686,3.540
29408,-0.104,0.203,0.967,0.427,2.686,3.235
29417,-0.103,0.204,0.966,0.610,2.441,3.418
29425,-0.103,0.203,0.959,0.427,2.319,3.418
29434,-0.103,0.204,0.965,0.671,2.441,3.357
29443,-0.105,0.203,0.966,1.160,2.441,3.174
29452,-0.105,0.204,0.964,1.221,2.502,3.418
29460,-0.102,0.204,0.964,1.038,2.380,3.296
29469,-0.101,0.204,0.966,1.160,2.136,3.296
29478,-0.100,0.202,0.964,1.038,2.258,3.296
29487,-0.101,0.201,0.962,0.610,2.563,3.418
29495,-0.102,0.202,0.965,0.916,2.686,3.418
29504,-0.104,0.201,0.964,1.282,2.563,3.540
29513,-0.105,0.200,0.966,1.404,2.563,3.357
29522,-0.104,0.201,0.968,1.221,2.625,3.235
29531,-0.106,0.199,0.965,1.160,2.441,3.296
29539,-0.105,0.201,0.965,0.732,2.502,3.174
29548,-0.105,0.199,0.966,0.671,2.563,3.235
29557,-0.106,0.199,0.966,0.610,2.563,3.418
29566,-0.106,0.200,0.966,0.732,2.625,3.052
29575,-0.106,0.201,0.966,0.549,2.625,2.991
29583,-0.110,0.200,0.967,0.427,2.563,3.113
29592,-0.102,0.203,0.965,0.488,2.197,3.723
29601,-0.103,0.203,0.962,0.549,2.136,3.784
29610,-0.104,0.202,0.962,0.366,2.380,3.601
29618,-0.105,0.200,0.964,0.122,2.869,3.418
30618,0.059,-1.184,1.191,55.054,16.052,13.428
30627,0.023,-0.988,1.055,42.175,1.709,2.991
30635,-0.122,-0.933,1.014,25.635,-2.441,-13.123
30644,-0.100,-0.871,1.074,7.446,-3.479,-5.798
30653,0.095,-0.980,1.078,-0.793,-2.319,20.569
30662,0.116,-0.849,1.094,-1.038,-1.221,43.823
30671,0.204,-1.138,1.097,-2.319,0.610,60.181
30679,-0.047,0.121,1.122,-10.803,-3.113,66.711
30688,-0.265,0.364,0.891,-22.705,-17.578,60.486
30697,-0.093,0.302,1.044,-29.358,-13.367,41.382
30706,-0.069,0.354,0.987,-44.495,-19.653,28.870
30715,-0.079,0.807,0.892,-62.134,-20.691,20.020
30723,-0.109,1.276,0.785,-64.575,-20.203,15.076
30732,-0.013,1.453,0.775,-49.683,-12.268,10.986
30741,-0.014,1.604,0.746,-34.058,-1.526,13.916
30750,0.004,1.635,0.780,-25.818,5.432,19.531
30759,0.043,1.493,0.810,-22.827,5.676,19.043
30767,0.015,1.488,0.787,-25.208,5.493,15.869
30776,-0.032,1.425,0.799,-26.306,3.357,8.789
30784,-0.083,1.341,0.822,-28.320,2.930,4.822
30793,-0.128,1.099,0.801,-31.067,4.089,3.113
30802,-0.154,0.819,0.804,-32.654,7.751,1.343
30811,-0.178,0.593,0.830,-30.579,12.451,-2.991
30820,-0.207,0.366,0.925,-23.254,13.000,-14.160
30828,-0.197,0.231,0.974,-19.836,11.597,-17.822
30837,-0.195,0.099,0.995,-20.691,9.216,-14.648
30846,-0.216,0.023,0.983,-18.555,4.639,-9.583
30855,-0.263,-0.008,0.945,-13.977,1.953,-3.723
30864,-0.162,0.023,0.995,-9.460,5.371,2.502
30872,-0.178,0.135,0.980,-3.113,3.418,4.333
30881,-0.180,0.086,0.961,0.061,-0.793,6.775
30890,-0.122,0.112,0.987,1.587,-0.549,12.329
30898,-0.122,0.138,0.975,2.563,-1.099,15.564
30907,-0.105,0.170,0.967,2.441,-0.854,16.479
30916,-0.092,0.200,0.963,2.075,-0.244,15.991
30925,-0.088,0.214,0.957,1.770,0.366,14.648
30933,-0.081,0.228,0.956,0.793,1.831,13.428
30942,-0.079,0.232,0.949,0.305,3.662,12.573
30951,-0.081,0.222,0.957,0.916,4.639,11.780
30960,-0.084,0.215,0.956,1.587,4.883,11.292
30969,-0.084,0.207,0.964,2.136,5.249,10.376
30977,-0.087,0.198,0.972,2.197,5.066,9.338
30986,-0.094,0.192,0.976,2.136,4.456,8.606
30995,-0.097,0.186,0.976,1.831,3.845,7.568
31004,-0.100,0.182,0.975,1.038,3.113,6.897
31013,-0.104,0.177,0.975,0.549,2.625,7.141
31021,-0.106,0.182,0.969,0.122,2.563,7.202
31030,-0.108,0.184,0.969,-0.061,2.502,7.324
31039,-0.108,0.188,0.965,0.061,2.625,7.324
31048,-0.047,-0.055,1.121,-0.488,3.052,7.751
31056,-0.180,0.532,0.847,-7.568,7.874,20.569
31065,-0.137,0.310,0.919,-0.610,4.150,24.536
31074,-0.124,0.204,0.975,1.953,3.540,9.583
31083,-0.115,0.199,0.965,0.549,3.052,5.371
31091,-0.109,0.180,0.968,0.061,3.052,3.784
31100,-0.110,0.190,0.967,-0.183,3.296,4.150
31109,-0.114,0.185,0.963,-0.488,3.357,4.089
31118,-0.112,0.185,0.964,0.122,3.357,3.540
31127,-0.114,0.183,0.965,0.549,3.540,2.930
31135,-0.116,0.172,0.972,0.366,3.723,2.625
31144,-0.107,0.184,0.973,0.122,3.418,2.869
31153,-0.105,0.186,0.968,-0.183,3.174,3.540
31162,-0.104,0.187,0.970,-0.488,3.113,3.784
31170,-0.105,0.196,0.965,-0.427,2.991,4.028
31179,-0.103,0.201,0.964,-0.061,3.052,3.967
31188,-0.101,0.199,0.967,0.366,2.991,3.479
31197,-0.103,0.192,0.966,0.305,2.869,3.540
31205,-0.104,0.188,0.967,0.610,2.563,3.662
31214,-0.107,0.187,0.966,0.793,2.563,3.845
31223,-0.108,0.185,0.967,0.793,2.686,3.845
31232,-0.108,0.185,0.969,0.916,2.747,3.662
31241,-0.108,0.185,0.967,0.488,3.113,3.723
31249,-0.107,0.187,0.966,0.305,2.869,3.723
31258,-0.107,0.187,0.964,0.610,2.747,3.601
31267,-0.107,0.187,0.966,1.282,2.563,3.784
31276,-0.109,0.186,0.969,1.648,2.563,3.662
31285,-0.108,0.186,0.970,1.587,2.747,3.784
31293,-0.109,0.186,0.968,1.099,2.747,3.723
31302,-0.108,0.187,0.967,0.854,2.869,3.601
31311,-0.108,0.186,0.967,0.977,2.747,3.479
31319,-0.109,0.186,0.967,1.221,2.747,3.418
31328,-0.109,0.185,0.967,1.282,2.747,3.479
31337,-0.107,0.187,0.970,1.465,2.869,3.235
31346,-0.111,0.193,0.967,1.099,2.625,3.235
31355,-0.108,0.189,0.967,0.916,2.625,3.052
31363,-0.108,0.189,0.966,0.854,2.686,2.747
31372,-0.108,0.186,0.967,0.793,2.686,2.686
31381,-0.108,0.184,0.971,0.854,2.747,2.441
31390,-0.107,0.182,0.972,0.427,2.991,2.502
31399,-0.107,0.183,0.971,-0.061,3.113,2.441
31407,-0.106,0.182,0.969,-0.244,3.052,2.502
31416,-0.106,0.182,0.968,-0.183,2.747,2.625
31425,-0.110,0.187,0.968,0.305,2.625,2.747
31433,-0.110,0.188,0.969,0.244,2.686,2.808
31442,-0.104,0.183,0.969,0.183,2.502,2.563
31451,-0.106,0.185,0.972,-0.122,2.686,2.625
31460,-0.107,0.184,0.969,-0.488,2.747,2.808
31469,-0.107,0.185,0.968,-0.610,2.808,2.930
31477,-0.106,0.185,0.970,-0.793,3.174,3.113
31486,-0.108,0.189,0.973,-1.282,3.723,3.235
31495,-0.119,0.187,0.965,-2.319,3.967,3.479
31504,-0.109,0.191,0.964,-1.526,3.357,3.113
31512,-0.108,0.189,0.975,-0.122,2.380,2.808
31521,-0.106,0.186,0.970,-0.305,2.075,2.502
31530,-0.100,0.189,0.969,-0.793,2.014,2.319
31539,-0.101,0.188,0.963,-1.343,2.258,2.502
31548,-0.101,0.188,0.958,-0.671,2.563,2.869
31556,-0.102,0.191,0.969,0.549,2.625,3.113
31565,-0.106,0.189,0.969,0.671,2.869,3.540
31574,-0.106,0.190,0.971,0.244,3.052,3.906
31582,-0.107,0.186,0.968,-0.244,3.235,4.089
31591,-0.108,0.188,0.966,-0.427,3.052,3.967
31600,-0.108,0.189,0.966,-0.061,2.991,3.784
31609,-0.113,0.193,0.962,-0.244,3.662,3.662
31618,-0.102,0.189,0.974,-0.610,4.944,3.845
31626,-0.103,0.187,0.971,-0.549,4.150,3.723
31635,-0.107,0.187,0.968,-0.610,3.113,3.662
31644,-0.107,0.189,0.969,-0.610,3.052,3.662
31653,-0.106,0.190,0.968,-0.549,2.930,3.357
32547,0.100,1.798,0.636,11.902,-23.376,-57.129
32556,0.058,1.847,0.582,10.376,-27.222,-67.871
32565,0.034,1.919,0.497,11.658,-25.452,-76.721
32574,0.141,1.432,0.634,16.357,-18.433,-84.290
32582,0.158,1.253,0.726,-0.854,4.089,-78.735
32591,0.194,0.884,0.957,-1.160,7.385,-75.378
32600,0.086,0.530,0.972,2.075,-5.798,-62.622
32609,-0.019,0.540,0.927,-6.714,-2.991,-49.988
32618,-0.013,0.856,0.741,-11.475,1.709,-40.344
32626,-0.313,-0.068,1.088,-2.319,-1.099,-36.438
32635,-0.341,0.202,0.953,-2.075,6.531,-33.691
32643,-0.592,0.290,1.024,14.832,11.963,-48.767
32652,-0.203,-0.752,1.185,9.338,23.987,-51.880
32661,-0.746,-0.587,1.221,-21.912,30.396,-57.983
32670,-0.693,-1.120,1.371,-11.108,-1.282,-73.059
32679,-0.469,-0.853,1.056,4.639,-22.217,-80.200
32687,-0.271,-1.698,1.254,19.226,-22.522,-76.599
32696,-0.195,-2.042,1.480,8.911,4.333,-55.847
32705,-0.332,-1.445,1.580,-4.700,20.081,-27.039
32714,-0.379,-0.922,1.345,-10.620,11.230,-8.057
32723,-0.244,-0.861,1.154,-1.404,-5.554,-10.925
32731,-0.203,-1.570,1.339,4.028,-11.108,-20.325
32740,-0.282,-1.384,1.309,-2.014,0.183,-13.672
32749,-0.356,-1.347,1.384,0.488,3.296,2.991
32758,-0.139,0.133,0.923,-4.089,1.160,16.296
32767,-0.485,-0.492,1.142,19.287,-18.433,13.672
32775,-0.310,0.049,1.059,33.936,-20.386,16.602
32784,0.096,-0.040,0.795,34.363,-18.677,23.987
32793,-0.544,0.361,1.055,52.917,-8.667,56.763
32802,-0.224,0.362,1.045,45.349,-14.832,30.273
32810,-0.196,0.393,0.842,9.460,-9.888,10.010
32819,-0.144,0.308,0.970,9.033,-3.357,1.038
32828,-0.145,0.333,0.909,1.038,2.380,-1.160
32836,-0.108,0.241,0.959,-5.859,6.714,-6.836
32845,-0.103,0.193,0.990,-6.775,7.690,-10.559
32854,-0.091,0.148,1.000,-8.484,7.446,-10.315
32863,-0.096,0.120,0.966,-9.705,6.287,-7.935
32872,-0.112,0.099,0.934,-6.775,4.333,-4.578
32880,-0.090,0.133,0.996,3.479,1.160,-2.258
32889,-0.103,0.180,0.983,8.118,-0.366,0.549
32898,-0.112,0.201,0.969,6.775,-1.343,3.723
32907,-0.117,0.224,0.960,7.141,-1.831,3.296
32916,-0.112,0.225,0.963,5.493,-0.793,2.563
32924,-0.116,0.207,0.958,4.639,-0.305,0.671
32933,-0.124,0.206,0.965,4.150,0.488,-0.122
32942,-0.119,0.199,0.971,4.211,0.671,0.061
32951,-0.120,0.194,0.969,3.601,0.488,-0.549
32959,-0.117,0.185,0.965,2.869,0.671,-1.343
32968,-0.119,0.181,0.966,3.052,0.732,-1.709
32977,-0.120,0.176,0.969,3.906,0.610,-1.709
32985,-0.152,0.092,0.966,3.296,0.549,-0.854
32994,-0.101,0.173,0.972,2.625,0.854,1.038
33003,-0.101,0.200,0.974,3.113,0.488,3.479
33012,-0.092,0.224,0.966,2.075,0.916,3.662
33021,-0.089,0.238,0.960,1.160,1.343,3.479
33029,-0.090,0.223,0.961,0.183,1.892,2.930
33038,-0.103,0.214,0.956,-0.488,2.258,2.808
33047,-0.100,0.200,0.964,-0.305,2.380,2.747
33056,-0.112,0.187,0.967,0.427,2.258,1.953
33065,-0.116,0.182,0.968,0.916,2.380,1.892
33074,-0.115,0.178,0.970,1.038,2.747,1.831
33082,-0.114,0.184,0.968,0.854,2.686,1.953
33091,-0.117,0.189,0.965,0.793,2.441,1.892
33100,-0.117,0.188,0.967,1.038,2.197,1.587
33108,-0.118,0.187,0.967,1.221,2.319,1.343
33117,-0.118,0.183,0.967,1.404,2.441,1.038
33126,-0.119,0.185,0.969,1.343,2.319,0.732
33135,-0.114,0.186,0.973,1.038,2.136,0.427
33143,-0.110,0.188,0.972,0.488,2.014,0.366
33152,-0.108,0.193,0.969,-0.549,1.892,0.549
33161,-0.100,0.197,0.971,-1.587,1.892,0.793
33170,-0.138,0.198,0.922,-5.249,2.747,1.953
33179,-0.103,0.178,0.974,-5.859,2.197,1.099
33187,-0.111,0.193,0.953,-4.028,2.502,2.014
33196,-0.110,0.196,0.974,-2.625,2.747,3.052
33205,-0.119,0.192,0.958,-2.075,2.502,3.174
33214,-0.117,0.193,0.959,-1.160,2.319,3.174
33223,-0.114,0.198,0.964,0.305,2.014,3.113
33231,-0.114,0.195,0.966,0.732,2.014,2.991
33240,-0.114,0.194,0.966,0.610,2.197,2.930
33249,-0.117,0.192,0.965,0.977,2.380,2.930
33257,-0.118,0.190,0.969,1.221,2.380,2.441
33266,-0.125,0.182,0.969,0.854,2.319,2.380
33275,-0.120,0.180,0.967,1.221,1.831,2.686
33284,-0.113,0.181,0.968,1.770,1.587,2.930
33293,-0.105,0.184,0.981,2.319,0.916,3.296
33301,-0.150,0.145,0.949,1.953,-0.183,3.479
33310,-0.103,0.207,0.972,1.038,0.854,4.944
33319,-0.106,0.223,0.966,0.977,0.977,5.005
33328,-0.111,0.209,0.961,-0.549,1.465,3.235
33336,-0.114,0.202,0.959,-0.977,1.953,2.197
33345,-0.125,0.202,0.962,-0.488,1.953,1.831
33354,-0.122,0.197,0.970,-0.061,1.587,1.160
33363,-0.121,0.192,0.981,-0.549,1.038,-0.122
33372,-0.125,0.189,0.974,-2.136,0.549,-1.160
33380,-0.119,0.180,0.975,-3.479,0.244,-1.953
33389,-0.117,0.195,0.970,-3.357,-0.366,-2.136
33398,-0.119,0.218,0.963,-3.967,-0.549,-1.892
33406,-0.114,0.242,0.948,-5.188,-0.366,-1.892
33415,-0.118,0.253,0.931,-5.920,0.366,-3.174
33424,-0.093,0.167,1.014,-1.404,-1.160,-7.812
33433,-0.052,0.212,0.997,2.563,-0.427,-11.536
33442,-0.091,0.180,0.969,-0.122,2.136,-4.456
33450,-0.112,0.175,0.951,-0.671,3.540,-2.380
33459,-0.121,0.179,0.977,1.953,2.808,-1.099
33468,-0.129,0.177,0.985,1.343,2.625,-0.183
33477,-0.134,0.179,0.969,-0.977,3.052,0.427
33486,-0.124,0.180,0.973,-1.282,2.747,0.488
33494,-0.124,0.199,0.959,-0.488,1.160,0.549
33503,-0.121,0.210,0.955,-0.793,1.770,0.793
33512,-0.122,0.203,0.956,-0.488,2.441,0.549
33521,-0.121,0.192,0.963,0.061,2.808,0.549
33529,-0.123,0.189,0.962,0.000,2.869,1.404
33538,-0.123,0.192,0.966,0.305,2.747,2.136
33547,-0.121,0.197,0.964,0.305,2.686,2.625
33556,-0.120,0.200,0.963,0.061,2.747,3.113
33564,-0.121,0.200,0.960,0.244,2.808,3.479
33573,-0.121,0.201,0.961,0.977,2.625,3.296
33582,-0.118,0.201,0.964,1.404,2.502,3.235
34494,-0.181,-0.717,0.947,38.025,11.169,40.283
34503,-0.527,-1.105,1.237,66.772,4.822,82.397
34511,-0.339,-1.478,1.433,66.956,9.155,85.266
34520,-0.294,-1.540,1.416,21.484,13.977,58.655
34529,-0.139,-1.479,1.256,-10.132,2.319,38.391
34538,-0.039,-1.312,1.156,-22.095,-2.319,31.738
34546,-0.080,-1.032,1.066,-13.794,0.610,33.386
34555,-0.188,-0.982,1.064,6.287,5.310,34.790
34564,-0.266,-0.352,1.025,22.400,9.094,32.837
34573,-0.383,0.070,0.974,27.466,12.268,36.987
34582,-0.381,0.098,0.950,31.616,17.639,43.640
34590,-0.290,0.108,1.039,24.597,21.667,46.143
34599,-0.195,-0.036,1.008,10.803,14.587,56.580
34608,-0.187,-0.057,1.078,1.953,11.902,61.646
34617,-0.158,-0.036,1.016,-7.263,11.230,64.270
34626,-0.065,0.078,1.018,-18.982,8.850,63.965
34634,-0.108,0.213,1.043,-22.156,7.996,55.908
34643,-0.091,0.315,0.958,-26.733,5.371,52.124
34652,-0.037,0.700,0.891,-39.246,6.531,48.889
34661,-0.006,0.964,0.891,-45.410,9.766,46.082
34669,0.071,1.261,0.735,-38.696,9.888,39.978
34678,0.138,1.598,0.717,-33.569,15.564,35.645
34687,0.255,2.045,0.635,-28.992,17.151,37.720
34696,0.197,2.406,0.596,-16.602,11.047,40.771
34705,0.225,2.313,0.494,0.916,3.601,40.222
34713,0.182,2.219,0.710,-3.723,11.963,29.907
34722,0.199,2.030,0.743,-5.554,18.250,19.409
34731,0.078,1.670,0.746,0.061,6.531,18.860
34740,-0.072,1.273,0.739,-2.380,5.066,12.451
34748,-0.041,0.639,0.890,-6.531,9.583,5.005
34757,-0.100,0.388,0.946,-14.709,18.799,-8.789
34766,-0.167,0.231,0.968,-17.883,17.395,-10.742
34774,-0.202,0.085,1.012,-18.677,17.883,-5.676
34783,-0.180,-0.002,1.012,-21.423,16.785,-0.671
34792,-0.171,-0.050,0.984,-20.142,12.817,3.235
34801,-0.161,-0.022,0.979,-12.329,8.179,6.714
34810,-0.130,0.071,0.964,-2.686,2.930,8.301
34819,-0.105,0.083,0.968,4.883,-0.793,7.019
34827,-0.110,0.153,0.972,9.033,-1.587,13.550
34836,-0.106,0.182,0.980,11.292,-2.563,16.174
34845,-0.092,0.214,0.972,9.766,-2.380,16.785
34853,-0.099,0.226,0.961,6.531,-1.526,15.564
34862,-0.093,0.219,0.957,3.601,-0.549,13.611
34871,-0.093,0.220,0.943,1.892,0.732,11.597
34880,-0.103,0.199,0.959,1.831,2.563,9.277
34889,-0.108,0.188,0.967,2.258,3.296,8.118
34897,-0.113,0.180,0.970,1.831,3.601,6.714
34906,-0.114,0.175,0.968,1.465,3.662,5.920
34915,-0.112,0.172,0.970,1.465,3.296,5.249
34924,-0.113,0.171,0.973,1.892,2.625,5.127
34933,-0.113,0.177,0.970,2.014,2.136,5.188
34941,-0.109,0.180,0.967,2.014,1.709,5.188
34950,-0.109,0.178,0.963,2.136,1.526,5.371
34959,-0.107,0.183,0.964,2.441,1.404,5.127
34968,-0.105,0.184,0.960,2.258,1.465,4.456
34977,-0.104,0.186,0.967,2.441,1.831,4.395
34985,-0.105,0.182,0.966,2.197,2.075,4.150
34994,-0.106,0.177,0.972,1.465,2.380,3.479
35003,-0.108,0.173,0.969,1.160,2.441,3.662
35012,-0.110,0.170,0.971,0.916,2.563,3.784
35020,-0.113,0.168,0.967,0.671,2.625,4.150
35029,-0.113,0.172,0.967,0.488,2.808,4.272
35038,-0.110,0.176,0.968,0.366,3.174,3.967
35046,-0.107,0.178,0.969,0.244,3.540,3.723
35055,-0.109,0.175,0.970,0.061,3.723,3.357
35064,-0.107,0.178,0.968,-0.061,3.723,3.113
35073,-0.106,0.176,0.967,0.000,3.662,3.113
35082,-0.104,0.180,0.969,-0.244,3.662,2.991
35090,-0.106,0.180,0.968,-0.244,3.418,3.052
35099,-0.102,0.178,0.964,-0.122,3.113,2.930
35108,-0.099,0.178,0.969,0.427,2.991,2.808
35117,-0.098,0.181,0.969,0.732,2.747,3.113
35125,-0.098,0.182,0.967,0.793,2.502,3.296
35134,-0.100,0.181,0.967,0.793,2.563,3.357
35143,-0.103,0.180,0.969,0.732,2.563,3.540
35152,-0.106,0.177,0.969,0.488,2.380,3.723
35161,-0.106,0.175,0.969,0.732,2.563,3.662
35169,-0.107,0.175,0.968,0.793,2.380,3.601
35178,-0.100,0.166,0.972,0.732,2.380,3.601
35187,-0.112,0.181,0.967,0.549,2.502,3.845
35195,-0.107,0.175,0.970,0.183,2.686,3.662
35204,-0.104,0.175,0.969,-0.061,2.502,3.540
35213,-0.105,0.173,0.970,0.183,2.502,3.540
35222,-0.104,0.172,0.969,0.183,2.808,3.723
35231,-0.106,0.175,0.967,0.122,2.747,3.906
35240,-0.108,0.174,0.967,0.244,3.052,3.845
35248,-0.109,0.178,0.969,0.366,2.991,3.784
35257,-0.110,0.178,0.970,0.305,3.052,3.845
35265,-0.107,0.178,0.968,0.305,2.991,3.540
35274,-0.106,0.178,0.969,0.061,2.808,3.296
35283,-0.106,0.178,0.970,0.061,2.991,3.418
35292,-0.106,0.179,0.969,0.061,2.808,3.357
35301,-0.105,0.174,0.968,0.183,2.930,3.357
35309,-0.105,0.168,0.966,0.488,2.808,3.479
35318,-0.105,0.164,0.971,1.099,2.747,3.967
35327,-0.106,0.167,0.970,1.831,2.380,4.395
35336,-0.104,0.171,0.970,2.075,2.258,4.883
35345,-0.106,0.172,0.968,2.136,2.197,5.249
35353,-0.107,0.184,0.967,2.014,2.075,5.371
35362,-0.105,0.177,0.971,2.197,2.136,5.005
35371,-0.106,0.183,0.969,2.014,2.014,5.188
35380,-0.106,0.180,0.970,1.709,2.136,4.761
35388,-0.108,0.177,0.969,0.916,2.197,4.517
35397,-0.109,0.177,0.970,0.488,2.319,4.211
35406,-0.110,0.176,0.971,0.366,2.563,4.089
35415,-0.111,0.173,0.969,-0.122,2.625,3.784
35424,-0.111,0.175,0.970,-0.305,2.686,3.723
35432,-0.111,0.176,0.969,-0.549,2.686,3.540
35441,-0.112,0.175,0.968,-0.916,2.808,3.601
35450,-0.107,0.179,0.963,-0.732,2.808,3.479
35459,-0.108,0.175,0.964,0.000,2.747,3.418
35468,-0.106,0.175,0.973,0.977,2.563,3.052
35476,-0.107,0.172,0.970,0.732,2.441,3.113
35485,-0.103,0.171,0.972,0.793,2.319,3.296
35494,-0.106,0.176,0.969,0.916,2.380,4.089
35503,-0.107,0.177,0.970,0.916,2.563,4.089
35511,-0.109,0.178,0.967,0.793,2.747,3.967
35520,-0.107,0.174,0.970,0.488,2.808,3.601
35529,-0.106,0.173,0.969,0.305,2.930,3.357
37651,0.115,1.490,0.754,40.894,-28.381,16.663
37660,-0.189,1.766,0.520,15.259,-12.817,6.958
37669,-0.001,1.427,0.721,2.747,-3.845,-18.494
37677,0.065,1.089,0.801,7.141,-2.686,-27.161
37686,-0.004,1.274,0.771,7.629,-2.563,-29.236
37695,0.039,1.230,0.790,15.320,-10.437,-34.119
37704,0.120,1.153,0.726,18.860,-13.245,-33.875
37712,0.132,1.054,0.724,16.296,-6.775,-31.921
37721,0.135,1.048,0.825,7.507,-4.517,-29.724
37730,0.143,1.035,0.779,2.258,1.282,-28.320
37739,0.136,0.885,0.821,-1.038,6.897,-26.611
37748,0.025,0.970,0.820,0.610,6.226,-24.597
37756,0.003,0.893,0.796,13.184,-2.808,-27.832
37765,-0.087,0.555,0.863,9.644,0.000,-32.227
37774,-0.185,0.386,0.997,2.991,6.531,-41.870
37783,-0.219,0.107,1.013,4.150,2.319,-55.115
37791,-0.351,0.011,0.943,-0.183,-0.488,-58.838
37800,-0.375,-0.151,1.080,4.761,2.869,-64.575
37809,-0.455,-0.261,0.972,1.709,-4.395,-70.313
37818,-0.504,-0.664,1.106,6.104,-7.324,-81.909
37827,-0.418,-1.056,1.195,9.155,-2.014,-86.670
37835,-0.399,-1.216,1.312,8.057,-1.709,-83.862
37844,-0.482,-1.182,1.308,4.211,-4.089,-77.454
37853,-0.382,-1.282,1.219,6.042,-7.202,-68.726
37862,-0.336,-1.562,1.296,10.437,-9.460,-64.697
37870,-0.247,-1.888,1.398,9.766,-4.578,-48.645
37879,-0.253,-1.437,1.318,-1.099,6.165,-24.658
37888,-0.244,-1.532,1.386,4.639,0.732,-9.888
37897,-0.396,-1.101,1.222,3.784,-0.305,3.418
37905,-0.385,-0.460,1.022,9.033,-2.686,10.986
37914,-0.249,-0.251,0.942,26.001,-11.475,16.846
37923,-0.286,-0.130,1.078,44.495,-12.939,37.781
37932,-0.145,-0.105,1.162,48.157,-14.709,59.692
37941,-0.160,-0.227,1.062,27.100,-9.033,76.843
37949,-0.411,0.080,0.947,3.723,-0.977,63.965
37958,-0.379,0.356,0.907,0.000,-2.930,34.424
37966,-0.256,0.415,0.907,0.488,-4.028,12.207
37975,-0.212,0.516,0.838,-1.038,-1.465,6.531
37984,-0.245,0.512,0.867,6.165,-2.380,-0.977
37993,-0.113,0.362,0.943,7.324,-0.244,-10.498
38002,-0.101,0.267,0.946,3.601,2.197,-7.812
38010,-0.103,0.263,0.961,3.235,3.113,-2.991
38019,-0.109,0.216,0.972,1.099,5.005,1.099
38028,-0.086,0.163,0.980,-0.854,5.981,4.700
38037,-0.050,0.139,0.993,-0.671,4.517,4.395
38045,-0.059,0.152,0.986,-1.221,3.418,2.930
38054,-0.040,0.151,0.983,-1.282,2.563,1.953
38063,-0.052,0.167,0.954,-0.793,2.563,1.953
38072,-0.062,0.186,0.967,0.305,4.517,1.831
38081,-0.085,0.172,0.971,1.282,4.456,2.686
38089,-0.098,0.171,0.969,2.319,3.113,4.089
38098,-0.108,0.176,0.969,3.296,2.930,4.944
38107,-0.107,0.171,0.972,3.784,2.991,4.700
38116,-0.107,0.179,0.969,3.601,3.052,4.333
38125,-0.100,0.181,0.972,3.235,2.991,4.089
38133,-0.118,0.182,0.962,3.174,2.075,3.052
38142,-0.133,0.183,0.967,2.808,1.892,1.770
38151,-0.137,0.169,0.972,2.136,2.747,0.854
38160,-0.145,0.159,0.973,1.587,2.319,0.305
38169,-0.145,0.155,0.974,0.916,1.953,0.610
38177,-0.132,0.161,0.971,0.549,1.831,1.160
38186,-0.135,0.179,0.970,0.488,1.831,0.977
38194,-0.127,0.171,0.966,0.366,1.587,0.427
38203,-0.118,0.179,0.967,0.671,1.282,0.061
38212,-0.113,0.180,0.963,0.549,1.465,0.732
38221,-0.112,0.177,0.957,0.732,1.709,1.648
38230,-0.105,0.179,0.961,1.526,2.075,2.197
38238,-0.107,0.173,0.966,2.625,2.014,2.991
38247,-0.115,0.171,0.970,2.991,1.587,3.723
38256,-0.114,0.169,0.978,2.441,1.953,4.028
38265,-0.111,0.170,0.970,0.916,2.625,4.211
38273,-0.120,0.171,0.964,0.000,2.869,3.845
38282,-0.125,0.167,0.964,0.488,2.869,3.540
38291,-0.127,0.166,0.968,1.038,2.686,2.991
38300,-0.129,0.162,0.972,1.587,2.686,2.563
38309,-0.129,0.164,0.973,1.099,2.930,2.319
38317,-0.131,0.168,0.974,-0.061,3.296,1.831
38326,-0.122,0.165,0.973,-1.160,2.930,1.099
38335,-0.123,0.170,0.966,-1.709,2.808,1.099
38344,-0.121,0.167,0.964,-1.648,2.747,1.282
38352,-0.121,0.170,0.964,-1.282,2.441,1.282
38361,-0.115,0.173,0.964,-0.854,2.136,1.526
38370,-0.100,0.179,0.965,-0.488,1.709,2.441
38379,-0.106,0.180,0.965,0.183,1.953,3.113
38387,-0.112,0.178,0.966,0.244,2.197,3.601
38396,-0.118,0.174,0.969,0.061,2.441,3.845
38405,-0.121,0.171,0.966,0.244,2.625,3.845
38414,-0.120,0.172,0.968,0.183,2.625,3.540
38423,-0.117,0.173,0.971,0.183,2.686,3.174
38431,-0.119,0.174,0.969,-0.061,2.258,3.296
38440,-0.122,0.173,0.968,-0.366,2.197,3.235
38449,-0.122,0.172,0.966,-0.427,2.258,3.113
38458,-0.125,0.172,0.965,-0.122,2.502,2.808
38467,-0.127,0.170,0.968,0.244,2.563,2.686
38475,-0.127,0.170,0.969,0.488,2.441,2.380
38484,-0.124,0.170,0.968,0.366,2.380,2.197
38493,-0.121,0.176,0.967,0.366,2.441,2.319
