aX,aY,aZ,gX,gY,gZ,millis
0.687,0.075,-0.21,-18.066,15.32,-8.789,22801.0
0.7,0.079,-0.211,-10.376,5.615,-10.681,22809.0
0.7,0.063,-0.191,-7.141,-2.502,-15.686,22818.0
0.659,0.038,-0.219,-8.789,-8.606,-19.226,22827.0
0.615,0.025,-0.277,-17.151,-11.475,-19.592,22836.0
0.653,0.031,-0.234,-31.555,-11.719,-16.907,22845.0
0.651,0.074,-0.159,-43.579,-13.245,-14.221,22853.0
0.61,0.105,-0.079,-45.288,-17.334,-13.55,22862.0
0.592,0.103,-0.025,-37.537,-23.193,-13.428,22871.0
0.616,0.072,0.026,-26.123,-31.494,-12.756,22880.0
0.628,0.052,0.08,-14.465,-41.565,-11.963,22889.0
0.631,0.033,0.109,-3.418,-49.561,-9.888,22897.0
0.618,0.014,0.125,4.7,-51.575,-6.714,22906.0
0.604,0.014,0.135,7.141,-46.997,-1.526,22915.0
0.589,0.065,0.127,5.31,-35.889,6.958,22923.0
0.572,0.16,0.097,1.648,-23.743,15.564,22932.0
0.572,0.254,0.067,-0.671,-16.541,21.301,22941.0
0.538,0.351,0.082,1.038,-17.7,22.583,22950.0
0.456,0.401,0.125,10.315,-26.855,20.63,22959.0
0.359,0.364,0.125,25.757,-39.063,17.151,22967.0
0.338,0.302,0.146,38.696,-48.645,15.869,22976.0
0.285,0.261,0.207,44.678,-55.359,15.259,22985.0
0.27,0.2,0.263,47.424,-55.298,14.648,22994.0
0.331,0.122,0.245,49.133,-46.814,16.174,23003.0
0.353,0.117,0.193,46.509,-32.166,19.653,23011.0
0.348,0.142,0.143,41.504,-16.907,22.217,23020.0
0.308,0.135,0.08,40.283,-7.629,22.095,23029.0
0.254,0.11,0.04,40.894,-4.211,20.813,23038.0
0.185,0.101,0.03,39.917,-8.545,22.034,23047.0
0.147,0.1,0.101,39.734,-17.09,26.001,23055.0
0.121,0.078,0.171,44.006,-23.621,33.63,23064.0
0.132,0.08,0.197,53.04,-27.222,43.03,23072.0
0.183,-0.005,0.107,64.148,-26.611,48.401,23081.0
0.249,-0.122,0.035,69.092,-23.987,48.279,23090.0
0.309,-0.203,0.028,62.378,-24.841,49.072,23099.0
0.816,0.727,1.371,52.124,-135.01,88.684,23695.0
0.909,0.756,1.489,49.683,-128.784,84.167,23704.0
0.931,0.783,1.569,49.622,-122.192,78.491,23713.0
0.948,0.76,1.569,53.589,-112.305,71.411,23722.0
0.996,0.723,1.531,60.547,-100.891,63.293,23731.0
1.04,0.752,1.51,64.575,-96.069,55.481,23739.0
1.088,0.775,1.55,66.772,-97.412,48.218,23748.0
1.143,0.779,1.62,67.383,-100.037,39.795,23757.0
1.144,0.808,1.714,62.744,-99.121,29.419,23766.0
1.161,0.809,1.803,57.8,-92.529,18.982,23774.0
1.17,0.74,1.858,55.603,-80.933,9.46,23783.0
1.17,0.633,1.902,53.467,-69.031,1.282,23792.0
1.155,0.576,1.955,48.096,-58.289,-2.136,23801.0
1.149,0.574,2.011,41.321,-46.997,-0.61,23809.0
1.165,0.609,2.06,34.79,-33.936,3.052,23818.0
1.192,0.669,2.117,29.175,-19.531,6.775,23827.0
1.194,0.704,2.134,26.917,-3.357,7.202,23835.0
1.173,0.694,2.11,25.391,12.939,4.7,23844.0
1.147,0.68,2.057,19.714,31.982,2.075,23853.0
1.132,0.685,1.985,10.01,51.392,-0.488,23862.0
1.129,0.703,1.914,-0.977,69.275,-3.052,23871.0
1.12,0.718,1.867,-11.108,83.374,-6.409,23879.0
1.114,0.706,1.829,-18.616,94.971,-10.864,23888.0
1.099,0.684,1.787,-23.132,105.103,-15.869,23897.0
1.062,0.636,1.74,-25.269,113.708,-19.775,23906.0
1.03,0.553,1.661,-25.635,122.559,-22.156,23915.0
1.014,0.483,1.571,-26.55,130.188,-23.315,23923.0
1.009,0.444,1.487,-29.968,135.681,-22.339,23932.0
1.014,0.417,1.42,-34.485,138.55,-21.362,23941.0
1.007,0.39,1.37,-40.1,140.808,-21.423,23949.0
0.994,0.364,1.336,-45.776,144.897,-22.4,23959.0
0.958,0.333,1.283,-49.683,150.879,-23.804,23967.0
0.917,0.339,1.201,-51.819,158.142,-26.917,23976.0
0.882,0.347,1.098,-53.833,164.612,-30.701,23985.0
0.868,0.333,0.986,-56.885,168.884,-35.522,23994.0
0.835,0.328,0.88,-63.477,171.265,-42.053,24002.0
0.784,0.338,0.784,-73.059,172.913,-50.598,24011.0
0.743,0.337,0.696,-81.238,174.5,-59.692,24020.0
0.723,0.307,0.591,-85.266,174.744,-67.932,24029.0
0.674,0.257,0.488,-86.731,172.852,-75.378,24038.0
0.606,0.217,0.388,-88.989,169.495,-81.116,24046.0
0.555,0.188,0.33,-92.407,164.673,-82.886,24055.0
0.512,0.154,0.294,-94.299,158.02,-79.712,24064.0
0.465,0.126,0.271,-92.834,150.94,-73.975,24073.0
0.411,0.126,0.229,-88.501,146.057,-68.665,24081.0
0.374,0.142,0.165,-82.336,143.25,-64.819,24090.0
0.331,0.151,0.054,-75.806,138.062,-61.951,24099.0
0.351,0.15,0.064,-70.251,133.911,-60.181,24108.0
0.321,0.158,0.038,-66.711,123.962,-58.716,24116.0
0.232,0.181,-0.069,-67.017,109.497,-61.157,24125.0
0.225,0.2,-0.029,-69.092,96.68,-65.247,24134.0
0.213,0.219,0.014,-72.388,81.116,-65.552,24142.0
0.084,0.199,-0.043,-72.51,50.659,-67.993,24151.0
0.005,0.117,0.055,-64.453,47.607,-70.801,24160.0
0.122,0.029,0.156,-57.678,62.195,-69.885,24169.0
0.104,-0.042,0.107,-56.702,58.533,-66.101,24178.0
0.065,-0.146,0.067,-55.542,38.757,-66.833,24186.0
0.053,-0.195,0.077,-54.138,38.391,-65.613,24195.0
0.007,-0.199,-0.06,-56.885,40.222,-54.932,24204.0
0.094,-0.157,-0.095,-60.181,33.997,-39.429,24213.0
0.092,-0.061,-0.135,-62.988,21.362,-27.161,24222.0
0.199,0.078,-0.085,-60.242,16.541,-23.071,24230.0
0.263,0.121,-0.046,-50.964,2.563,-18.372,24239.0
0.302,0.05,-0.044,-35.339,-15.625,-16.357,24248.0
0.399,-0.07,-0.037,-21.301,-23.437,-16.479,24256.0
0.446,-0.158,-0.052,-15.015,-24.17,-13.184,24265.0
0.387,-0.199,-0.065,-18.799,-16.602,-10.254,24274.0
0.435,-0.148,-0.166,-30.151,2.014,-8.057,24283.0
0.484,-0.085,-0.125,-42.664,10.559,-3.723,24292.0
0.569,-0.016,-0.089,-48.279,12.268,-1.526,24300.0
0.546,-0.011,-0.162,-46.265,7.202,-1.282,24309.0
0.636,-0.038,-0.152,-38.452,6.47,-2.686,24318.0
0.636,-0.045,-0.193,-33.447,8.057,-0.366,24327.0
0.614,-0.006,-0.19,-32.837,9.949,2.441,24336.0
0.597,0.057,-0.168,-33.203,8.789,5.188,24344.0
0.576,0.14,-0.126,-31.067,5.798,7.141,24353.0
0.533,0.226,-0.112,-26.917,-1.587,7.996,24362.0
0.481,0.318,-0.085,-23.193,-13.489,4.333,24371.0
0.395,0.332,-0.002,-18.372,-29.602,-2.625,24380.0
0.4,0.188,0.065,-8.057,-41.077,-7.69,24388.0
0.417,0.047,0.07,2.258,-38.757,-9.033,24397.0
0.453,-0.046,0.007,9.277,-24.841,-5.188,24406.0
0.493,-0.057,-0.096,11.536,-9.033,1.587,24414.0
0.504,0.005,-0.176,13.0,1.343,9.766,24423.0
0.509,0.085,-0.259,18.433,1.709,16.357,24432.0
0.476,0.17,-0.322,25.94,-10.559,18.311,24441.0
0.391,0.258,-0.312,31.128,-33.813,15.137,24450.0
0.283,0.302,-0.217,36.316,-58.716,9.338,24458.0
0.177,0.268,-0.052,43.701,-76.172,2.502,24467.0
0.148,0.122,0.032,53.65,-81.36,-2.075,24475.0
0.139,-0.056,0.09,61.646,-71.472,-1.648,24484.0
0.161,-0.199,0.048,62.5,-47.791,6.104,24493.0
0.18,-0.228,-0.008,55.481,-20.935,20.508,24502.0
0.203,-0.136,-0.046,47.668,-3.662,40.344,24511.0
0.243,-0.009,-0.14,47.668,-0.549,62.622,24520.0
0.294,0.14,-0.147,54.016,-10.437,79.041,24528.0
0.304,0.235,-0.16,63.721,-31.982,87.402,24537.0
0.328,0.236,-0.136,75.684,-53.345,89.905,24546.0
0.381,0.149,-0.15,86.304,-66.833,91.003,24555.0
0.438,0.086,-0.148,90.637,-68.726,88.928,24564.0
0.446,0.034,-0.159,87.402,-67.322,84.534,24572.0
0.487,-0.013,-0.125,79.834,-63.66,81.055,24581.0
0.499,-0.01,-0.07,67.078,-63.416,81.482,24590.0
0.525,0.11,0.032,54.749,-64.575,85.51,24599.0
0.586,0.287,0.123,52.124,-68.848,92.957,24608.0
0.663,0.422,0.197,63.416,-80.078,98.083,24616.0
0.734,0.463,0.226,84.595,-97.168,98.206,24625.0
0.766,0.406,0.244,106.018,-116.577,92.59,24634.0
0.773,0.294,0.257,119.019,-132.202,82.336,24643.0
0.739,0.184,0.345,118.835,-143.555,70.251,24651.0
0.69,0.106,0.47,108.032,-149.902,61.462,24660.0
0.676,0.105,0.576,92.712,-147.949,61.646,24669.0
0.763,0.192,0.654,79.59,-140.259,68.359,24678.0
0.871,0.348,0.725,72.998,-137.939,76.843,24686.0
0.962,0.521,0.732,77.271,-142.883,80.2,24695.0
1.069,0.591,0.675,91.125,-151.367,73.12,24704.0
1.08,0.519,0.624,104.431,-163.33,51.453,24712.0
0.99,0.345,0.625,104.919,-175.415,20.508,24721.0
0.869,0.123,0.753,87.463,-183.411,-9.705,24730.0
0.885,0.207,1.676,44.617,-162.109,27.1,25273.0
0.843,0.286,1.78,30.457,-180.237,20.02,25282.0
0.85,0.354,1.994,19.653,-189.636,14.343,25291.0
0.739,0.399,1.985,15.991,-191.467,11.719,25300.0
0.767,0.371,2.152,22.827,-173.95,9.705,25309.0
0.777,0.33,2.116,31.433,-150.452,10.132,25318.0
0.78,0.297,2.137,35.095,-131.897,11.108,25326.0
0.762,0.26,2.17,33.936,-122.803,12.634,25335.0
0.745,0.234,2.217,33.203,-113.098,13.062,25344.0
0.721,0.256,2.276,33.813,-104.187,16.174,25353.0
0.682,0.274,2.333,33.997,-95.398,22.522,25362.0
0.653,0.29,2.335,31.494,-79.895,28.564,25370.0
0.665,0.367,2.345,22.766,-55.481,32.654,25379.0
0.669,0.449,2.365,8.85,-26.245,31.738,25388.0
0.671,0.501,2.393,-4.944,6.592,24.292,25396.0
0.653,0.542,2.354,-15.564,40.71,15.686,25405.0
0.641,0.596,2.283,-21.301,72.144,9.766,25414.0
0.646,0.62,2.196,-20.691,96.069,5.676,25423.0
0.643,0.597,2.094,-15.686,112.244,1.77,25431.0
0.638,0.547,1.971,-10.498,122.742,-2.014,25440.0
0.635,0.493,1.853,-8.423,131.47,-5.493,25449.0
0.642,0.426,1.753,-10.254,139.404,-8.972,25458.0
0.67,0.389,1.7,-16.724,145.813,-11.719,25467.0
0.712,0.397,1.71,-26.55,148.315,-11.414,25476.0
0.757,0.422,1.724,-34.546,148.987,-9.338,25484.0
0.775,0.456,1.704,-38.513,151.123,-8.24,25493.0
0.782,0.512,1.642,-38.818,155.396,-9.46,25502.0
0.764,0.549,1.536,-35.095,160.034,-15.259,25511.0
0.73,0.539,1.421,-30.09,160.889,-24.963,25519.0
0.664,0.49,1.312,-27.588,158.691,-37.903,25528.0
0.587,0.416,1.243,-29.297,155.151,-52.551,25537.0
0.491,0.327,1.198,-34.729,151.001,-66.895,25546.0
0.407,0.229,1.173,-41.199,151.306,-79.529,25554.0
0.342,0.14,1.129,-48.279,156.067,-89.233,25563.0
0.305,0.042,1.063,-56.335,162.964,-95.886,25572.0
0.258,-0.045,0.998,-65.002,169.128,-100.647,25581.0
0.208,-0.105,0.936,-73.975,175.781,-102.722,25590.0
0.187,-0.12,0.865,-81.726,183.594,-99.243,25598.0
0.2,-0.095,0.788,-84.778,189.453,-89.783,25607.0
0.244,-0.06,0.706,-82.153,191.101,-76.782,25615.0
0.334,-0.038,0.587,-73.975,190.247,-63.843,25624.0
0.408,-0.017,0.433,-63.477,187.561,-55.542,25633.0
0.441,-0.036,0.277,-55.115,179.932,-53.223,25642.0
0.428,-0.037,0.151,-54.199,169.312,-53.101,25651.0
0.401,-0.005,0.095,-61.462,157.959,-53.528,25659.0
0.377,0.029,0.093,-70.313,145.325,-52.734,25668.0
0.417,0.017,0.111,-75.928,132.08,-50.598,25677.0
0.424,0.005,0.154,-79.956,120.239,-47.791,25686.0
0.418,-0.015,0.178,-83.313,112.549,-44.128,25695.0
0.4,-0.005,0.131,-84.412,114.563,-38.879,25704.0
0.407,0.04,0.128,-84.229,123.535,-31.067,25712.0
0.374,0.083,0.012,-82.886,124.268,-21.423,25721.0
0.448,0.151,0.002,-81.36,121.399,-14.587,25730.0
0.524,0.277,0.033,-82.642,109.802,-9.338,25738.0
0.408,0.442,-0.015,-83.008,78.674,-13.916,25747.0
0.349,0.466,0.007,-72.51,48.523,-26.245,25756.0
0.308,0.35,0.144,-58.289,31.25,-36.987,25765.0
0.348,0.229,0.332,-49.744,28.687,-46.204,25773.0
0.285,0.102,0.182,-49.133,32.959,-48.645,25782.0
0.342,0.043,0.193,-52.673,43.03,-52.002,25791.0
0.358,0.047,0.174,-59.692,58.411,-50.72,25800.0
0.285,0.071,0.056,-66.65,63.843,-45.837,25809.0
0.351,0.133,0.018,-72.327,65.186,-41.26,25818.0
0.399,0.203,-0.008,-75.806,58.35,-39.49,25826.0
0.357,0.179,0.08,-71.167,35.156,-45.898,25835.0
0.418,0.104,0.127,-58.838,20.02,-52.246,25844.0
0.393,-0.007,0.17,-48.889,4.272,-50.659,25853.0
0.4,-0.05,0.148,-44.006,1.892,-46.753,25861.0
0.391,-0.036,0.192,-40.771,10.254,-42.542,25870.0
0.391,0.008,0.015,-35.767,24.536,-34.912,25879.0
0.464,0.027,0.071,-29.541,29.968,-29.541,25887.0
0.527,0.021,-0.091,-21.301,27.893,-25.574,25896.0
0.573,0.047,-0.075,-15.32,22.156,-24.658,25905.0
0.646,-0.016,-0.235,-9.766,18.494,-26.978,25914.0
0.669,-0.078,-0.393,-9.216,20.386,-31.006,25923.0
0.65,-0.098,-0.375,-19.348,21.362,-33.997,25931.0
0.659,-0.089,-0.335,-34.058,22.827,-37.415,25940.0
0.616,-0.086,-0.3,-42.664,20.142,-40.1,25949.0
0.541,-0.075,-0.179,-40.405,13.489,-41.199,25957.0
0.456,-0.117,-0.09,-27.954,1.404,-38.086,25966.0
0.385,-0.18,-0.043,-10.498,-10.62,-32.043,25975.0
0.329,-0.255,-0.035,5.676,-18.433,-23.926,25984.0
0.278,-0.308,-0.043,17.883,-20.935,-15.991,25993.0
0.204,-0.293,-0.038,22.949,-22.034,-8.789,26001.0
0.138,-0.254,-0.009,24.658,-23.926,-1.526,26010.0
0.087,-0.218,0.019,28.503,-25.94,5.615,26019.0
0.041,-0.185,0.04,34.851,-28.564,10.986,26028.0
0.01,-0.185,0.038,43.152,-31.799,15.869,26037.0
-0.0,-0.197,0.026,51.27,-34.607,21.545,26045.0
-0.047,-0.202,-0.001,56.335,-35.461,27.71,26054.0
-0.062,-0.179,0.011,59.631,-30.701,33.813,26063.0
-0.096,-0.152,-0.011,63.843,-24.841,41.321,26072.0
-0.117,-0.139,-0.074,69.458,-18.311,46.997,26081.0
-0.118,-0.156,-0.184,73.242,-12.146,51.453,26089.0
-0.132,-0.153,-0.277,69.824,-8.545,55.298,26098.0
-0.128,-0.144,-0.335,60.608,-11.169,61.096,26107.0
-0.071,-0.104,-0.306,52.124,-15.32,69.092,26115.0
-0.05,-0.028,-0.275,52.734,-21.667,77.82,26124.0
-0.014,-0.009,-0.262,66.345,-30.396,84.29,26133.0
0.044,-0.114,-0.278,87.28,-42.847,92.957,26142.0
0.099,-0.125,-0.298,101.746,-53.711,106.812,26151.0
0.196,-0.035,-0.315,105.225,-62.317,123.291,26159.0
0.3,0.07,-0.288,102.844,-73.059,135.376,26168.0
0.368,0.151,-0.26,100.22,-87.769,140.503,26177.0
0.435,0.232,-0.186,99.182,-104.736,139.587,26186.0
0.534,0.205,-0.091,100.83,-122.437,133.789,26194.0
0.557,0.075,0.011,102.295,-138.916,125.488,26203.0
0.585,-0.005,0.032,97.168,-143.921,121.948,26212.0
0.722,0.065,0.139,83.618,-143.799,125.366,26221.0
0.814,0.212,0.335,69.702,-152.283,134.827,26229.0
0.874,0.413,0.519,65.552,-165.405,143.188,26238.0
0.956,0.615,0.699,70.679,-178.04,146.606,26247.0
1.021,0.8,0.828,82.581,-190.979,144.348,26256.0
1.061,0.954,0.93,97.046,-204.102,134.583,26265.0
1.072,0.972,1.025,110.229,-219.238,116.943,26273.0
0.998,0.872,1.101,116.089,-231.628,89.539,26282.0
0.918,0.667,1.186,109.07,-233.398,58.228,26291.0
0.844,0.464,1.364,86.609,-227.356,32.715,26300.0
0.74,0.377,1.607,55.176,-219.666,14.832,26308.0
0.703,0.422,2.038,6.897,-191.406,9.338,26949.0
0.767,0.535,2.192,-1.709,-173.523,17.639,26957.0
0.812,0.606,2.222,4.822,-158.386,24.658,26966.0
0.879,0.612,2.153,20.264,-147.034,27.893,26975.0
0.953,0.595,2.155,31.982,-140.198,28.625,26984.0
0.979,0.598,2.16,33.264,-141.357,26.367,26992.0
0.978,0.564,2.313,26.917,-146.057,21.179,27001.0
0.915,0.522,2.334,16.296,-140.259,18.372,27010.0
0.92,0.514,2.438,1.831,-115.112,19.714,27019.0
0.932,0.552,2.505,-11.902,-83.374,23.804,27028.0
0.951,0.599,2.54,-20.142,-53.406,27.649,27036.0
0.977,0.66,2.557,-23.682,-25.635,31.86,27045.0
1.0,0.741,2.51,-22.766,-3.662,37.231,27054.0
1.043,0.846,2.428,-17.822,17.09,40.039,27063.0
1.064,0.922,2.356,-13.0,34.058,38.574,27071.0
1.083,0.98,2.276,-11.292,52.734,31.311,27080.0
1.075,1.018,2.182,-11.414,73.669,20.081,27089.0
1.045,0.979,2.039,-13.306,95.398,6.165,27098.0
0.986,0.892,1.866,-18.86,117.31,-9.277,27107.0
0.925,0.797,1.723,-29.968,135.986,-24.719,27115.0
0.906,0.705,1.614,-43.457,150.208,-36.438,27124.0
0.898,0.68,1.54,-55.542,158.264,-44.617,27133.0
0.916,0.676,1.509,-62.317,160.278,-47.791,27142.0
0.952,0.659,1.496,-60.486,158.752,-48.218,27151.0
0.973,0.627,1.484,-52.368,154.236,-48.767,27159.0
0.967,0.557,1.442,-40.955,147.156,-47.852,27168.0
0.94,0.485,1.379,-33.569,139.282,-44.128,27177.0
0.912,0.442,1.324,-32.654,133.667,-38.208,27186.0
0.89,0.454,1.293,-35.645,131.653,-31.25,27194.0
0.877,0.488,1.248,-38.147,131.226,-25.024,27203.0
0.854,0.526,1.164,-39.063,128.113,-21.667,27212.0
0.845,0.538,1.102,-38.391,126.953,-22.461,27220.0
0.82,0.543,1.043,-38.635,128.052,-28.137,27229.0
0.798,0.521,0.984,-39.612,127.197,-37.109,27238.0
0.774,0.514,0.956,-40.466,123.779,-47.607,27247.0
0.733,0.499,0.945,-39.856,120.422,-58.594,27256.0
0.681,0.461,0.923,-38.025,119.629,-70.435,27264.0
0.62,0.437,0.876,-36.926,120.544,-81.421,27273.0
0.594,0.384,0.792,-35.95,122.009,-89.478,27282.0
0.546,0.331,0.685,-36.804,123.474,-96.375,27291.0
0.485,0.29,0.554,-41.87,124.695,-103.943,27299.0
0.473,0.224,0.434,-47.668,125.549,-110.352,27308.0
0.448,0.166,0.341,-50.903,122.742,-114.441,27317.0
0.395,0.122,0.259,-51.941,116.943,-114.99,27326.0
0.349,0.111,0.184,-49.622,109.924,-111.511,27335.0
0.311,0.141,0.147,-42.847,100.098,-105.713,27343.0
0.234,0.143,0.109,-28.503,83.618,-99.915,27352.0
0.179,0.134,0.06,-11.169,65.918,-95.093,27361.0
0.164,0.129,0.043,3.418,46.326,-92.59,27370.0
0.083,0.116,0.016,15.015,28.748,-92.407,27379.0
0.09,0.113,0.011,23.132,19.348,-92.468,27387.0
-0.017,0.077,-0.128,28.259,4.456,-93.323,27396.0
-0.089,0.007,-0.142,31.616,-0.854,-100.464,27405.0
-0.171,-0.095,-0.157,30.579,13.367,-104.37,27414.0
-0.187,-0.136,-0.112,24.414,26.001,-104.004,27422.0
-0.23,-0.203,-0.054,23.132,20.02,-99.792,27431.0
-0.238,-0.277,-0.023,27.039,17.517,-92.102,27440.0
-0.334,-0.33,-0.109,31.677,13.367,-78.247,27449.0
-0.294,-0.34,-0.083,36.316,14.709,-59.814,27457.0
-0.298,-0.361,-0.169,40.405,7.202,-35.034,27466.0
-0.309,-0.373,-0.208,48.096,-1.526,-15.991,27475.0
-0.216,-0.387,-0.229,55.359,0.916,-0.122,27484.0
-0.152,-0.4,-0.34,59.631,-3.296,18.066,27492.0
-0.086,-0.368,-0.48,57.129,-5.92,33.081,27501.0
0.011,-0.311,-0.607,47.119,1.221,41.992,27510.0
0.075,-0.235,-0.692,31.189,6.897,47.729,27518.0
0.122,-0.147,-0.754,15.442,6.897,50.659,27527.0
0.17,-0.083,-0.792,6.653,-2.502,50.72,27536.0
0.213,-0.05,-0.727,2.563,-23.743,47.791,27545.0
0.209,-0.055,-0.63,2.991,-46.936,44.8,27554.0
0.208,-0.094,-0.592,7.141,-61.829,44.739,27562.0
0.207,-0.115,-0.62,9.583,-66.65,49.438,27571.0
0.228,-0.09,-0.664,6.165,-63.66,56.152,27580.0
0.255,-0.04,-0.654,-0.549,-60.669,60.181,27589.0
0.236,-0.011,-0.641,-1.526,-62.622,59.875,27598.0
0.212,0.006,-0.639,5.92,-73.425,57.495,27606.0
0.161,0.031,-0.589,10.925,-92.102,54.016,27615.0
0.08,0.058,-0.411,9.338,-112.183,48.035,27624.0
-0.0,0.038,-0.252,7.263,-127.747,42.175,27633.0
-0.097,-0.025,-0.088,5.981,-137.634,37.292,27642.0
-0.146,-0.122,-0.076,5.249,-133.057,38.757,27650.0
-0.187,-0.117,-0.15,0.916,-124.084,49.011,27659.0
-0.135,-0.034,-0.15,-4.639,-120.117,60.364,27668.0
-0.049,0.05,-0.108,-5.493,-129.639,72.876,27677.0
0.055,0.129,0.017,-1.038,-150.391,81.787,27685.0
0.143,0.198,0.13,5.981,-171.692,83.923,27694.0
0.173,0.252,0.285,9.583,-187.622,80.566,27703.0
0.126,0.27,0.412,8.728,-197.876,73.547,27712.0
0.061,0.382,0.546,7.263,-201.965,65.613,27720.0
-0.022,0.462,0.644,15.32,-210.876,57.312,27729.0
-0.081,0.426,0.709,30.334,-225.586,46.814,27738.0
-0.084,0.301,0.809,40.955,-237.671,36.316,27747.0
-0.116,0.212,1.012,38.818,-244.629,27.71,27755.0
-0.167,0.108,1.25,29.297,-247.07,19.775,27764.0
-0.205,0.001,1.433,20.63,-242.981,13.123,27773.0
-0.221,-0.057,1.601,11.78,-233.643,12.695,27782.0
-0.255,-0.065,1.816,5.005,-226.746,18.86,27791.0
-0.29,-0.002,2.006,4.944,-225.403,29.297,27799.0
-0.278,0.111,2.194,13.672,-224.426,41.077,27808.0
-0.243,0.178,2.361,26.123,-223.511,51.27,27817.0
-0.16,0.23,2.454,37.964,-216.675,57.739,27825.0
-0.097,0.316,2.413,47.241,-200.256,58.167,27834.0
-0.055,0.241,2.483,51.208,-182.556,44.006,27843.0
-0.137,0.12,2.395,44.495,-175.11,24.353,27852.0
-0.196,0.039,2.444,32.349,-167.358,12.878,27861.0
-0.171,-0.021,2.612,23.499,-155.457,15.503,27869.0
-0.2,0.008,2.651,23.499,-151.611,26.489,27878.0
-0.199,0.142,2.737,32.715,-152.649,44.8,27887.0
-0.124,0.175,2.715,51.88,-149.658,65.43,27896.0
-0.027,0.245,2.644,67.2,-136.78,78.735,27905.0
0.108,0.316,2.486,73.975,-110.718,83.008,27913.0
0.282,0.264,2.289,70.557,-77.759,75.256,27922.0
0.372,0.134,2.025,55.542,-40.955,58.533,27931.0
0.4,-0.035,1.74,29.846,-7.568,37.964,27940.0
0.385,-0.105,1.589,-6.226,14.832,21.179,27949.0
0.352,-0.027,1.645,-38.696,21.423,15.381,27957.0
0.371,0.075,1.843,-48.706,9.949,25.574,27966.0
0.395,0.161,2.013,-32.104,-10.376,46.692,27975.0
0.396,0.216,2.087,-7.69,-26.794,70.129,27984.0
0.455,0.459,2.13,8.85,-13.733,105.347,29202.0
0.524,0.654,2.131,7.202,6.409,107.849,29211.0
0.599,0.785,2.087,9.399,29.663,94.177,29220.0
0.618,0.773,1.975,10.986,51.208,66.589,29229.0
0.569,0.672,1.881,2.686,69.824,31.738,29238.0
0.5,0.556,1.84,-14.771,87.769,1.282,29246.0
0.452,0.481,1.873,-32.41,102.905,-18.066,29255.0
0.405,0.444,1.94,-42.419,112.305,-27.1,29264.0
0.374,0.434,1.995,-42.175,117.859,-26.794,29272.0
0.35,0.434,2.024,-35.156,121.582,-20.813,29281.0
0.345,0.435,2.048,-27.832,123.962,-12.878,29290.0
0.318,0.417,2.067,-24.658,127.502,-6.653,29299.0
0.252,0.423,2.127,-26.489,133.484,-5.005,29308.0
0.171,0.437,2.176,-30.579,141.907,-8.24,29316.0
0.117,0.481,2.228,-33.997,154.175,-16.785,29325.0
0.097,0.554,2.282,-37.231,167.969,-27.832,29334.0
0.077,0.565,2.281,-36.194,182.617,-41.138,29343.0
0.051,0.506,2.198,-32.349,199.768,-57.556,29352.0
0.024,0.429,2.08,-31.128,216.125,-74.585,29360.0
-0.023,0.333,1.944,-31.86,229.858,-89.661,29369.0
-0.076,0.23,1.788,-32.043,240.112,-101.44,29378.0
-0.118,0.14,1.625,-31.128,245.3,-108.276,29387.0
-0.148,0.091,1.478,-28.198,244.202,-111.389,29395.0
-0.207,0.037,1.278,-20.508,238.159,-109.802,29404.0
-0.225,-0.027,1.127,-11.902,231.079,-105.469,29412.0
-0.25,-0.084,0.996,-6.165,222.412,-100.708,29421.0
-0.293,-0.132,0.91,-2.808,214.417,-96.436,29430.0
-0.31,-0.173,0.835,-1.709,209.778,-89.783,29439.0
-0.267,-0.206,0.785,-1.648,209.839,-80.078,29448.0
-0.176,-0.239,0.703,-0.671,215.637,-69.824,29457.0
-0.076,-0.255,0.561,0.549,226.868,-60.181,29465.0
0.057,-0.252,0.416,0.793,240.173,-52.673,29474.0
0.169,-0.247,0.258,1.282,247.131,-46.448,29483.0
0.223,-0.208,0.109,1.831,243.713,-41.26,29492.0
0.254,-0.167,0.021,-0.183,231.445,-35.461,29501.0
0.275,-0.131,-0.042,-2.441,216.003,-28.625,29509.0
0.279,-0.108,-0.14,-3.601,200.928,-22.644,29518.0
0.267,-0.047,-0.232,-8.301,185.791,-19.592,29527.0
0.243,0.032,-0.287,-18.86,167.847,-18.494,29535.0
0.249,0.093,-0.248,-30.334,148.01,-20.386,29544.0
0.225,0.125,-0.21,-38.086,130.005,-24.109,29553.0
0.193,0.104,-0.221,-39.795,115.112,-28.503,29562.0
0.233,0.084,-0.172,-38.208,104.858,-34.363,29570.0
0.174,0.043,-0.212,-36.804,90.942,-41.199,29579.0
0.093,-0.014,-0.327,-32.532,79.224,-52.551,29588.0
0.032,-0.134,-0.364,-29.907,82.397,-58.655,29597.0
0.08,-0.212,-0.315,-33.875,93.201,-59.204,29606.0
0.088,-0.198,-0.293,-44.189,89.966,-55.481,29614.0
-0.009,-0.158,-0.312,-49.744,72.632,-51.819,29623.0
-0.034,-0.123,-0.31,-46.936,63.904,-44.8,29632.0
-0.027,-0.118,-0.279,-39.063,52.673,-32.959,29641.0
-0.066,-0.123,-0.273,-28.442,32.776,-22.4,29650.0
-0.128,-0.167,-0.317,-16.418,15.991,-13.916,29658.0
-0.133,-0.221,-0.328,-6.592,9.644,-7.202,29667.0
